#           k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   1.0778706E-05   1.9712749E+07   1.9712749E+07   2.6271828E+07   1.4654634E+04   2.1075539E+07   1.9712768E+07   1.9712749E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.1582881E-05   1.9712744E+07   1.9712744E+07   2.6269991E+07   1.4653973E+04   2.1075144E+07   1.9712763E+07   1.9712744E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.2447055E-05   1.9712739E+07   1.9712739E+07   2.6267869E+07   1.4653211E+04   2.1074688E+07   1.9712758E+07   1.9712739E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.3375703E-05   1.9712733E+07   1.9712733E+07   2.6265419E+07   1.4652330E+04   2.1074161E+07   1.9712752E+07   1.9712733E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.4373635E-05   1.9712727E+07   1.9712727E+07   2.6262590E+07   1.4651312E+04   2.1073552E+07   1.9712745E+07   1.9712727E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.5446021E-05   1.9712719E+07   1.9712719E+07   2.6259323E+07   1.4650138E+04   2.1072850E+07   1.9712737E+07   1.9712719E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.6598415E-05   1.9712710E+07   1.9712710E+07   2.6255552E+07   1.4648782E+04   2.1072039E+07   1.9712727E+07   1.9712710E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.7836786E-05   1.9712699E+07   1.9712699E+07   2.6251197E+07   1.4647216E+04   2.1071102E+07   1.9712716E+07   1.9712699E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.9167550E-05   1.9712687E+07   1.9712687E+07   2.6246169E+07   1.4645408E+04   2.1070021E+07   1.9712704E+07   1.9712687E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.0597600E-05   1.9712673E+07   1.9712673E+07   2.6240364E+07   1.4643320E+04   2.1068773E+07   1.9712689E+07   1.9712673E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.2134342E-05   1.9712657E+07   1.9712657E+07   2.6233662E+07   1.4640909E+04   2.1067332E+07   1.9712673E+07   1.9712657E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.3785737E-05   1.9712639E+07   1.9712639E+07   2.6225925E+07   1.4638127E+04   2.1065669E+07   1.9712653E+07   1.9712639E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.5560339E-05   1.9712617E+07   1.9712617E+07   2.6216992E+07   1.4634914E+04   2.1063749E+07   1.9712631E+07   1.9712617E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.7467341E-05   1.9712593E+07   1.9712593E+07   2.6206681E+07   1.4631204E+04   2.1061533E+07   1.9712605E+07   1.9712593E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.9516619E-05   1.9712564E+07   1.9712564E+07   2.6194778E+07   1.4626922E+04   2.1058976E+07   1.9712576E+07   1.9712564E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.1718790E-05   1.9712531E+07   1.9712531E+07   2.6181039E+07   1.4621979E+04   2.1056025E+07   1.9712541E+07   1.9712531E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.4085260E-05   1.9712493E+07   1.9712493E+07   2.6165182E+07   1.4616273E+04   2.1052620E+07   1.9712501E+07   1.9712493E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.6628287E-05   1.9712449E+07   1.9712449E+07   2.6146882E+07   1.4609687E+04   2.1048692E+07   1.9712456E+07   1.9712449E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.9361044E-05   1.9712398E+07   1.9712398E+07   2.6125764E+07   1.4602086E+04   2.1044160E+07   1.9712403E+07   1.9712398E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.2297686E-05   1.9712340E+07   1.9712340E+07   2.6101397E+07   1.4593313E+04   2.1038933E+07   1.9712342E+07   1.9712340E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.5453425E-05   1.9712272E+07   1.9712272E+07   2.6073285E+07   1.4583190E+04   2.1032905E+07   1.9712271E+07   1.9712272E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.8844606E-05   1.9712194E+07   1.9712194E+07   2.6040856E+07   1.4571510E+04   2.1025956E+07   1.9712190E+07   1.9712194E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   5.2488796E-05   1.9712104E+07   1.9712104E+07   2.6003455E+07   1.4558035E+04   2.1017946E+07   1.9712096E+07   1.9712104E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   5.6404871E-05   1.9712000E+07   1.9712000E+07   2.5960328E+07   1.4542492E+04   2.1008717E+07   1.9711987E+07   1.9712000E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   6.0613116E-05   1.9711880E+07   1.9711880E+07   2.5910608E+07   1.4524566E+04   2.0998085E+07   1.9711862E+07   1.9711880E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   6.5135329E-05   1.9711741E+07   1.9711741E+07   2.5853302E+07   1.4503896E+04   2.0985844E+07   1.9711717E+07   1.9711741E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   6.9994935E-05   1.9711581E+07   1.9711581E+07   2.5787274E+07   1.4480067E+04   2.0971755E+07   1.9711550E+07   1.9711581E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   7.5217105E-05   1.9711396E+07   1.9711396E+07   2.5711221E+07   1.4452605E+04   2.0955547E+07   1.9711358E+07   1.9711396E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   8.0828890E-05   1.9711183E+07   1.9711183E+07   2.5623657E+07   1.4420964E+04   2.0936914E+07   1.9711135E+07   1.9711183E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   8.6859358E-05   1.9710937E+07   1.9710937E+07   2.5522885E+07   1.4384522E+04   2.0915508E+07   1.9710879E+07   1.9710937E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   9.3339746E-05   1.9710653E+07   1.9710653E+07   2.5406976E+07   1.4342567E+04   2.0890936E+07   1.9710583E+07   1.9710653E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.0030362E-04   1.9710325E+07   1.9710325E+07   2.5273737E+07   1.4294289E+04   2.0862754E+07   1.9710241E+07   1.9710325E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.0778706E-04   1.9709947E+07   1.9709947E+07   2.5120686E+07   1.4238764E+04   2.0830469E+07   1.9709847E+07   1.9709947E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.1582881E-04   1.9709511E+07   1.9709511E+07   2.4945022E+07   1.4174946E+04   2.0793529E+07   1.9709392E+07   1.9709511E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.2447055E-04   1.9709007E+07   1.9709007E+07   2.4743595E+07   1.4101648E+04   2.0751322E+07   1.9708867E+07   1.9709007E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.3375703E-04   1.9708427E+07   1.9708427E+07   2.4512882E+07   1.4017533E+04   2.0703180E+07   1.9708262E+07   1.9708427E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.4373635E-04   1.9707759E+07   1.9707759E+07   2.4248959E+07   1.3921100E+04   2.0648374E+07   1.9707565E+07   1.9707759E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.5446021E-04   1.9706988E+07   1.9706988E+07   2.3947494E+07   1.3810669E+04   2.0586123E+07   1.9706761E+07   1.9706988E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
