#        a       HoverH0(a)       dlogHdloga_of_a(a)
   1.0000000E-04   1.0699571E+06   -1.8574927E+00
   1.0046181E-04   1.0608402E+06   -1.8570227E+00
   1.0092575E-04   1.0518033E+06   -1.8565519E+00
   1.0139184E-04   1.0428457E+06   -1.8560801E+00
   1.0186008E-04   1.0339666E+06   -1.8556074E+00
   1.0233048E-04   1.0251653E+06   -1.8551337E+00
   1.0280305E-04   1.0164412E+06   -1.8546592E+00
   1.0327781E-04   1.0077935E+06   -1.8541837E+00
   1.0375475E-04   9.9922162E+05   -1.8537073E+00
   1.0423390E-04   9.9072479E+05   -1.8532300E+00
   1.0471527E-04   9.8230237E+05   -1.8527518E+00
   1.0519885E-04   9.7395371E+05   -1.8522727E+00
   1.0568467E-04   9.6567813E+05   -1.8517927E+00
   1.0617274E-04   9.5747499E+05   -1.8513118E+00
   1.0666305E-04   9.4934364E+05   -1.8508300E+00
   1.0715563E-04   9.4128343E+05   -1.8503473E+00
   1.0765049E-04   9.3329374E+05   -1.8498637E+00
   1.0814763E-04   9.2537393E+05   -1.8493792E+00
   1.0864707E-04   9.1752338E+05   -1.8488938E+00
   1.0914881E-04   9.0974146E+05   -1.8484075E+00
   1.0965287E-04   9.0202757E+05   -1.8479204E+00
   1.1015926E-04   8.9438109E+05   -1.8474323E+00
   1.1066799E-04   8.8680143E+05   -1.8469434E+00
   1.1117906E-04   8.7928799E+05   -1.8464536E+00
   1.1169250E-04   8.7184017E+05   -1.8459630E+00
   1.1220831E-04   8.6445740E+05   -1.8454715E+00
   1.1272650E-04   8.5713908E+05   -1.8449791E+00
   1.1324708E-04   8.4988465E+05   -1.8444858E+00
   1.1377007E-04   8.4269354E+05   -1.8439917E+00
   1.1429547E-04   8.3556518E+05   -1.8434967E+00
   1.1482330E-04   8.2849900E+05   -1.8430009E+00
   1.1535356E-04   8.2149446E+05   -1.8425042E+00
   1.1588628E-04   8.1455101E+05   -1.8420067E+00
   1.1642145E-04   8.0766810E+05   -1.8415084E+00
   1.1695910E-04   8.0084519E+05   -1.8410091E+00
   1.1749923E-04   7.9408174E+05   -1.8405091E+00
   1.1804185E-04   7.8737723E+05   -1.8400082E+00
   1.1858698E-04   7.8073113E+05   -1.8395065E+00
   1.1913463E-04   7.7414292E+05   -1.8390040E+00
   1.1968481E-04   7.6761208E+05   -1.8385006E+00
   1.2023752E-04   7.6113810E+05   -1.8379964E+00
