#        a       HoverH0(a)       dlogHdloga_of_a(a)
   1.0000000E-04   1.1912497E+06   -1.8784038E+00
   1.0046181E-04   1.1809855E+06   -1.8779793E+00
   1.0092575E-04   1.1708119E+06   -1.8775537E+00
   1.0139184E-04   1.1607283E+06   -1.8771272E+00
   1.0186008E-04   1.1507338E+06   -1.8766997E+00
   1.0233048E-04   1.1408276E+06   -1.8762712E+00
   1.0280305E-04   1.1310089E+06   -1.8758417E+00
   1.0327781E-04   1.1212770E+06   -1.8754111E+00
   1.0375475E-04   1.1116310E+06   -1.8749796E+00
   1.0423390E-04   1.1020701E+06   -1.8745471E+00
   1.0471527E-04   1.0925937E+06   -1.8741136E+00
   1.0519885E-04   1.0832010E+06   -1.8736791E+00
   1.0568467E-04   1.0738911E+06   -1.8732436E+00
   1.0617274E-04   1.0646634E+06   -1.8728071E+00
   1.0666305E-04   1.0555171E+06   -1.8723697E+00
   1.0715563E-04   1.0464515E+06   -1.8719312E+00
   1.0765049E-04   1.0374658E+06   -1.8714918E+00
   1.0814763E-04   1.0285594E+06   -1.8710514E+00
   1.0864707E-04   1.0197315E+06   -1.8706099E+00
   1.0914881E-04   1.0109815E+06   -1.8701675E+00
   1.0965287E-04   1.0023085E+06   -1.8697242E+00
   1.1015926E-04   9.9371205E+05   -1.8692798E+00
   1.1066799E-04   9.8519131E+05   -1.8688345E+00
   1.1117906E-04   9.7674564E+05   -1.8683882E+00
   1.1169250E-04   9.6837436E+05   -1.8679409E+00
   1.1220831E-04   9.6007681E+05   -1.8674926E+00
   1.1272650E-04   9.5185232E+05   -1.8670434E+00
   1.1324708E-04   9.4370025E+05   -1.8665932E+00
   1.1377007E-04   9.3561993E+05   -1.8661420E+00
   1.1429547E-04   9.2761074E+05   -1.8656899E+00
   1.1482330E-04   9.1967202E+05   -1.8652368E+00
   1.1535356E-04   9.1180315E+05   -1.8647827E+00
   1.1588628E-04   9.0400350E+05   -1.8643277E+00
   1.1642145E-04   8.9627246E+05   -1.8638717E+00
   1.1695910E-04   8.8860939E+05   -1.8634148E+00
   1.1749923E-04   8.8101370E+05   -1.8629569E+00
   1.1804185E-04   8.7348478E+05   -1.8624980E+00
   1.1858698E-04   8.6602204E+05   -1.8620382E+00
   1.1913463E-04   8.5862487E+05   -1.8615775E+00
   1.1968481E-04   8.5129270E+05   -1.8611158E+00
   1.2023752E-04   8.4402493E+05   -1.8606531E+00
   1.2079279E-04   8.3682101E+05   -1.8601895E+00
   1.2135063E-04   8.2968034E+05   -1.8597250E+00
   1.2191104E-04   8.2260237E+05   -1.8592595E+00
   1.2247403E-04   8.1558653E+05   -1.8587931E+00
   1.2303963E-04   8.0863226E+05   -1.8583257E+00
   1.2360784E-04   8.0173902E+05   -1.8578574E+00
   1.2417868E-04   7.9490626E+05   -1.8573882E+00
   1.2475215E-04   7.8813344E+05   -1.8569181E+00
   1.2532826E-04   7.8142001E+05   -1.8564470E+00
   1.2590704E-04   7.7476546E+05   -1.8559750E+00
   1.2648850E-04   7.6816924E+05   -1.8555021E+00
   1.2707263E-04   7.6163085E+05   -1.8550282E+00
   1.2765947E-04   7.5514976E+05   -1.8545535E+00
   1.2824901E-04   7.4872547E+05   -1.8540778E+00
   1.2884128E-04   7.4235745E+05   -1.8536012E+00
   1.2943628E-04   7.3604521E+05   -1.8531237E+00
   1.3003403E-04   7.2978826E+05   -1.8526453E+00
   1.3063454E-04   7.2358608E+05   -1.8521660E+00
   1.3123783E-04   7.1743821E+05   -1.8516857E+00
   1.3184390E-04   7.1134414E+05   -1.8512046E+00
   1.3245277E-04   7.0530340E+05   -1.8507226E+00
   1.3306445E-04   6.9931552E+05   -1.8502397E+00
   1.3367895E-04   6.9338001E+05   -1.8497559E+00
   1.3429630E-04   6.8749642E+05   -1.8492712E+00
   1.3491649E-04   6.8166427E+05   -1.8487856E+00
   1.3553955E-04   6.7588312E+05   -1.8482991E+00
   1.3616548E-04   6.7015249E+05   -1.8478117E+00
   1.3679431E-04   6.6447195E+05   -1.8473235E+00
   1.3742604E-04   6.5884105E+05   -1.8468344E+00
   1.3806069E-04   6.5325933E+05   -1.8463444E+00
   1.3869827E-04   6.4772637E+05   -1.8458535E+00
   1.3933879E-04   6.4224173E+05   -1.8453618E+00
   1.3998227E-04   6.3680496E+05   -1.8448692E+00
   1.4062872E-04   6.3141566E+05   -1.8443758E+00
   1.4127816E-04   6.2607339E+05   -1.8438815E+00
   1.4193060E-04   6.2077774E+05   -1.8433863E+00
   1.4258605E-04   6.1552828E+05   -1.8428903E+00
   1.4324453E-04   6.1032461E+05   -1.8423934E+00
   1.4390605E-04   6.0516632E+05   -1.8418957E+00
   1.4457062E-04   6.0005301E+05   -1.8413971E+00
   1.4523826E-04   5.9498427E+05   -1.8408977E+00
   1.4590899E-04   5.8995970E+05   -1.8403975E+00
   1.4658281E-04   5.8497891E+05   -1.8398964E+00
   1.4725974E-04   5.8004152E+05   -1.8393945E+00
   1.4793981E-04   5.7514712E+05   -1.8388918E+00
   1.4862301E-04   5.7029535E+05   -1.8383882E+00
   1.4930936E-04   5.6548582E+05   -1.8378838E+00
   1.4999889E-04   5.6071816E+05   -1.8373786E+00
   1.5069160E-04   5.5599198E+05   -1.8368726E+00
   1.5138751E-04   5.5130693E+05   -1.8363658E+00
   1.5208663E-04   5.4666264E+05   -1.8358582E+00
   1.5278899E-04   5.4205873E+05   -1.8353497E+00
   1.5349458E-04   5.3749487E+05   -1.8348405E+00
   1.5420343E-04   5.3297068E+05   -1.8343305E+00
   1.5491556E-04   5.2848581E+05   -1.8338196E+00
   1.5563098E-04   5.2403992E+05   -1.8333080E+00
   1.5634970E-04   5.1963265E+05   -1.8327956E+00
   1.5707174E-04   5.1526367E+05   -1.8322824E+00
   1.5779711E-04   5.1093263E+05   -1.8317685E+00
   1.5852584E-04   5.0663919E+05   -1.8312537E+00
   1.5925792E-04   5.0238303E+05   -1.8307382E+00
   1.5999339E-04   4.9816380E+05   -1.8302219E+00
   1.6073226E-04   4.9398118E+05   -1.8297049E+00
   1.6147454E-04   4.8983485E+05   -1.8291871E+00
   1.6222024E-04   4.8572449E+05   -1.8286685E+00
   1.6296939E-04   4.8164976E+05   -1.8281492E+00
   1.6372200E-04   4.7761037E+05   -1.8276292E+00
   1.6447809E-04   4.7360598E+05   -1.8271083E+00
   1.6523767E-04   4.6963630E+05   -1.8265868E+00
   1.6600075E-04   4.6570101E+05   -1.8260645E+00
   1.6676736E-04   4.6179981E+05   -1.8255415E+00
   1.6753751E-04   4.5793239E+05   -1.8250178E+00
   1.6831122E-04   4.5409845E+05   -1.8244933E+00
   1.6908849E-04   4.5029771E+05   -1.8239681E+00
   1.6986936E-04   4.4652986E+05   -1.8234422E+00
   1.7065384E-04   4.4279460E+05   -1.8229156E+00
   1.7144193E-04   4.3909166E+05   -1.8223882E+00
   1.7223367E-04   4.3542075E+05   -1.8218602E+00
   1.7302906E-04   4.3178157E+05   -1.8213315E+00
   1.7382813E-04   4.2817386E+05   -1.8208020E+00
   1.7463089E-04   4.2459733E+05   -1.8202719E+00
   1.7543735E-04   4.2105170E+05   -1.8197411E+00
   1.7624754E-04   4.1753670E+05   -1.8192096E+00
   1.7706147E-04   4.1405205E+05   -1.8186775E+00
   1.7787916E-04   4.1059750E+05   -1.8181446E+00
   1.7870062E-04   4.0717277E+05   -1.8176111E+00
   1.7952588E-04   4.0377760E+05   -1.8170769E+00
   1.8035495E-04   4.0041172E+05   -1.8165421E+00
   1.8118785E-04   3.9707488E+05   -1.8160066E+00
   1.8202459E-04   3.9376682E+05   -1.8154704E+00
   1.8286520E-04   3.9048729E+05   -1.8149336E+00
   1.8370969E-04   3.8723603E+05   -1.8143962E+00
   1.8455808E-04   3.8401279E+05   -1.8138581E+00
   1.8541039E-04   3.8081732E+05   -1.8133194E+00
   1.8626663E-04   3.7764939E+05   -1.8127801E+00
   1.8712683E-04   3.7450873E+05   -1.8122401E+00
   1.8799100E-04   3.7139513E+05   -1.8116995E+00
   1.8885917E-04   3.6830832E+05   -1.8111583E+00
   1.8973134E-04   3.6524808E+05   -1.8106165E+00
   1.9060754E-04   3.6221417E+05   -1.8100741E+00
   1.9148778E-04   3.5920636E+05   -1.8095311E+00
   1.9237209E-04   3.5622443E+05   -1.8089875E+00
   1.9326049E-04   3.5326812E+05   -1.8084432E+00
   1.9415299E-04   3.5033724E+05   -1.8078985E+00
   1.9504960E-04   3.4743154E+05   -1.8073531E+00
   1.9595036E-04   3.4455081E+05   -1.8068071E+00
   1.9685528E-04   3.4169482E+05   -1.8062606E+00
   1.9776438E-04   3.3886337E+05   -1.8057135E+00
   1.9867768E-04   3.3605622E+05   -1.8051659E+00
   1.9959519E-04   3.3327316E+05   -1.8046176E+00
   2.0051694E-04   3.3051399E+05   -1.8040689E+00
   2.0144295E-04   3.2777850E+05   -1.8035196E+00
   2.0237324E-04   3.2506646E+05   -1.8029697E+00
   2.0330782E-04   3.2237769E+05   -1.8024193E+00
   2.0424671E-04   3.1971196E+05   -1.8018684E+00
   2.0518995E-04   3.1706908E+05   -1.8013169E+00
   2.0613754E-04   3.1444885E+05   -1.8007650E+00
   2.0708950E-04   3.1185106E+05   -1.8002125E+00
   2.0804586E-04   3.0927553E+05   -1.7996595E+00
   2.0900664E-04   3.0672205E+05   -1.7991060E+00
   2.0997185E-04   3.0419042E+05   -1.7985520E+00
   2.1094152E-04   3.0168046E+05   -1.7979975E+00
   2.1191567E-04   2.9919198E+05   -1.7974425E+00
   2.1289432E-04   2.9672478E+05   -1.7968870E+00
   2.1387749E-04   2.9427868E+05   -1.7963310E+00
   2.1486520E-04   2.9185350E+05   -1.7957746E+00
   2.1585747E-04   2.8944904E+05   -1.7952177E+00
   2.1685432E-04   2.8706513E+05   -1.7946603E+00
   2.1785578E-04   2.8470158E+05   -1.7941025E+00
   2.1886186E-04   2.8235822E+05   -1.7935442E+00
   2.1987259E-04   2.8003487E+05   -1.7929854E+00
   2.2088798E-04   2.7773135E+05   -1.7924263E+00
   2.2190807E-04   2.7544749E+05   -1.7918666E+00
   2.2293286E-04   2.7318312E+05   -1.7913066E+00
   2.2396239E-04   2.7093806E+05   -1.7907461E+00
   2.2499667E-04   2.6871214E+05   -1.7901852E+00
   2.2603573E-04   2.6650520E+05   -1.7896239E+00
   2.2707958E-04   2.6431707E+05   -1.7890622E+00
   2.2812826E-04   2.6214759E+05   -1.7885000E+00
   2.2918178E-04   2.5999658E+05   -1.7879375E+00
   2.3024017E-04   2.5786389E+05   -1.7873746E+00
   2.3130344E-04   2.5574936E+05   -1.7868113E+00
   2.3237162E-04   2.5365283E+05   -1.7862476E+00
   2.3344474E-04   2.5157414E+05   -1.7856835E+00
   2.3452281E-04   2.4951313E+05   -1.7851191E+00
