#        a       HoverH0(a)       dlogHdloga_of_a(a)
   1.0000000E-04   1.1636251E+06   -1.8543311E+00
   1.0046181E-04   1.1537269E+06   -1.8538550E+00
   1.0092575E-04   1.1439155E+06   -1.8533780E+00
   1.0139184E-04   1.1341900E+06   -1.8529001E+00
   1.0186008E-04   1.1245497E+06   -1.8524213E+00
   1.0233048E-04   1.1149937E+06   -1.8519415E+00
   1.0280305E-04   1.1055214E+06   -1.8514609E+00
   1.0327781E-04   1.0961320E+06   -1.8509794E+00
   1.0375475E-04   1.0868248E+06   -1.8504969E+00
   1.0423390E-04   1.0775990E+06   -1.8500136E+00
   1.0471527E-04   1.0684539E+06   -1.8495294E+00
   1.0519885E-04   1.0593888E+06   -1.8490443E+00
   1.0568467E-04   1.0504029E+06   -1.8485583E+00
   1.0617274E-04   1.0414956E+06   -1.8480714E+00
   1.0666305E-04   1.0326661E+06   -1.8475837E+00
   1.0715563E-04   1.0239138E+06   -1.8470950E+00
   1.0765049E-04   1.0152380E+06   -1.8466055E+00
   1.0814763E-04   1.0066379E+06   -1.8461151E+00
   1.0864707E-04   9.9811298E+05   -1.8456239E+00
   1.0914881E-04   9.8966247E+05   -1.8451317E+00
   1.0965287E-04   9.8128573E+05   -1.8446388E+00
   1.1015926E-04   9.7298211E+05   -1.8441449E+00
   1.1066799E-04   9.6475095E+05   -1.8436502E+00
   1.1117906E-04   9.5659161E+05   -1.8431547E+00
   1.1169250E-04   9.4850344E+05   -1.8426582E+00
   1.1220831E-04   9.4048581E+05   -1.8421610E+00
   1.1272650E-04   9.3253809E+05   -1.8416629E+00
   1.1324708E-04   9.2465965E+05   -1.8411639E+00
   1.1377007E-04   9.1684989E+05   -1.8406642E+00
   1.1429547E-04   9.0910819E+05   -1.8401635E+00
   1.1482330E-04   9.0143394E+05   -1.8396621E+00
   1.1535356E-04   8.9382653E+05   -1.8391598E+00
   1.1588628E-04   8.8628538E+05   -1.8386567E+00
   1.1642145E-04   8.7880989E+05   -1.8381528E+00
   1.1695910E-04   8.7139948E+05   -1.8376480E+00
   1.1749923E-04   8.6405357E+05   -1.8371424E+00
   1.1804185E-04   8.5677158E+05   -1.8366361E+00
   1.1858698E-04   8.4955294E+05   -1.8361289E+00
   1.1913463E-04   8.4239710E+05   -1.8356209E+00
   1.1968481E-04   8.3530348E+05   -1.8351121E+00
   1.2023752E-04   8.2827154E+05   -1.8346025E+00
   1.2079279E-04   8.2130074E+05   -1.8340921E+00
   1.2135063E-04   8.1439051E+05   -1.8335809E+00
   1.2191104E-04   8.0754033E+05   -1.8330689E+00
   1.2247403E-04   8.0074966E+05   -1.8325562E+00
   1.2303963E-04   7.9401797E+05   -1.8320426E+00
   1.2360784E-04   7.8734474E+05   -1.8315283E+00
   1.2417868E-04   7.8072944E+05   -1.8310132E+00
   1.2475215E-04   7.7417156E+05   -1.8304974E+00
   1.2532826E-04   7.6767059E+05   -1.8299807E+00
   1.2590704E-04   7.6122602E+05   -1.8294634E+00
   1.2648850E-04   7.5483736E+05   -1.8289452E+00
   1.2707263E-04   7.4850410E+05   -1.8284263E+00
   1.2765947E-04   7.4222576E+05   -1.8279067E+00
   1.2824901E-04   7.3600184E+05   -1.8273863E+00
   1.2884128E-04   7.2983187E+05   -1.8268651E+00
   1.2943628E-04   7.2371536E+05   -1.8263433E+00
   1.3003403E-04   7.1765183E+05   -1.8258206E+00
   1.3063454E-04   7.1164082E+05   -1.8252973E+00
   1.3123783E-04   7.0568186E+05   -1.8247732E+00
   1.3184390E-04   6.9977449E+05   -1.8242484E+00
   1.3245277E-04   6.9391826E+05   -1.8237229E+00
   1.3306445E-04   6.8811269E+05   -1.8231967E+00
   1.3367895E-04   6.8235736E+05   -1.8226698E+00
   1.3429630E-04   6.7665180E+05   -1.8221421E+00
   1.3491649E-04   6.7099559E+05   -1.8216138E+00
   1.3553955E-04   6.6538827E+05   -1.8210847E+00
   1.3616548E-04   6.5982943E+05   -1.8205550E+00
   1.3679431E-04   6.5431862E+05   -1.8200246E+00
   1.3742604E-04   6.4885543E+05   -1.8194934E+00
   1.3806069E-04   6.4343942E+05   -1.8189616E+00
   1.3869827E-04   6.3807019E+05   -1.8184292E+00
   1.3933879E-04   6.3274732E+05   -1.8178960E+00
   1.3998227E-04   6.2747039E+05   -1.8173622E+00
   1.4062872E-04   6.2223900E+05   -1.8168278E+00
   1.4127816E-04   6.1705275E+05   -1.8162926E+00
   1.4193060E-04   6.1191123E+05   -1.8157568E+00
   1.4258605E-04   6.0681405E+05   -1.8152204E+00
   1.4324453E-04   6.0176082E+05   -1.8146833E+00
   1.4390605E-04   5.9675115E+05   -1.8141456E+00
   1.4457062E-04   5.9178465E+05   -1.8136072E+00
   1.4523826E-04   5.8686094E+05   -1.8130682E+00
   1.4590899E-04   5.8197965E+05   -1.8125286E+00
   1.4658281E-04   5.7714039E+05   -1.8119884E+00
   1.4725974E-04   5.7234279E+05   -1.8114475E+00
   1.4793981E-04   5.6758650E+05   -1.8109061E+00
   1.4862301E-04   5.6287113E+05   -1.8103640E+00
   1.4930936E-04   5.5819633E+05   -1.8098213E+00
   1.4999889E-04   5.5356174E+05   -1.8092780E+00
   1.5069160E-04   5.4896701E+05   -1.8087341E+00
   1.5138751E-04   5.4441177E+05   -1.8081897E+00
   1.5208663E-04   5.3989570E+05   -1.8076446E+00
   1.5278899E-04   5.3541843E+05   -1.8070990E+00
   1.5349458E-04   5.3097962E+05   -1.8065528E+00
   1.5420343E-04   5.2657894E+05   -1.8060060E+00
   1.5491556E-04   5.2221605E+05   -1.8054587E+00
   1.5563098E-04   5.1789062E+05   -1.8049108E+00
   1.5634970E-04   5.1360231E+05   -1.8043623E+00
   1.5707174E-04   5.0935079E+05   -1.8038133E+00
   1.5779711E-04   5.0513575E+05   -1.8032638E+00
   1.5852584E-04   5.0095685E+05   -1.8027137E+00
   1.5925792E-04   4.9681379E+05   -1.8021631E+00
   1.5999339E-04   4.9270624E+05   -1.8016119E+00
   1.6073226E-04   4.8863389E+05   -1.8010602E+00
   1.6147454E-04   4.8459644E+05   -1.8005080E+00
   1.6222024E-04   4.8059356E+05   -1.7999553E+00
   1.6296939E-04   4.7662497E+05   -1.7994021E+00
   1.6372200E-04   4.7269036E+05   -1.7988484E+00
   1.6447809E-04   4.6878942E+05   -1.7982942E+00
   1.6523767E-04   4.6492186E+05   -1.7977395E+00
   1.6600075E-04   4.6108739E+05   -1.7971842E+00
   1.6676736E-04   4.5728572E+05   -1.7966286E+00
   1.6753751E-04   4.5351655E+05   -1.7960724E+00
   1.6831122E-04   4.4977960E+05   -1.7955158E+00
   1.6908849E-04   4.4607459E+05   -1.7949586E+00
   1.6986936E-04   4.4240123E+05   -1.7944011E+00
   1.7065384E-04   4.3875925E+05   -1.7938431E+00
   1.7144193E-04   4.3514837E+05   -1.7932846E+00
