#        a       HoverH0(a)       dlogHdloga_of_a(a)
   1.0000000E-04   1.1687368E+06   -1.8860360E+00
   1.0046181E-04   1.1586257E+06   -1.8856301E+00
   1.0092575E-04   1.1486043E+06   -1.8852232E+00
   1.0139184E-04   1.1386717E+06   -1.8848152E+00
   1.0186008E-04   1.1288270E+06   -1.8844062E+00
   1.0233048E-04   1.1190696E+06   -1.8839962E+00
   1.0280305E-04   1.1093987E+06   -1.8835852E+00
   1.0327781E-04   1.0998134E+06   -1.8831732E+00
   1.0375475E-04   1.0903130E+06   -1.8827602E+00
   1.0423390E-04   1.0808967E+06   -1.8823462E+00
   1.0471527E-04   1.0715638E+06   -1.8819311E+00
   1.0519885E-04   1.0623135E+06   -1.8815150E+00
   1.0568467E-04   1.0531451E+06   -1.8810980E+00
   1.0617274E-04   1.0440578E+06   -1.8806799E+00
   1.0666305E-04   1.0350510E+06   -1.8802608E+00
   1.0715563E-04   1.0261238E+06   -1.8798407E+00
   1.0765049E-04   1.0172756E+06   -1.8794196E+00
   1.0814763E-04   1.0085056E+06   -1.8789975E+00
   1.0864707E-04   9.9981318E+05   -1.8785744E+00
   1.0914881E-04   9.9119763E+05   -1.8781503E+00
   1.0965287E-04   9.8265824E+05   -1.8777252E+00
   1.1015926E-04   9.7419433E+05   -1.8772990E+00
   1.1066799E-04   9.6580522E+05   -1.8768719E+00
   1.1117906E-04   9.5749024E+05   -1.8764438E+00
   1.1169250E-04   9.4924872E+05   -1.8760147E+00
   1.1220831E-04   9.4108000E+05   -1.8755845E+00
   1.1272650E-04   9.3298342E+05   -1.8751534E+00
   1.1324708E-04   9.2495835E+05   -1.8747213E+00
   1.1377007E-04   9.1700413E+05   -1.8742882E+00
   1.1429547E-04   9.0912013E+05   -1.8738541E+00
   1.1482330E-04   9.0130572E+05   -1.8734190E+00
   1.1535356E-04   8.9356027E+05   -1.8729829E+00
   1.1588628E-04   8.8588317E+05   -1.8725459E+00
   1.1642145E-04   8.7827379E+05   -1.8721078E+00
   1.1695910E-04   8.7073153E+05   -1.8716688E+00
   1.1749923E-04   8.6325580E+05   -1.8712287E+00
   1.1804185E-04   8.5584598E+05   -1.8707877E+00
   1.1858698E-04   8.4850149E+05   -1.8703457E+00
   1.1913463E-04   8.4122174E+05   -1.8699027E+00
   1.1968481E-04   8.3400615E+05   -1.8694588E+00
   1.2023752E-04   8.2685415E+05   -1.8690138E+00
   1.2079279E-04   8.1976517E+05   -1.8685679E+00
   1.2135063E-04   8.1273863E+05   -1.8681210E+00
   1.2191104E-04   8.0577398E+05   -1.8676731E+00
   1.2247403E-04   7.9887067E+05   -1.8672243E+00
   1.2303963E-04   7.9202814E+05   -1.8667745E+00
   1.2360784E-04   7.8524584E+05   -1.8663237E+00
   1.2417868E-04   7.7852324E+05   -1.8658720E+00
   1.2475215E-04   7.7185980E+05   -1.8654192E+00
   1.2532826E-04   7.6525499E+05   -1.8649656E+00
   1.2590704E-04   7.5870829E+05   -1.8645109E+00
   1.2648850E-04   7.5221917E+05   -1.8640553E+00
   1.2707263E-04   7.4578712E+05   -1.8635988E+00
   1.2765947E-04   7.3941162E+05   -1.8631412E+00
   1.2824901E-04   7.3309218E+05   -1.8626828E+00
   1.2884128E-04   7.2682828E+05   -1.8622233E+00
   1.2943628E-04   7.2061943E+05   -1.8617630E+00
   1.3003403E-04   7.1446514E+05   -1.8613016E+00
   1.3063454E-04   7.0836491E+05   -1.8608394E+00
   1.3123783E-04   7.0231826E+05   -1.8603761E+00
   1.3184390E-04   6.9632472E+05   -1.8599120E+00
   1.3245277E-04   6.9038380E+05   -1.8594469E+00
   1.3306445E-04   6.8449504E+05   -1.8589808E+00
   1.3367895E-04   6.7865796E+05   -1.8585138E+00
   1.3429630E-04   6.7287211E+05   -1.8580459E+00
   1.3491649E-04   6.6713703E+05   -1.8575771E+00
   1.3553955E-04   6.6145226E+05   -1.8571073E+00
   1.3616548E-04   6.5581735E+05   -1.8566366E+00
   1.3679431E-04   6.5023186E+05   -1.8561650E+00
   1.3742604E-04   6.4469534E+05   -1.8556924E+00
   1.3806069E-04   6.3920735E+05   -1.8552189E+00
   1.3869827E-04   6.3376747E+05   -1.8547445E+00
   1.3933879E-04   6.2837525E+05   -1.8542692E+00
   1.3998227E-04   6.2303028E+05   -1.8537930E+00
   1.4062872E-04   6.1773213E+05   -1.8533158E+00
   1.4127816E-04   6.1248039E+05   -1.8528378E+00
   1.4193060E-04   6.0727463E+05   -1.8523588E+00
   1.4258605E-04   6.0211444E+05   -1.8518790E+00
   1.4324453E-04   5.9699943E+05   -1.8513982E+00
   1.4390605E-04   5.9192917E+05   -1.8509165E+00
   1.4457062E-04   5.8690329E+05   -1.8504340E+00
   1.4523826E-04   5.8192137E+05   -1.8499505E+00
   1.4590899E-04   5.7698303E+05   -1.8494662E+00
   1.4658281E-04   5.7208788E+05   -1.8489809E+00
   1.4725974E-04   5.6723552E+05   -1.8484948E+00
   1.4793981E-04   5.6242558E+05   -1.8480078E+00
