#        a       HoverH0(a)       dlogHdloga_of_a(a)
   1.0000000E-04   1.0337880E+06   -1.8755000E+00
   1.0046181E-04   1.0248942E+06   -1.8750687E+00
   1.0092575E-04   1.0160790E+06   -1.8746364E+00
   1.0139184E-04   1.0073416E+06   -1.8742031E+00
   1.0186008E-04   9.9868129E+05   -1.8737688E+00
   1.0233048E-04   9.9009744E+05   -1.8733335E+00
   1.0280305E-04   9.8158934E+05   -1.8728973E+00
   1.0327781E-04   9.7315631E+05   -1.8724600E+00
   1.0375475E-04   9.6479768E+05   -1.8720217E+00
   1.0423390E-04   9.5651277E+05   -1.8715825E+00
   1.0471527E-04   9.4830092E+05   -1.8711423E+00
   1.0519885E-04   9.4016149E+05   -1.8707011E+00
   1.0568467E-04   9.3209381E+05   -1.8702589E+00
   1.0617274E-04   9.2409725E+05   -1.8698157E+00
   1.0666305E-04   9.1617117E+05   -1.8693716E+00
   1.0715563E-04   9.0831493E+05   -1.8689264E+00
   1.0765049E-04   9.0052791E+05   -1.8684803E+00
   1.0814763E-04   8.9280948E+05   -1.8680332E+00
   1.0864707E-04   8.8515904E+05   -1.8675852E+00
   1.0914881E-04   8.7757596E+05   -1.8671362E+00
   1.0965287E-04   8.7005965E+05   -1.8666862E+00
   1.1015926E-04   8.6260951E+05   -1.8662352E+00
   1.1066799E-04   8.5522493E+05   -1.8657833E+00
   1.1117906E-04   8.4790535E+05   -1.8653304E+00
   1.1169250E-04   8.4065016E+05   -1.8648765E+00
   1.1220831E-04   8.3345880E+05   -1.8644217E+00
   1.1272650E-04   8.2633069E+05   -1.8639659E+00
   1.1324708E-04   8.1926526E+05   -1.8635092E+00
   1.1377007E-04   8.1226197E+05   -1.8630515E+00
   1.1429547E-04   8.0532023E+05   -1.8625928E+00
   1.1482330E-04   7.9843951E+05   -1.8621332E+00
   1.1535356E-04   7.9161926E+05   -1.8616726E+00
   1.1588628E-04   7.8485894E+05   -1.8612111E+00
   1.1642145E-04   7.7815800E+05   -1.8607487E+00
   1.1695910E-04   7.7151592E+05   -1.8602853E+00
   1.1749923E-04   7.6493216E+05   -1.8598209E+00
   1.1804185E-04   7.5840622E+05   -1.8593556E+00
   1.1858698E-04   7.5193756E+05   -1.8588894E+00
   1.1913463E-04   7.4552568E+05   -1.8584223E+00
   1.1968481E-04   7.3917007E+05   -1.8579542E+00
   1.2023752E-04   7.3287022E+05   -1.8574851E+00
   1.2079279E-04   7.2662563E+05   -1.8570152E+00
   1.2135063E-04   7.2043582E+05   -1.8565443E+00
   1.2191104E-04   7.1430029E+05   -1.8560725E+00
   1.2247403E-04   7.0821855E+05   -1.8555997E+00
   1.2303963E-04   7.0219012E+05   -1.8551261E+00
   1.2360784E-04   6.9621453E+05   -1.8546515E+00
   1.2417868E-04   6.9029130E+05   -1.8541760E+00
   1.2475215E-04   6.8441996E+05   -1.8536996E+00
   1.2532826E-04   6.7860005E+05   -1.8532223E+00
   1.2590704E-04   6.7283112E+05   -1.8527441E+00
   1.2648850E-04   6.6711270E+05   -1.8522650E+00
   1.2707263E-04   6.6144434E+05   -1.8517849E+00
   1.2765947E-04   6.5582559E+05   -1.8513040E+00
   1.2824901E-04   6.5025602E+05   -1.8508221E+00
   1.2884128E-04   6.4473518E+05   -1.8503394E+00
   1.2943628E-04   6.3926264E+05   -1.8498558E+00
   1.3003403E-04   6.3383796E+05   -1.8493713E+00
   1.3063454E-04   6.2846072E+05   -1.8488859E+00
   1.3123783E-04   6.2313050E+05   -1.8483996E+00
   1.3184390E-04   6.1784686E+05   -1.8479124E+00
   1.3245277E-04   6.1260940E+05   -1.8474243E+00
   1.3306445E-04   6.0741771E+05   -1.8469354E+00
   1.3367895E-04   6.0227137E+05   -1.8464456E+00
   1.3429630E-04   5.9716999E+05   -1.8459549E+00
   1.3491649E-04   5.9211315E+05   -1.8454634E+00
   1.3553955E-04   5.8710047E+05   -1.8449710E+00
   1.3616548E-04   5.8213154E+05   -1.8444777E+00
   1.3679431E-04   5.7720599E+05   -1.8439836E+00
   1.3742604E-04   5.7232341E+05   -1.8434886E+00
   1.3806069E-04   5.6748343E+05   -1.8429927E+00
   1.3869827E-04   5.6268567E+05   -1.8424960E+00
   1.3933879E-04   5.5792975E+05   -1.8419985E+00
   1.3998227E-04   5.5321529E+05   -1.8415001E+00
   1.4062872E-04   5.4854193E+05   -1.8410009E+00
   1.4127816E-04   5.4390930E+05   -1.8405008E+00
   1.4193060E-04   5.3931704E+05   -1.8399999E+00
   1.4258605E-04   5.3476479E+05   -1.8394982E+00
   1.4324453E-04   5.3025219E+05   -1.8389956E+00
   1.4390605E-04   5.2577889E+05   -1.8384922E+00
   1.4457062E-04   5.2134453E+05   -1.8379880E+00
   1.4523826E-04   5.1694878E+05   -1.8374830E+00
   1.4590899E-04   5.1259128E+05   -1.8369772E+00
   1.4658281E-04   5.0827170E+05   -1.8364705E+00
   1.4725974E-04   5.0398970E+05   -1.8359630E+00
   1.4793981E-04   4.9974494E+05   -1.8354548E+00
   1.4862301E-04   4.9553709E+05   -1.8349457E+00
   1.4930936E-04   4.9136583E+05   -1.8344358E+00
   1.4999889E-04   4.8723083E+05   -1.8339252E+00
   1.5069160E-04   4.8313175E+05   -1.8334137E+00
   1.5138751E-04   4.7906830E+05   -1.8329015E+00
   1.5208663E-04   4.7504014E+05   -1.8323885E+00
   1.5278899E-04   4.7104697E+05   -1.8318747E+00
   1.5349458E-04   4.6708847E+05   -1.8313601E+00
   1.5420343E-04   4.6316433E+05   -1.8308447E+00
   1.5491556E-04   4.5927426E+05   -1.8303286E+00
   1.5563098E-04   4.5541794E+05   -1.8298117E+00
   1.5634970E-04   4.5159508E+05   -1.8292941E+00
   1.5707174E-04   4.4780537E+05   -1.8287757E+00
   1.5779711E-04   4.4404853E+05   -1.8282565E+00
   1.5852584E-04   4.4032426E+05   -1.8277366E+00
   1.5925792E-04   4.3663227E+05   -1.8272160E+00
   1.5999339E-04   4.3297228E+05   -1.8266946E+00
   1.6073226E-04   4.2934400E+05   -1.8261725E+00
