#        a       HoverH0(a)       dlogHdloga_of_a(a)
   1.0000000E-04   1.1199405E+06   -1.8644047E+00
   1.0046181E-04   1.1103624E+06   -1.8639489E+00
   1.0092575E-04   1.1008685E+06   -1.8634921E+00
   1.0139184E-04   1.0914580E+06   -1.8630343E+00
   1.0186008E-04   1.0821303E+06   -1.8625757E+00
   1.0233048E-04   1.0728846E+06   -1.8621160E+00
   1.0280305E-04   1.0637201E+06   -1.8616554E+00
   1.0327781E-04   1.0546362E+06   -1.8611939E+00
   1.0375475E-04   1.0456320E+06   -1.8607314E+00
   1.0423390E-04   1.0367070E+06   -1.8602680E+00
   1.0471527E-04   1.0278603E+06   -1.8598036E+00
   1.0519885E-04   1.0190913E+06   -1.8593383E+00
   1.0568467E-04   1.0103992E+06   -1.8588720E+00
   1.0617274E-04   1.0017835E+06   -1.8584048E+00
   1.0666305E-04   9.9324337E+05   -1.8579367E+00
   1.0715563E-04   9.8477817E+05   -1.8574676E+00
   1.0765049E-04   9.7638723E+05   -1.8569977E+00
   1.0814763E-04   9.6806988E+05   -1.8565267E+00
   1.0864707E-04   9.5982547E+05   -1.8560549E+00
   1.0914881E-04   9.5165334E+05   -1.8555821E+00
   1.0965287E-04   9.4355285E+05   -1.8551085E+00
   1.1015926E-04   9.3552335E+05   -1.8546339E+00
   1.1066799E-04   9.2756421E+05   -1.8541583E+00
   1.1117906E-04   9.1967480E+05   -1.8536819E+00
   1.1169250E-04   9.1185450E+05   -1.8532046E+00
   1.1220831E-04   9.0410269E+05   -1.8527263E+00
   1.1272650E-04   8.9641875E+05   -1.8522471E+00
   1.1324708E-04   8.8880209E+05   -1.8517671E+00
   1.1377007E-04   8.8125209E+05   -1.8512861E+00
   1.1429547E-04   8.7376817E+05   -1.8508042E+00
   1.1482330E-04   8.6634973E+05   -1.8503215E+00
   1.1535356E-04   8.5899618E+05   -1.8498378E+00
   1.1588628E-04   8.5170695E+05   -1.8493533E+00
   1.1642145E-04   8.4448146E+05   -1.8488678E+00
   1.1695910E-04   8.3731914E+05   -1.8483815E+00
   1.1749923E-04   8.3021943E+05   -1.8478943E+00
   1.1804185E-04   8.2318177E+05   -1.8474062E+00
   1.1858698E-04   8.1620561E+05   -1.8469173E+00
   1.1913463E-04   8.0929038E+05   -1.8464275E+00
   1.1968481E-04   8.0243556E+05   -1.8459367E+00
   1.2023752E-04   7.9564061E+05   -1.8454452E+00
   1.2079279E-04   7.8890498E+05   -1.8449527E+00
   1.2135063E-04   7.8222815E+05   -1.8444594E+00
