#        a       HoverH0(a)       dlogHdloga_of_a(a)
   1.0000000E-04   1.1784374E+06   -1.8844551E+00
   1.0046181E-04   1.1682509E+06   -1.8840453E+00
   1.0092575E-04   1.1581547E+06   -1.8836344E+00
   1.0139184E-04   1.1481479E+06   -1.8832225E+00
   1.0186008E-04   1.1382297E+06   -1.8828096E+00
   1.0233048E-04   1.1283993E+06   -1.8823957E+00
   1.0280305E-04   1.1186560E+06   -1.8819807E+00
   1.0327781E-04   1.1089989E+06   -1.8815648E+00
   1.0375475E-04   1.0994273E+06   -1.8811479E+00
   1.0423390E-04   1.0899404E+06   -1.8807299E+00
   1.0471527E-04   1.0805375E+06   -1.8803109E+00
   1.0519885E-04   1.0712178E+06   -1.8798910E+00
   1.0568467E-04   1.0619804E+06   -1.8794700E+00
   1.0617274E-04   1.0528248E+06   -1.8790480E+00
   1.0666305E-04   1.0437502E+06   -1.8786250E+00
   1.0715563E-04   1.0347558E+06   -1.8782010E+00
   1.0765049E-04   1.0258409E+06   -1.8777760E+00
   1.0814763E-04   1.0170048E+06   -1.8773500E+00
   1.0864707E-04   1.0082468E+06   -1.8769230E+00
   1.0914881E-04   9.9956619E+05   -1.8764950E+00
   1.0965287E-04   9.9096227E+05   -1.8760660E+00
   1.1015926E-04   9.8243436E+05   -1.8756360E+00
   1.1066799E-04   9.7398176E+05   -1.8752050E+00
   1.1117906E-04   9.6560381E+05   -1.8747730E+00
   1.1169250E-04   9.5729983E+05   -1.8743400E+00
   1.1220831E-04   9.4906916E+05   -1.8739060E+00
   1.1272650E-04   9.4091113E+05   -1.8734711E+00
   1.1324708E-04   9.3282511E+05   -1.8730351E+00
   1.1377007E-04   9.2481043E+05   -1.8725981E+00
   1.1429547E-04   9.1686647E+05   -1.8721602E+00
   1.1482330E-04   9.0899257E+05   -1.8717213E+00
   1.1535356E-04   9.0118812E+05   -1.8712814E+00
   1.1588628E-04   8.9345250E+05   -1.8708405E+00
   1.1642145E-04   8.8578507E+05   -1.8703986E+00
   1.1695910E-04   8.7818523E+05   -1.8699557E+00
   1.1749923E-04   8.7065238E+05   -1.8695119E+00
   1.1804185E-04   8.6318591E+05   -1.8690670E+00
   1.1858698E-04   8.5578522E+05   -1.8686212E+00
   1.1913463E-04   8.4844973E+05   -1.8681745E+00
   1.1968481E-04   8.4117885E+05   -1.8677267E+00
   1.2023752E-04   8.3397201E+05   -1.8672780E+00
   1.2079279E-04   8.2682862E+05   -1.8668283E+00
   1.2135063E-04   8.1974812E+05   -1.8663776E+00
   1.2191104E-04   8.1272994E+05   -1.8659260E+00
   1.2247403E-04   8.0577352E+05   -1.8654734E+00
   1.2303963E-04   7.9887831E+05   -1.8650198E+00
   1.2360784E-04   7.9204377E+05   -1.8645653E+00
   1.2417868E-04   7.8526934E+05   -1.8641098E+00
   1.2475215E-04   7.7855449E+05   -1.8636534E+00
   1.2532826E-04   7.7189868E+05   -1.8631960E+00
   1.2590704E-04   7.6530139E+05   -1.8627376E+00
   1.2648850E-04   7.5876208E+05   -1.8622783E+00
   1.2707263E-04   7.5228025E+05   -1.8618180E+00
   1.2765947E-04   7.4585537E+05   -1.8613568E+00
   1.2824901E-04   7.3948694E+05   -1.8608947E+00
   1.2884128E-04   7.3317445E+05   -1.8604316E+00
