#        a       HoverH0(a)       dlogHdloga_of_a(a)
   1.0000000E-04   1.1951805E+06   -1.8877605E+00
   1.0046181E-04   1.1848312E+06   -1.8873589E+00
   1.0092575E-04   1.1745737E+06   -1.8869563E+00
   1.0139184E-04   1.1644072E+06   -1.8865527E+00
   1.0186008E-04   1.1543308E+06   -1.8861481E+00
   1.0233048E-04   1.1443438E+06   -1.8857425E+00
   1.0280305E-04   1.1344453E+06   -1.8853358E+00
   1.0327781E-04   1.1246345E+06   -1.8849281E+00
   1.0375475E-04   1.1149106E+06   -1.8845194E+00
   1.0423390E-04   1.1052730E+06   -1.8841097E+00
   1.0471527E-04   1.0957207E+06   -1.8836990E+00
   1.0519885E-04   1.0862530E+06   -1.8832873E+00
   1.0568467E-04   1.0768692E+06   -1.8828745E+00
   1.0617274E-04   1.0675684E+06   -1.8824608E+00
   1.0666305E-04   1.0583500E+06   -1.8820460E+00
   1.0715563E-04   1.0492133E+06   -1.8816302E+00
   1.0765049E-04   1.0401574E+06   -1.8812134E+00
   1.0814763E-04   1.0311816E+06   -1.8807956E+00
   1.0864707E-04   1.0222853E+06   -1.8803768E+00
   1.0914881E-04   1.0134676E+06   -1.8799570E+00
   1.0965287E-04   1.0047280E+06   -1.8795362E+00
   1.1015926E-04   9.9606569E+05   -1.8791143E+00
   1.1066799E-04   9.8747997E+05   -1.8786915E+00
   1.1117906E-04   9.7897016E+05   -1.8782677E+00
   1.1169250E-04   9.7053559E+05   -1.8778428E+00
   1.1220831E-04   9.6217557E+05   -1.8774170E+00
   1.1272650E-04   9.5388944E+05   -1.8769901E+00
   1.1324708E-04   9.4567653E+05   -1.8765623E+00
   1.1377007E-04   9.3753618E+05   -1.8761334E+00
   1.1429547E-04   9.2946775E+05   -1.8757036E+00
   1.1482330E-04   9.2147058E+05   -1.8752727E+00
   1.1535356E-04   9.1354403E+05   -1.8748409E+00
   1.1588628E-04   9.0568747E+05   -1.8744081E+00
   1.1642145E-04   8.9790027E+05   -1.8739742E+00
   1.1695910E-04   8.9018180E+05   -1.8735394E+00
   1.1749923E-04   8.8253146E+05   -1.8731036E+00
   1.1804185E-04   8.7494862E+05   -1.8726668E+00
   1.1858698E-04   8.6743268E+05   -1.8722290E+00
   1.1913463E-04   8.5998304E+05   -1.8717903E+00
   1.1968481E-04   8.5259911E+05   -1.8713505E+00
   1.2023752E-04   8.4528029E+05   -1.8709097E+00
   1.2079279E-04   8.3802600E+05   -1.8704680E+00
   1.2135063E-04   8.3083566E+05   -1.8700253E+00
   1.2191104E-04   8.2370870E+05   -1.8695816E+00
   1.2247403E-04   8.1664454E+05   -1.8691369E+00
   1.2303963E-04   8.0964262E+05   -1.8686913E+00
   1.2360784E-04   8.0270239E+05   -1.8682447E+00
   1.2417868E-04   7.9582330E+05   -1.8677971E+00
   1.2475215E-04   7.8900478E+05   -1.8673485E+00
   1.2532826E-04   7.8224630E+05   -1.8668989E+00
   1.2590704E-04   7.7554732E+05   -1.8664484E+00
   1.2648850E-04   7.6890731E+05   -1.8659969E+00
