#        a       HoverH0(a)       dlogHdloga_of_a(a)
   1.0000000E-04   1.1426847E+06   -1.9071306E+00
   1.0046181E-04   1.1326888E+06   -1.9067816E+00
   1.0092575E-04   1.1227821E+06   -1.9064317E+00
   1.0139184E-04   1.1129639E+06   -1.9060807E+00
   1.0186008E-04   1.1032333E+06   -1.9057288E+00
   1.0233048E-04   1.0935895E+06   -1.9053758E+00
   1.0280305E-04   1.0840318E+06   -1.9050218E+00
   1.0327781E-04   1.0745594E+06   -1.9046668E+00
   1.0375475E-04   1.0651715E+06   -1.9043108E+00
   1.0423390E-04   1.0558674E+06   -1.9039537E+00
   1.0471527E-04   1.0466463E+06   -1.9035957E+00
   1.0519885E-04   1.0375074E+06   -1.9032366E+00
   1.0568467E-04   1.0284500E+06   -1.9028765E+00
   1.0617274E-04   1.0194734E+06   -1.9025155E+00
   1.0666305E-04   1.0105768E+06   -1.9021533E+00
   1.0715563E-04   1.0017595E+06   -1.9017902E+00
   1.0765049E-04   9.9302079E+05   -1.9014261E+00
   1.0814763E-04   9.8435999E+05   -1.9010609E+00
   1.0864707E-04   9.7577637E+05   -1.9006947E+00
   1.0914881E-04   9.6726923E+05   -1.9003275E+00
   1.0965287E-04   9.5883788E+05   -1.8999593E+00
   1.1015926E-04   9.5048164E+05   -1.8995901E+00
   1.1066799E-04   9.4219983E+05   -1.8992198E+00
   1.1117906E-04   9.3399178E+05   -1.8988485E+00
   1.1169250E-04   9.2585682E+05   -1.8984762E+00
   1.1220831E-04   9.1779429E+05   -1.8981029E+00
   1.1272650E-04   9.0980353E+05   -1.8977286E+00
   1.1324708E-04   9.0188391E+05   -1.8973532E+00
   1.1377007E-04   8.9403477E+05   -1.8969768E+00
   1.1429547E-04   8.8625549E+05   -1.8965994E+00
   1.1482330E-04   8.7854542E+05   -1.8962210E+00
   1.1535356E-04   8.7090395E+05   -1.8958416E+00
   1.1588628E-04   8.6333046E+05   -1.8954611E+00
   1.1642145E-04   8.5582432E+05   -1.8950796E+00
   1.1695910E-04   8.4838494E+05   -1.8946971E+00
   1.1749923E-04   8.4101171E+05   -1.8943136E+00
   1.1804185E-04   8.3370404E+05   -1.8939290E+00
   1.1858698E-04   8.2646133E+05   -1.8935435E+00
   1.1913463E-04   8.1928300E+05   -1.8931569E+00
   1.1968481E-04   8.1216847E+05   -1.8927693E+00
   1.2023752E-04   8.0511715E+05   -1.8923806E+00
   1.2079279E-04   7.9812849E+05   -1.8919910E+00
   1.2135063E-04   7.9120192E+05   -1.8916003E+00
   1.2191104E-04   7.8433687E+05   -1.8912086E+00
   1.2247403E-04   7.7753279E+05   -1.8908159E+00
   1.2303963E-04   7.7078914E+05   -1.8904221E+00
   1.2360784E-04   7.6410536E+05   -1.8900274E+00
   1.2417868E-04   7.5748091E+05   -1.8896316E+00
   1.2475215E-04   7.5091527E+05   -1.8892348E+00
   1.2532826E-04   7.4440790E+05   -1.8888370E+00
   1.2590704E-04   7.3795828E+05   -1.8884381E+00
   1.2648850E-04   7.3156588E+05   -1.8880383E+00
   1.2707263E-04   7.2523020E+05   -1.8876374E+00
   1.2765947E-04   7.1895071E+05   -1.8872355E+00
   1.2824901E-04   7.1272692E+05   -1.8868326E+00
   1.2884128E-04   7.0655832E+05   -1.8864286E+00
   1.2943628E-04   7.0044441E+05   -1.8860237E+00
   1.3003403E-04   6.9438471E+05   -1.8856177E+00
   1.3063454E-04   6.8837871E+05   -1.8852107E+00
   1.3123783E-04   6.8242595E+05   -1.8848027E+00
   1.3184390E-04   6.7652594E+05   -1.8843937E+00
   1.3245277E-04   6.7067820E+05   -1.8839837E+00
   1.3306445E-04   6.6488226E+05   -1.8835727E+00
   1.3367895E-04   6.5913766E+05   -1.8831606E+00
   1.3429630E-04   6.5344394E+05   -1.8827475E+00
   1.3491649E-04   6.4780064E+05   -1.8823335E+00
   1.3553955E-04   6.4220730E+05   -1.8819184E+00
   1.3616548E-04   6.3666347E+05   -1.8815023E+00
   1.3679431E-04   6.3116871E+05   -1.8810851E+00
   1.3742604E-04   6.2572258E+05   -1.8806670E+00
   1.3806069E-04   6.2032464E+05   -1.8802479E+00
   1.3869827E-04   6.1497446E+05   -1.8798278E+00
   1.3933879E-04   6.0967160E+05   -1.8794066E+00
   1.3998227E-04   6.0441564E+05   -1.8789845E+00
   1.4062872E-04   5.9920615E+05   -1.8785613E+00
   1.4127816E-04   5.9404273E+05   -1.8781372E+00
   1.4193060E-04   5.8892496E+05   -1.8777120E+00
   1.4258605E-04   5.8385242E+05   -1.8772858E+00
   1.4324453E-04   5.7882470E+05   -1.8768587E+00
   1.4390605E-04   5.7384142E+05   -1.8764305E+00
   1.4457062E-04   5.6890216E+05   -1.8760013E+00
   1.4523826E-04   5.6400653E+05   -1.8755712E+00
   1.4590899E-04   5.5915414E+05   -1.8751400E+00
   1.4658281E-04   5.5434460E+05   -1.8747079E+00
   1.4725974E-04   5.4957753E+05   -1.8742747E+00
   1.4793981E-04   5.4485253E+05   -1.8738406E+00
   1.4862301E-04   5.4016925E+05   -1.8734054E+00
   1.4930936E-04   5.3552729E+05   -1.8729693E+00
   1.4999889E-04   5.3092629E+05   -1.8725322E+00
   1.5069160E-04   5.2636588E+05   -1.8720941E+00
   1.5138751E-04   5.2184570E+05   -1.8716550E+00
   1.5208663E-04   5.1736538E+05   -1.8712149E+00
   1.5278899E-04   5.1292457E+05   -1.8707739E+00
   1.5349458E-04   5.0852291E+05   -1.8703318E+00
   1.5420343E-04   5.0416006E+05   -1.8698888E+00
   1.5491556E-04   4.9983565E+05   -1.8694448E+00
   1.5563098E-04   4.9554936E+05   -1.8689998E+00
   1.5634970E-04   4.9130083E+05   -1.8685538E+00
   1.5707174E-04   4.8708972E+05   -1.8681069E+00
   1.5779711E-04   4.8291570E+05   -1.8676590E+00
   1.5852584E-04   4.7877845E+05   -1.8672101E+00
   1.5925792E-04   4.7467762E+05   -1.8667602E+00
   1.5999339E-04   4.7061289E+05   -1.8663094E+00
   1.6073226E-04   4.6658393E+05   -1.8658576E+00
   1.6147454E-04   4.6259044E+05   -1.8654049E+00
   1.6222024E-04   4.5863208E+05   -1.8649511E+00
   1.6296939E-04   4.5470854E+05   -1.8644965E+00
   1.6372200E-04   4.5081952E+05   -1.8640408E+00
   1.6447809E-04   4.4696470E+05   -1.8635842E+00
   1.6523767E-04   4.4314377E+05   -1.8631266E+00
   1.6600075E-04   4.3935643E+05   -1.8626681E+00
   1.6676736E-04   4.3560239E+05   -1.8622087E+00
   1.6753751E-04   4.3188133E+05   -1.8617482E+00
   1.6831122E-04   4.2819297E+05   -1.8612869E+00
   1.6908849E-04   4.2453701E+05   -1.8608245E+00
   1.6986936E-04   4.2091317E+05   -1.8603613E+00
   1.7065384E-04   4.1732115E+05   -1.8598971E+00
   1.7144193E-04   4.1376066E+05   -1.8594319E+00
   1.7223367E-04   4.1023144E+05   -1.8589658E+00
   1.7302906E-04   4.0673320E+05   -1.8584988E+00
   1.7382813E-04   4.0326565E+05   -1.8580308E+00
   1.7463089E-04   3.9982853E+05   -1.8575619E+00
   1.7543735E-04   3.9642156E+05   -1.8570921E+00
   1.7624754E-04   3.9304448E+05   -1.8566214E+00
   1.7706147E-04   3.8969700E+05   -1.8561497E+00
   1.7787916E-04   3.8637888E+05   -1.8556771E+00
   1.7870062E-04   3.8308985E+05   -1.8552036E+00
   1.7952588E-04   3.7982965E+05   -1.8547291E+00
   1.8035495E-04   3.7659801E+05   -1.8542537E+00
   1.8118785E-04   3.7339469E+05   -1.8537775E+00
   1.8202459E-04   3.7021942E+05   -1.8533003E+00
   1.8286520E-04   3.6707197E+05   -1.8528222E+00
   1.8370969E-04   3.6395208E+05   -1.8523432E+00
   1.8455808E-04   3.6085950E+05   -1.8518633E+00
   1.8541039E-04   3.5779400E+05   -1.8513825E+00
   1.8626663E-04   3.5475532E+05   -1.8509007E+00
   1.8712683E-04   3.5174323E+05   -1.8504181E+00
   1.8799100E-04   3.4875749E+05   -1.8499346E+00
   1.8885917E-04   3.4579786E+05   -1.8494502E+00
   1.8973134E-04   3.4286412E+05   -1.8489649E+00
   1.9060754E-04   3.3995603E+05   -1.8484788E+00
   1.9148778E-04   3.3707335E+05   -1.8479917E+00
   1.9237209E-04   3.3421588E+05   -1.8475038E+00
   1.9326049E-04   3.3138337E+05   -1.8470150E+00
   1.9415299E-04   3.2857561E+05   -1.8465253E+00
   1.9504960E-04   3.2579238E+05   -1.8460347E+00
   1.9595036E-04   3.2303345E+05   -1.8455433E+00
   1.9685528E-04   3.2029861E+05   -1.8450510E+00
   1.9776438E-04   3.1758764E+05   -1.8445578E+00
