#        a       HoverH0(a)       dlogHdloga_of_a(a)
   1.0000000E-04   1.2040036E+06   -1.8709644E+00
   1.0046181E-04   1.1936704E+06   -1.8705228E+00
   1.0092575E-04   1.1834283E+06   -1.8700803E+00
   1.0139184E-04   1.1732764E+06   -1.8696367E+00
   1.0186008E-04   1.1632141E+06   -1.8691921E+00
   1.0233048E-04   1.1532404E+06   -1.8687466E+00
   1.0280305E-04   1.1433546E+06   -1.8683001E+00
   1.0327781E-04   1.1335558E+06   -1.8678527E+00
   1.0375475E-04   1.1238434E+06   -1.8674042E+00
   1.0423390E-04   1.1142164E+06   -1.8669548E+00
   1.0471527E-04   1.1046742E+06   -1.8665044E+00
   1.0519885E-04   1.0952161E+06   -1.8660530E+00
   1.0568467E-04   1.0858411E+06   -1.8656007E+00
   1.0617274E-04   1.0765487E+06   -1.8651474E+00
   1.0666305E-04   1.0673380E+06   -1.8646932E+00
   1.0715563E-04   1.0582083E+06   -1.8642380E+00
   1.0765049E-04   1.0491589E+06   -1.8637818E+00
   1.0814763E-04   1.0401891E+06   -1.8633247E+00
   1.0864707E-04   1.0312982E+06   -1.8628666E+00
   1.0914881E-04   1.0224854E+06   -1.8624076E+00
   1.0965287E-04   1.0137501E+06   -1.8619476E+00
   1.1015926E-04   1.0050915E+06   -1.8614866E+00
   1.1066799E-04   9.9650900E+05   -1.8610247E+00
   1.1117906E-04   9.8800189E+05   -1.8605619E+00
   1.1169250E-04   9.7956950E+05   -1.8600981E+00
   1.1220831E-04   9.7121116E+05   -1.8596334E+00
   1.1272650E-04   9.6292619E+05   -1.8591677E+00
   1.1324708E-04   9.5471396E+05   -1.8587011E+00
   1.1377007E-04   9.4657380E+05   -1.8582336E+00
   1.1429547E-04   9.3850506E+05   -1.8577651E+00
   1.1482330E-04   9.3050712E+05   -1.8572957E+00
   1.1535356E-04   9.2257934E+05   -1.8568254E+00
   1.1588628E-04   9.1472108E+05   -1.8563541E+00
   1.1642145E-04   9.0693172E+05   -1.8558820E+00
   1.1695910E-04   8.9921066E+05   -1.8554089E+00
   1.1749923E-04   8.9155727E+05   -1.8549348E+00
   1.1804185E-04   8.8397095E+05   -1.8544599E+00
   1.1858698E-04   8.7645111E+05   -1.8539840E+00
   1.1913463E-04   8.6899714E+05   -1.8535073E+00
   1.1968481E-04   8.6160846E+05   -1.8530296E+00
   1.2023752E-04   8.5428449E+05   -1.8525510E+00
   1.2079279E-04   8.4702464E+05   -1.8520715E+00
   1.2135063E-04   8.3982835E+05   -1.8515911E+00
   1.2191104E-04   8.3269504E+05   -1.8511098E+00
   1.2247403E-04   8.2562415E+05   -1.8506276E+00
   1.2303963E-04   8.1861513E+05   -1.8501445E+00
   1.2360784E-04   8.1166741E+05   -1.8496605E+00
   1.2417868E-04   8.0478046E+05   -1.8491757E+00
   1.2475215E-04   7.9795373E+05   -1.8486899E+00
   1.2532826E-04   7.9118668E+05   -1.8482033E+00
   1.2590704E-04   7.8447877E+05   -1.8477157E+00
   1.2648850E-04   7.7782949E+05   -1.8472273E+00
   1.2707263E-04   7.7123830E+05   -1.8467380E+00
   1.2765947E-04   7.6470470E+05   -1.8462479E+00
   1.2824901E-04   7.5822815E+05   -1.8457569E+00
   1.2884128E-04   7.5180817E+05   -1.8452650E+00
   1.2943628E-04   7.4544423E+05   -1.8447722E+00
   1.3003403E-04   7.3913584E+05   -1.8442786E+00
   1.3063454E-04   7.3288250E+05   -1.8437841E+00
   1.3123783E-04   7.2668373E+05   -1.8432888E+00
   1.3184390E-04   7.2053903E+05   -1.8427926E+00
   1.3245277E-04   7.1444792E+05   -1.8422956E+00
   1.3306445E-04   7.0840993E+05   -1.8417977E+00
   1.3367895E-04   7.0242458E+05   -1.8412990E+00
   1.3429630E-04   6.9649140E+05   -1.8407994E+00
   1.3491649E-04   6.9060993E+05   -1.8402990E+00
   1.3553955E-04   6.8477971E+05   -1.8397978E+00
   1.3616548E-04   6.7900027E+05   -1.8392957E+00
   1.3679431E-04   6.7327117E+05   -1.8387928E+00
   1.3742604E-04   6.6759196E+05   -1.8382891E+00
   1.3806069E-04   6.6196219E+05   -1.8377846E+00
   1.3869827E-04   6.5638143E+05   -1.8372792E+00
   1.3933879E-04   6.5084923E+05   -1.8367730E+00
   1.3998227E-04   6.4536516E+05   -1.8362661E+00
   1.4062872E-04   6.3992880E+05   -1.8357583E+00
   1.4127816E-04   6.3453972E+05   -1.8352497E+00
   1.4193060E-04   6.2919750E+05   -1.8347403E+00
   1.4258605E-04   6.2390171E+05   -1.8342301E+00
   1.4324453E-04   6.1865196E+05   -1.8337191E+00
   1.4390605E-04   6.1344783E+05   -1.8332074E+00
   1.4457062E-04   6.0828891E+05   -1.8326948E+00
   1.4523826E-04   6.0317480E+05   -1.8321815E+00
   1.4590899E-04   5.9810510E+05   -1.8316674E+00
   1.4658281E-04   5.9307942E+05   -1.8311525E+00
   1.4725974E-04   5.8809737E+05   -1.8306368E+00
   1.4793981E-04   5.8315855E+05   -1.8301204E+00
   1.4862301E-04   5.7826258E+05   -1.8296032E+00
   1.4930936E-04   5.7340909E+05   -1.8290853E+00
   1.4999889E-04   5.6859769E+05   -1.8285666E+00
   1.5069160E-04   5.6382801E+05   -1.8280471E+00
   1.5138751E-04   5.5909968E+05   -1.8275269E+00
   1.5208663E-04   5.5441233E+05   -1.8270060E+00
   1.5278899E-04   5.4976560E+05   -1.8264843E+00
   1.5349458E-04   5.4515913E+05   -1.8259618E+00
   1.5420343E-04   5.4059256E+05   -1.8254387E+00
   1.5491556E-04   5.3606553E+05   -1.8249148E+00
   1.5563098E-04   5.3157770E+05   -1.8243902E+00
   1.5634970E-04   5.2712872E+05   -1.8238649E+00
   1.5707174E-04   5.2271823E+05   -1.8233388E+00
   1.5779711E-04   5.1834591E+05   -1.8228121E+00
   1.5852584E-04   5.1401140E+05   -1.8222846E+00
   1.5925792E-04   5.0971438E+05   -1.8217564E+00
   1.5999339E-04   5.0545452E+05   -1.8212276E+00
   1.6073226E-04   5.0123147E+05   -1.8206980E+00
   1.6147454E-04   4.9704493E+05   -1.8201678E+00
   1.6222024E-04   4.9289455E+05   -1.8196368E+00
   1.6296939E-04   4.8878003E+05   -1.8191052E+00
   1.6372200E-04   4.8470105E+05   -1.8185729E+00
   1.6447809E-04   4.8065728E+05   -1.8180399E+00
   1.6523767E-04   4.7664843E+05   -1.8175063E+00
   1.6600075E-04   4.7267417E+05   -1.8169720E+00
   1.6676736E-04   4.6873420E+05   -1.8164370E+00
   1.6753751E-04   4.6482822E+05   -1.8159014E+00
   1.6831122E-04   4.6095593E+05   -1.8153652E+00
   1.6908849E-04   4.5711702E+05   -1.8148282E+00
   1.6986936E-04   4.5331121E+05   -1.8142907E+00
   1.7065384E-04   4.4953820E+05   -1.8137525E+00
   1.7144193E-04   4.4579769E+05   -1.8132136E+00
   1.7223367E-04   4.4208941E+05   -1.8126742E+00
   1.7302906E-04   4.3841307E+05   -1.8121341E+00
   1.7382813E-04   4.3476838E+05   -1.8115934E+00
   1.7463089E-04   4.3115507E+05   -1.8110521E+00
   1.7543735E-04   4.2757285E+05   -1.8105102E+00
   1.7624754E-04   4.2402146E+05   -1.8099676E+00
   1.7706147E-04   4.2050061E+05   -1.8094245E+00
   1.7787916E-04   4.1701005E+05   -1.8088808E+00
   1.7870062E-04   4.1354949E+05   -1.8083365E+00
   1.7952588E-04   4.1011868E+05   -1.8077916E+00
   1.8035495E-04   4.0671736E+05   -1.8072461E+00
   1.8118785E-04   4.0334525E+05   -1.8067000E+00
   1.8202459E-04   4.0000212E+05   -1.8061534E+00
   1.8286520E-04   3.9668769E+05   -1.8056062E+00
   1.8370969E-04   3.9340172E+05   -1.8050584E+00
   1.8455808E-04   3.9014395E+05   -1.8045101E+00
   1.8541039E-04   3.8691414E+05   -1.8039613E+00
   1.8626663E-04   3.8371204E+05   -1.8034118E+00
   1.8712683E-04   3.8053740E+05   -1.8028619E+00
   1.8799100E-04   3.7738999E+05   -1.8023114E+00
   1.8885917E-04   3.7426955E+05   -1.8017604E+00
   1.8973134E-04   3.7117586E+05   -1.8012088E+00
   1.9060754E-04   3.6810868E+05   -1.8006568E+00
   1.9148778E-04   3.6506777E+05   -1.8001042E+00
   1.9237209E-04   3.6205291E+05   -1.7995511E+00
   1.9326049E-04   3.5906386E+05   -1.7989975E+00
   1.9415299E-04   3.5610039E+05   -1.7984434E+00
   1.9504960E-04   3.5316228E+05   -1.7978888E+00
   1.9595036E-04   3.5024932E+05   -1.7973337E+00
   1.9685528E-04   3.4736127E+05   -1.7967781E+00
   1.9776438E-04   3.4449791E+05   -1.7962221E+00
   1.9867768E-04   3.4165903E+05   -1.7956656E+00
   1.9959519E-04   3.3884442E+05   -1.7951086E+00
   2.0051694E-04   3.3605385E+05   -1.7945511E+00
   2.0144295E-04   3.3328713E+05   -1.7939932E+00
   2.0237324E-04   3.3054403E+05   -1.7934348E+00
   2.0330782E-04   3.2782435E+05   -1.7928760E+00
   2.0424671E-04   3.2512789E+05   -1.7923167E+00
   2.0518995E-04   3.2245444E+05   -1.7917571E+00
   2.0613754E-04   3.1980379E+05   -1.7911969E+00
   2.0708950E-04   3.1717576E+05   -1.7906364E+00
   2.0804586E-04   3.1457013E+05   -1.7900754E+00
   2.0900664E-04   3.1198672E+05   -1.7895140E+00
   2.0997185E-04   3.0942532E+05   -1.7889522E+00
   2.1094152E-04   3.0688575E+05   -1.7883900E+00
   2.1191567E-04   3.0436780E+05   -1.7878274E+00
   2.1289432E-04   3.0187130E+05   -1.7872644E+00
   2.1387749E-04   2.9939606E+05   -1.7867011E+00
   2.1486520E-04   2.9694188E+05   -1.7861373E+00
   2.1585747E-04   2.9450858E+05   -1.7855732E+00
   2.1685432E-04   2.9209598E+05   -1.7850087E+00
   2.1785578E-04   2.8970390E+05   -1.7844438E+00
   2.1886186E-04   2.8733216E+05   -1.7838786E+00
   2.1987259E-04   2.8498058E+05   -1.7833130E+00
   2.2088798E-04   2.8264898E+05   -1.7827470E+00
   2.2190807E-04   2.8033719E+05   -1.7821808E+00
   2.2293286E-04   2.7804503E+05   -1.7816142E+00
