#        a       HoverH0(a)       dlogHdloga_of_a(a)
   1.0000000E-04   1.0665887E+06   -1.8661822E+00
   1.0046181E-04   1.0574582E+06   -1.8657301E+00
   1.0092575E-04   1.0484080E+06   -1.8652771E+00
   1.0139184E-04   1.0394374E+06   -1.8648231E+00
   1.0186008E-04   1.0305458E+06   -1.8643682E+00
   1.0233048E-04   1.0217324E+06   -1.8639123E+00
   1.0280305E-04   1.0129964E+06   -1.8634554E+00
   1.0327781E-04   1.0043373E+06   -1.8629976E+00
   1.0375475E-04   9.9575433E+05   -1.8625389E+00
   1.0423390E-04   9.8724677E+05   -1.8620792E+00
   1.0471527E-04   9.7881398E+05   -1.8616185E+00
   1.0519885E-04   9.7045527E+05   -1.8611569E+00
   1.0568467E-04   9.6217000E+05   -1.8606943E+00
   1.0617274E-04   9.5395749E+05   -1.8602308E+00
   1.0666305E-04   9.4581711E+05   -1.8597664E+00
   1.0715563E-04   9.3774820E+05   -1.8593010E+00
   1.0765049E-04   9.2975012E+05   -1.8588346E+00
   1.0814763E-04   9.2182224E+05   -1.8583674E+00
   1.0864707E-04   9.1396393E+05   -1.8578992E+00
   1.0914881E-04   9.0617457E+05   -1.8574300E+00
   1.0965287E-04   8.9845353E+05   -1.8569600E+00
   1.1015926E-04   8.9080022E+05   -1.8564890E+00
   1.1066799E-04   8.8321401E+05   -1.8560171E+00
   1.1117906E-04   8.7569432E+05   -1.8555442E+00
   1.1169250E-04   8.6824054E+05   -1.8550705E+00
   1.1220831E-04   8.6085209E+05   -1.8545958E+00
   1.1272650E-04   8.5352838E+05   -1.8541202E+00
   1.1324708E-04   8.4626883E+05   -1.8536437E+00
   1.1377007E-04   8.3907288E+05   -1.8531663E+00
   1.1429547E-04   8.3193994E+05   -1.8526879E+00
   1.1482330E-04   8.2486946E+05   -1.8522087E+00
   1.1535356E-04   8.1786088E+05   -1.8517286E+00
   1.1588628E-04   8.1091364E+05   -1.8512475E+00
   1.1642145E-04   8.0402720E+05   -1.8507656E+00
   1.1695910E-04   7.9720101E+05   -1.8502828E+00
