#        a       HoverH0(a)       dlogHdloga_of_a(a)
   1.0000000E-04   1.0233214E+06   -1.8825842E+00
   1.0046181E-04   1.0144845E+06   -1.8821697E+00
   1.0092575E-04   1.0057259E+06   -1.8817542E+00
   1.0139184E-04   9.9704475E+05   -1.8813377E+00
   1.0186008E-04   9.8844045E+05   -1.8809202E+00
   1.0233048E-04   9.7991230E+05   -1.8805017E+00
   1.0280305E-04   9.7145960E+05   -1.8800822E+00
   1.0327781E-04   9.6308167E+05   -1.8796617E+00
   1.0375475E-04   9.5477785E+05   -1.8792401E+00
   1.0423390E-04   9.4654747E+05   -1.8788176E+00
   1.0471527E-04   9.3838986E+05   -1.8783941E+00
   1.0519885E-04   9.3030437E+05   -1.8779695E+00
   1.0568467E-04   9.2229036E+05   -1.8775440E+00
   1.0617274E-04   9.1434718E+05   -1.8771174E+00
   1.0666305E-04   9.0647419E+05   -1.8766899E+00
   1.0715563E-04   8.9867077E+05   -1.8762613E+00
   1.0765049E-04   8.9093628E+05   -1.8758318E+00
   1.0814763E-04   8.8327012E+05   -1.8754013E+00
   1.0864707E-04   8.7567165E+05   -1.8749697E+00
   1.0914881E-04   8.6814028E+05   -1.8745372E+00
   1.0965287E-04   8.6067540E+05   -1.8741037E+00
   1.1015926E-04   8.5327642E+05   -1.8736691E+00
   1.1066799E-04   8.4594274E+05   -1.8732336E+00
   1.1117906E-04   8.3867377E+05   -1.8727971E+00
   1.1169250E-04   8.3146894E+05   -1.8723596E+00
   1.1220831E-04   8.2432767E+05   -1.8719211E+00
   1.1272650E-04   8.1724938E+05   -1.8714817E+00
   1.1324708E-04   8.1023352E+05   -1.8710412E+00
   1.1377007E-04   8.0327952E+05   -1.8705998E+00
   1.1429547E-04   7.9638682E+05   -1.8701574E+00
   1.1482330E-04   7.8955488E+05   -1.8697140E+00
   1.1535356E-04   7.8278315E+05   -1.8692696E+00
   1.1588628E-04   7.7607109E+05   -1.8688242E+00
   1.1642145E-04   7.6941816E+05   -1.8683779E+00
   1.1695910E-04   7.6282384E+05   -1.8679306E+00
   1.1749923E-04   7.5628759E+05   -1.8674823E+00
   1.1804185E-04   7.4980890E+05   -1.8670331E+00
   1.1858698E-04   7.4338725E+05   -1.8665828E+00
   1.1913463E-04   7.3702212E+05   -1.8661317E+00
   1.1968481E-04   7.3071302E+05   -1.8656795E+00
   1.2023752E-04   7.2445943E+05   -1.8652264E+00
   1.2079279E-04   7.1826087E+05   -1.8647723E+00
   1.2135063E-04   7.1211684E+05   -1.8643172E+00
   1.2191104E-04   7.0602684E+05   -1.8638612E+00
   1.2247403E-04   6.9999039E+05   -1.8634043E+00
   1.2303963E-04   6.9400702E+05   -1.8629463E+00
   1.2360784E-04   6.8807625E+05   -1.8624875E+00
   1.2417868E-04   6.8219760E+05   -1.8620276E+00
   1.2475215E-04   6.7637062E+05   -1.8615669E+00
   1.2532826E-04   6.7059483E+05   -1.8611051E+00
   1.2590704E-04   6.6486977E+05   -1.8606425E+00
   1.2648850E-04   6.5919500E+05   -1.8601788E+00
   1.2707263E-04   6.5357006E+05   -1.8597143E+00
   1.2765947E-04   6.4799451E+05   -1.8592488E+00
   1.2824901E-04   6.4246790E+05   -1.8587823E+00
   1.2884128E-04   6.3698980E+05   -1.8583149E+00
   1.2943628E-04   6.3155977E+05   -1.8578466E+00
   1.3003403E-04   6.2617738E+05   -1.8573774E+00
   1.3063454E-04   6.2084221E+05   -1.8569072E+00
   1.3123783E-04   6.1555382E+05   -1.8564361E+00
   1.3184390E-04   6.1031181E+05   -1.8559641E+00
   1.3245277E-04   6.0511576E+05   -1.8554911E+00
   1.3306445E-04   5.9996525E+05   -1.8550173E+00
   1.3367895E-04   5.9485989E+05   -1.8545425E+00
   1.3429630E-04   5.8979925E+05   -1.8540668E+00
   1.3491649E-04   5.8478295E+05   -1.8535902E+00
   1.3553955E-04   5.7981060E+05   -1.8531126E+00
   1.3616548E-04   5.7488178E+05   -1.8526342E+00
   1.3679431E-04   5.6999613E+05   -1.8521549E+00
   1.3742604E-04   5.6515324E+05   -1.8516746E+00
   1.3806069E-04   5.6035275E+05   -1.8511935E+00
   1.3869827E-04   5.5559426E+05   -1.8507114E+00
   1.3933879E-04   5.5087740E+05   -1.8502285E+00
   1.3998227E-04   5.4620181E+05   -1.8497447E+00
   1.4062872E-04   5.4156710E+05   -1.8492599E+00
   1.4127816E-04   5.3697293E+05   -1.8487743E+00
   1.4193060E-04   5.3241892E+05   -1.8482878E+00
   1.4258605E-04   5.2790472E+05   -1.8478004E+00
   1.4324453E-04   5.2342996E+05   -1.8473122E+00
   1.4390605E-04   5.1899431E+05   -1.8468230E+00
   1.4457062E-04   5.1459741E+05   -1.8463330E+00
   1.4523826E-04   5.1023891E+05   -1.8458422E+00
   1.4590899E-04   5.0591847E+05   -1.8453504E+00
   1.4658281E-04   5.0163575E+05   -1.8448578E+00
   1.4725974E-04   4.9739041E+05   -1.8443643E+00
   1.4793981E-04   4.9318213E+05   -1.8438700E+00
   1.4862301E-04   4.8901057E+05   -1.8433748E+00
   1.4930936E-04   4.8487539E+05   -1.8428788E+00
   1.4999889E-04   4.8077629E+05   -1.8423819E+00
   1.5069160E-04   4.7671293E+05   -1.8418841E+00
   1.5138751E-04   4.7268500E+05   -1.8413855E+00
   1.5208663E-04   4.6869218E+05   -1.8408861E+00
   1.5278899E-04   4.6473415E+05   -1.8403858E+00
   1.5349458E-04   4.6081062E+05   -1.8398847E+00
   1.5420343E-04   4.5692127E+05   -1.8393828E+00
   1.5491556E-04   4.5306579E+05   -1.8388801E+00
   1.5563098E-04   4.4924388E+05   -1.8383765E+00
   1.5634970E-04   4.4545525E+05   -1.8378721E+00
   1.5707174E-04   4.4169960E+05   -1.8373669E+00
   1.5779711E-04   4.3797663E+05   -1.8368608E+00
   1.5852584E-04   4.3428606E+05   -1.8363540E+00
   1.5925792E-04   4.3062759E+05   -1.8358463E+00
   1.5999339E-04   4.2700094E+05   -1.8353379E+00
   1.6073226E-04   4.2340582E+05   -1.8348286E+00
   1.6147454E-04   4.1984196E+05   -1.8343186E+00
   1.6222024E-04   4.1630908E+05   -1.8338077E+00
   1.6296939E-04   4.1280690E+05   -1.8332961E+00
   1.6372200E-04   4.0933514E+05   -1.8327837E+00
   1.6447809E-04   4.0589355E+05   -1.8322705E+00
   1.6523767E-04   4.0248184E+05   -1.8317565E+00
   1.6600075E-04   3.9909975E+05   -1.8312417E+00
   1.6676736E-04   3.9574702E+05   -1.8307262E+00
   1.6753751E-04   3.9242339E+05   -1.8302099E+00
   1.6831122E-04   3.8912860E+05   -1.8296928E+00
   1.6908849E-04   3.8586239E+05   -1.8291750E+00
   1.6986936E-04   3.8262452E+05   -1.8286564E+00
   1.7065384E-04   3.7941471E+05   -1.8281371E+00
   1.7144193E-04   3.7623274E+05   -1.8276170E+00
   1.7223367E-04   3.7307835E+05   -1.8270962E+00
   1.7302906E-04   3.6995129E+05   -1.8265746E+00
   1.7382813E-04   3.6685133E+05   -1.8260523E+00
   1.7463089E-04   3.6377821E+05   -1.8255293E+00
   1.7543735E-04   3.6073171E+05   -1.8250055E+00
   1.7624754E-04   3.5771159E+05   -1.8244810E+00
   1.7706147E-04   3.5471761E+05   -1.8239558E+00
   1.7787916E-04   3.5174954E+05   -1.8234299E+00
   1.7870062E-04   3.4880715E+05   -1.8229032E+00
   1.7952588E-04   3.4589022E+05   -1.8223759E+00
   1.8035495E-04   3.4299851E+05   -1.8218478E+00
   1.8118785E-04   3.4013180E+05   -1.8213191E+00
   1.8202459E-04   3.3728988E+05   -1.8207896E+00
   1.8286520E-04   3.3447252E+05   -1.8202595E+00
   1.8370969E-04   3.3167950E+05   -1.8197287E+00
   1.8455808E-04   3.2891061E+05   -1.8191971E+00
   1.8541039E-04   3.2616564E+05   -1.8186650E+00
   1.8626663E-04   3.2344436E+05   -1.8181321E+00
   1.8712683E-04   3.2074658E+05   -1.8175986E+00
   1.8799100E-04   3.1807209E+05   -1.8170644E+00
   1.8885917E-04   3.1542067E+05   -1.8165295E+00
   1.8973134E-04   3.1279212E+05   -1.8159940E+00
   1.9060754E-04   3.1018625E+05   -1.8154578E+00
   1.9148778E-04   3.0760284E+05   -1.8149210E+00
   1.9237209E-04   3.0504171E+05   -1.8143836E+00
   1.9326049E-04   3.0250265E+05   -1.8138455E+00
   1.9415299E-04   2.9998546E+05   -1.8133067E+00
   1.9504960E-04   2.9748997E+05   -1.8127674E+00
   1.9595036E-04   2.9501596E+05   -1.8122274E+00
