#        a       HoverH0(a)       dlogHdloga_of_a(a)
   1.0000000E-04   1.2124099E+06   -1.8748018E+00
   1.0046181E-04   1.2019833E+06   -1.8743689E+00
   1.0092575E-04   1.1916487E+06   -1.8739350E+00
   1.0139184E-04   1.1814054E+06   -1.8735000E+00
   1.0186008E-04   1.1712524E+06   -1.8730642E+00
   1.0233048E-04   1.1611891E+06   -1.8726273E+00
   1.0280305E-04   1.1512145E+06   -1.8721894E+00
   1.0327781E-04   1.1413279E+06   -1.8717505E+00
   1.0375475E-04   1.1315285E+06   -1.8713107E+00
   1.0423390E-04   1.1218155E+06   -1.8708699E+00
   1.0471527E-04   1.1121882E+06   -1.8704280E+00
   1.0519885E-04   1.1026457E+06   -1.8699852E+00
   1.0568467E-04   1.0931874E+06   -1.8695415E+00
   1.0617274E-04   1.0838123E+06   -1.8690967E+00
   1.0666305E-04   1.0745199E+06   -1.8686510E+00
   1.0715563E-04   1.0653094E+06   -1.8682043E+00
   1.0765049E-04   1.0561799E+06   -1.8677566E+00
   1.0814763E-04   1.0471309E+06   -1.8673079E+00
   1.0864707E-04   1.0381616E+06   -1.8668583E+00
   1.0914881E-04   1.0292712E+06   -1.8664077E+00
   1.0965287E-04   1.0204591E+06   -1.8659561E+00
   1.1015926E-04   1.0117245E+06   -1.8655036E+00
   1.1066799E-04   1.0030668E+06   -1.8650501E+00
   1.1117906E-04   9.9448521E+05   -1.8645957E+00
   1.1169250E-04   9.8597914E+05   -1.8641402E+00
   1.1220831E-04   9.7754788E+05   -1.8636839E+00
   1.1272650E-04   9.6919075E+05   -1.8632265E+00
   1.1324708E-04   9.6090710E+05   -1.8627682E+00
   1.1377007E-04   9.5269626E+05   -1.8623090E+00
   1.1429547E-04   9.4455759E+05   -1.8618488E+00
   1.1482330E-04   9.3649043E+05   -1.8613877E+00
   1.1535356E-04   9.2849414E+05   -1.8609256E+00
   1.1588628E-04   9.2056809E+05   -1.8604625E+00
   1.1642145E-04   9.1271166E+05   -1.8599985E+00
   1.1695910E-04   9.0492420E+05   -1.8595336E+00
   1.1749923E-04   8.9720512E+05   -1.8590678E+00
   1.1804185E-04   8.8955379E+05   -1.8586010E+00
   1.1858698E-04   8.8196961E+05   -1.8581332E+00
   1.1913463E-04   8.7445197E+05   -1.8576645E+00
   1.1968481E-04   8.6700029E+05   -1.8571949E+00
   1.2023752E-04   8.5961397E+05   -1.8567244E+00
   1.2079279E-04   8.5229243E+05   -1.8562530E+00
   1.2135063E-04   8.4503509E+05   -1.8557806E+00
   1.2191104E-04   8.3784136E+05   -1.8553073E+00
   1.2247403E-04   8.3071069E+05   -1.8548331E+00
   1.2303963E-04   8.2364251E+05   -1.8543579E+00
   1.2360784E-04   8.1663626E+05   -1.8538819E+00
   1.2417868E-04   8.0969139E+05   -1.8534049E+00
   1.2475215E-04   8.0280734E+05   -1.8529270E+00
   1.2532826E-04   7.9598357E+05   -1.8524482E+00
   1.2590704E-04   7.8921955E+05   -1.8519685E+00
   1.2648850E-04   7.8251473E+05   -1.8514879E+00
   1.2707263E-04   7.7586860E+05   -1.8510065E+00
   1.2765947E-04   7.6928062E+05   -1.8505241E+00
   1.2824901E-04   7.6275028E+05   -1.8500408E+00
   1.2884128E-04   7.5627706E+05   -1.8495566E+00
   1.2943628E-04   7.4986046E+05   -1.8490715E+00
   1.3003403E-04   7.4349995E+05   -1.8485856E+00
   1.3063454E-04   7.3719505E+05   -1.8480988E+00
   1.3123783E-04   7.3094526E+05   -1.8476110E+00
   1.3184390E-04   7.2475008E+05   -1.8471224E+00
   1.3245277E-04   7.1860903E+05   -1.8466330E+00
   1.3306445E-04   7.1252162E+05   -1.8461426E+00
   1.3367895E-04   7.0648737E+05   -1.8456514E+00
   1.3429630E-04   7.0050582E+05   -1.8451593E+00
   1.3491649E-04   6.9457648E+05   -1.8446664E+00
   1.3553955E-04   6.8869890E+05   -1.8441726E+00
   1.3616548E-04   6.8287261E+05   -1.8436779E+00
   1.3679431E-04   6.7709716E+05   -1.8431824E+00
   1.3742604E-04   6.7137208E+05   -1.8426860E+00
   1.3806069E-04   6.6569694E+05   -1.8421888E+00
   1.3869827E-04   6.6007128E+05   -1.8416908E+00
