#        a       HoverH0(a)       dlogHdloga_of_a(a)
   1.0000000E-04   1.1013046E+06   -1.8770089E+00
   1.0046181E-04   1.0918224E+06   -1.8765811E+00
   1.0092575E-04   1.0824239E+06   -1.8761523E+00
   1.0139184E-04   1.0731085E+06   -1.8757225E+00
   1.0186008E-04   1.0638753E+06   -1.8752917E+00
   1.0233048E-04   1.0547237E+06   -1.8748599E+00
   1.0280305E-04   1.0456529E+06   -1.8744272E+00
   1.0327781E-04   1.0366622E+06   -1.8739934E+00
   1.0375475E-04   1.0277508E+06   -1.8735586E+00
   1.0423390E-04   1.0189181E+06   -1.8731228E+00
   1.0471527E-04   1.0101633E+06   -1.8726861E+00
   1.0519885E-04   1.0014857E+06   -1.8722484E+00
   1.0568467E-04   9.9288474E+05   -1.8718096E+00
   1.0617274E-04   9.8435961E+05   -1.8713699E+00
   1.0666305E-04   9.7590965E+05   -1.8709292E+00
   1.0715563E-04   9.6753420E+05   -1.8704875E+00
   1.0765049E-04   9.5923258E+05   -1.8700449E+00
   1.0814763E-04   9.5100414E+05   -1.8696012E+00
   1.0864707E-04   9.4284820E+05   -1.8691566E+00
   1.0914881E-04   9.3476413E+05   -1.8687110E+00
   1.0965287E-04   9.2675128E+05   -1.8682644E+00
   1.1015926E-04   9.1880901E+05   -1.8678169E+00
   1.1066799E-04   9.1093668E+05   -1.8673683E+00
   1.1117906E-04   9.0313367E+05   -1.8669188E+00
   1.1169250E-04   8.9539936E+05   -1.8664684E+00
   1.1220831E-04   8.8773313E+05   -1.8660169E+00
   1.1272650E-04   8.8013436E+05   -1.8655645E+00
   1.1324708E-04   8.7260247E+05   -1.8651112E+00
   1.1377007E-04   8.6513683E+05   -1.8646568E+00
   1.1429547E-04   8.5773687E+05   -1.8642016E+00
   1.1482330E-04   8.5040199E+05   -1.8637453E+00
   1.1535356E-04   8.4313161E+05   -1.8632881E+00
   1.1588628E-04   8.3592514E+05   -1.8628299E+00
   1.1642145E-04   8.2878203E+05   -1.8623708E+00
   1.1695910E-04   8.2170169E+05   -1.8619107E+00
   1.1749923E-04   8.1468357E+05   -1.8614497E+00
   1.1804185E-04   8.0772710E+05   -1.8609878E+00
   1.1858698E-04   8.0083175E+05   -1.8605248E+00
   1.1913463E-04   7.9399695E+05   -1.8600610E+00
   1.1968481E-04   7.8722217E+05   -1.8595962E+00
   1.2023752E-04   7.8050687E+05   -1.8591305E+00
   1.2079279E-04   7.7385051E+05   -1.8586638E+00
   1.2135063E-04   7.6725258E+05   -1.8581962E+00
   1.2191104E-04   7.6071254E+05   -1.8577276E+00
   1.2247403E-04   7.5422987E+05   -1.8572581E+00
   1.2303963E-04   7.4780407E+05   -1.8567877E+00
   1.2360784E-04   7.4143463E+05   -1.8563164E+00
   1.2417868E-04   7.3512103E+05   -1.8558441E+00
   1.2475215E-04   7.2886278E+05   -1.8553710E+00
   1.2532826E-04   7.2265939E+05   -1.8548969E+00
   1.2590704E-04   7.1651036E+05   -1.8544218E+00
   1.2648850E-04   7.1041521E+05   -1.8539459E+00
   1.2707263E-04   7.0437346E+05   -1.8534691E+00
   1.2765947E-04   6.9838462E+05   -1.8529913E+00
   1.2824901E-04   6.9244823E+05   -1.8525127E+00
   1.2884128E-04   6.8656382E+05   -1.8520331E+00
   1.2943628E-04   6.8073091E+05   -1.8515526E+00
   1.3003403E-04   6.7494906E+05   -1.8510712E+00
   1.3063454E-04   6.6921780E+05   -1.8505890E+00
   1.3123783E-04   6.6353669E+05   -1.8501058E+00
   1.3184390E-04   6.5790526E+05   -1.8496217E+00
   1.3245277E-04   6.5232309E+05   -1.8491368E+00
   1.3306445E-04   6.4678973E+05   -1.8486510E+00
   1.3367895E-04   6.4130474E+05   -1.8481642E+00
