#        a       HoverH0(a)       dlogHdloga_of_a(a)
   1.0000000E-04   1.1087811E+06   -1.8483683E+00
   1.0046181E-04   1.0993797E+06   -1.8478811E+00
   1.0092575E-04   1.0900604E+06   -1.8473930E+00
   1.0139184E-04   1.0808226E+06   -1.8469040E+00
   1.0186008E-04   1.0716655E+06   -1.8464141E+00
   1.0233048E-04   1.0625884E+06   -1.8459234E+00
   1.0280305E-04   1.0535906E+06   -1.8454318E+00
   1.0327781E-04   1.0446713E+06   -1.8449394E+00
   1.0375475E-04   1.0358299E+06   -1.8444460E+00
   1.0423390E-04   1.0270656E+06   -1.8439519E+00
   1.0471527E-04   1.0183778E+06   -1.8434568E+00
   1.0519885E-04   1.0097658E+06   -1.8429609E+00
   1.0568467E-04   1.0012290E+06   -1.8424642E+00
   1.0617274E-04   9.9276654E+05   -1.8419666E+00
   1.0666305E-04   9.8437789E+05   -1.8414682E+00
   1.0715563E-04   9.7606238E+05   -1.8409689E+00
   1.0765049E-04   9.6781934E+05   -1.8404688E+00
   1.0814763E-04   9.5964812E+05   -1.8399678E+00
   1.0864707E-04   9.5154809E+05   -1.8394661E+00
   1.0914881E-04   9.4351862E+05   -1.8389635E+00
   1.0965287E-04   9.3555906E+05   -1.8384600E+00
   1.1015926E-04   9.2766881E+05   -1.8379558E+00
   1.1066799E-04   9.1984724E+05   -1.8374507E+00
   1.1117906E-04   9.1209374E+05   -1.8369448E+00
   1.1169250E-04   9.0440771E+05   -1.8364381E+00
   1.1220831E-04   8.9678854E+05   -1.8359306E+00
   1.1272650E-04   8.8923564E+05   -1.8354223E+00
   1.1324708E-04   8.8174841E+05   -1.8349132E+00
   1.1377007E-04   8.7432628E+05   -1.8344033E+00
   1.1429547E-04   8.6696867E+05   -1.8338926E+00
   1.1482330E-04   8.5967500E+05   -1.8333811E+00
   1.1535356E-04   8.5244470E+05   -1.8328688E+00
   1.1588628E-04   8.4527720E+05   -1.8323558E+00
   1.1642145E-04   8.3817195E+05   -1.8318419E+00
   1.1695910E-04   8.3112840E+05   -1.8313273E+00
   1.1749923E-04   8.2414599E+05   -1.8308119E+00
   1.1804185E-04   8.1722419E+05   -1.8302958E+00
   1.1858698E-04   8.1036244E+05   -1.8297789E+00
   1.1913463E-04   8.0356023E+05   -1.8292612E+00
   1.1968481E-04   7.9681701E+05   -1.8287428E+00
   1.2023752E-04   7.9013228E+05   -1.8282236E+00
   1.2079279E-04   7.8350550E+05   -1.8277036E+00
   1.2135063E-04   7.7693616E+05   -1.8271829E+00
   1.2191104E-04   7.7042375E+05   -1.8266615E+00
   1.2247403E-04   7.6396776E+05   -1.8261393E+00
   1.2303963E-04   7.5756770E+05   -1.8256164E+00
   1.2360784E-04   7.5122307E+05   -1.8250928E+00
   1.2417868E-04   7.4493337E+05   -1.8245685E+00
   1.2475215E-04   7.3869812E+05   -1.8240434E+00
   1.2532826E-04   7.3251683E+05   -1.8235176E+00
   1.2590704E-04   7.2638902E+05   -1.8229911E+00
   1.2648850E-04   7.2031423E+05   -1.8224639E+00
   1.2707263E-04   7.1429197E+05   -1.8219360E+00
   1.2765947E-04   7.0832179E+05   -1.8214074E+00
   1.2824901E-04   7.0240322E+05   -1.8208780E+00
   1.2884128E-04   6.9653581E+05   -1.8203480E+00
   1.2943628E-04   6.9071910E+05   -1.8198173E+00
   1.3003403E-04   6.8495263E+05   -1.8192860E+00
   1.3063454E-04   6.7923597E+05   -1.8187539E+00
   1.3123783E-04   6.7356868E+05   -1.8182212E+00
   1.3184390E-04   6.6795031E+05   -1.8176878E+00
   1.3245277E-04   6.6238044E+05   -1.8171537E+00
   1.3306445E-04   6.5685862E+05   -1.8166190E+00
   1.3367895E-04   6.5138445E+05   -1.8160836E+00
   1.3429630E-04   6.4595749E+05   -1.8155476E+00
   1.3491649E-04   6.4057733E+05   -1.8150109E+00
   1.3553955E-04   6.3524355E+05   -1.8144735E+00
   1.3616548E-04   6.2995574E+05   -1.8139356E+00
   1.3679431E-04   6.2471350E+05   -1.8133970E+00
   1.3742604E-04   6.1951642E+05   -1.8128577E+00
   1.3806069E-04   6.1436411E+05   -1.8123179E+00
   1.3869827E-04   6.0925616E+05   -1.8117774E+00
   1.3933879E-04   6.0419218E+05   -1.8112363E+00
