#        a       HoverH0(a)       dlogHdloga_of_a(a)
   1.0000000E-04   1.2074093E+06   -1.8848166E+00
   1.0046181E-04   1.1969704E+06   -1.8844076E+00
   1.0092575E-04   1.1866239E+06   -1.8839976E+00
   1.0139184E-04   1.1763692E+06   -1.8835866E+00
   1.0186008E-04   1.1662053E+06   -1.8831746E+00
   1.0233048E-04   1.1561313E+06   -1.8827616E+00
   1.0280305E-04   1.1461466E+06   -1.8823476E+00
   1.0327781E-04   1.1362503E+06   -1.8819325E+00
   1.0375475E-04   1.1264416E+06   -1.8815164E+00
   1.0423390E-04   1.1167197E+06   -1.8810994E+00
   1.0471527E-04   1.1070839E+06   -1.8806813E+00
   1.0519885E-04   1.0975333E+06   -1.8802622E+00
   1.0568467E-04   1.0880672E+06   -1.8798421E+00
   1.0617274E-04   1.0786848E+06   -1.8794210E+00
   1.0666305E-04   1.0693854E+06   -1.8789989E+00
   1.0715563E-04   1.0601683E+06   -1.8785758E+00
   1.0765049E-04   1.0510327E+06   -1.8781517E+00
   1.0814763E-04   1.0419778E+06   -1.8777266E+00
   1.0864707E-04   1.0330029E+06   -1.8773005E+00
   1.0914881E-04   1.0241074E+06   -1.8768734E+00
   1.0965287E-04   1.0152904E+06   -1.8764452E+00
   1.1015926E-04   1.0065514E+06   -1.8760161E+00
   1.1066799E-04   9.9788957E+05   -1.8755860E+00
   1.1117906E-04   9.8930423E+05   -1.8751549E+00
   1.1169250E-04   9.8079470E+05   -1.8747228E+00
   1.1220831E-04   9.7236031E+05   -1.8742897E+00
   1.1272650E-04   9.6400037E+05   -1.8738556E+00
   1.1324708E-04   9.5571422E+05   -1.8734205E+00
   1.1377007E-04   9.4750121E+05   -1.8729844E+00
   1.1429547E-04   9.3936066E+05   -1.8725473E+00
   1.1482330E-04   9.3129192E+05   -1.8721093E+00
   1.1535356E-04   9.2329437E+05   -1.8716702E+00
   1.1588628E-04   9.1536734E+05   -1.8712302E+00
   1.1642145E-04   9.0751021E+05   -1.8707892E+00
   1.1695910E-04   8.9972236E+05   -1.8703472E+00
   1.1749923E-04   8.9200315E+05   -1.8699042E+00
   1.1804185E-04   8.8435198E+05   -1.8694603E+00
   1.1858698E-04   8.7676824E+05   -1.8690153E+00
   1.1913463E-04   8.6925131E+05   -1.8685694E+00
   1.1968481E-04   8.6180060E+05   -1.8681225E+00
   1.2023752E-04   8.5441551E+05   -1.8676747E+00
   1.2079279E-04   8.4709546E+05   -1.8672258E+00
   1.2135063E-04   8.3983987E+05   -1.8667760E+00
   1.2191104E-04   8.3264815E+05   -1.8663252E+00
   1.2247403E-04   8.2551972E+05   -1.8658735E+00
   1.2303963E-04   8.1845403E+05   -1.8654208E+00
   1.2360784E-04   8.1145051E+05   -1.8649671E+00
   1.2417868E-04   8.0450860E+05   -1.8645125E+00
   1.2475215E-04   7.9762776E+05   -1.8640569E+00
   1.2532826E-04   7.9080742E+05   -1.8636003E+00
   1.2590704E-04   7.8404706E+05   -1.8631428E+00
   1.2648850E-04   7.7734612E+05   -1.8626843E+00
   1.2707263E-04   7.7070409E+05   -1.8622249E+00
   1.2765947E-04   7.6412043E+05   -1.8617645E+00
   1.2824901E-04   7.5759462E+05   -1.8613032E+00
   1.2884128E-04   7.5112614E+05   -1.8608409E+00
   1.2943628E-04   7.4471448E+05   -1.8603777E+00
   1.3003403E-04   7.3835912E+05   -1.8599136E+00
   1.3063454E-04   7.3205957E+05   -1.8594485E+00
   1.3123783E-04   7.2581532E+05   -1.8589824E+00
   1.3184390E-04   7.1962588E+05   -1.8585154E+00
   1.3245277E-04   7.1349075E+05   -1.8580475E+00
   1.3306445E-04   7.0740946E+05   -1.8575787E+00
   1.3367895E-04   7.0138152E+05   -1.8571089E+00
   1.3429630E-04   6.9540645E+05   -1.8566382E+00
   1.3491649E-04   6.8948377E+05   -1.8561666E+00
   1.3553955E-04   6.8361303E+05   -1.8556940E+00
   1.3616548E-04   6.7779375E+05   -1.8552206E+00
   1.3679431E-04   6.7202548E+05   -1.8547462E+00
   1.3742604E-04   6.6630775E+05   -1.8542708E+00
   1.3806069E-04   6.6064012E+05   -1.8537946E+00
   1.3869827E-04   6.5502214E+05   -1.8533175E+00
   1.3933879E-04   6.4945336E+05   -1.8528394E+00
   1.3998227E-04   6.4393335E+05   -1.8523605E+00
   1.4062872E-04   6.3846166E+05   -1.8518806E+00
   1.4127816E-04   6.3303787E+05   -1.8513999E+00
   1.4193060E-04   6.2766154E+05   -1.8509182E+00
   1.4258605E-04   6.2233226E+05   -1.8504356E+00
   1.4324453E-04   6.1704960E+05   -1.8499522E+00
   1.4390605E-04   6.1181314E+05   -1.8494678E+00
   1.4457062E-04   6.0662248E+05   -1.8489826E+00
   1.4523826E-04   6.0147720E+05   -1.8484965E+00
   1.4590899E-04   5.9637691E+05   -1.8480095E+00
   1.4658281E-04   5.9132118E+05   -1.8475216E+00
   1.4725974E-04   5.8630964E+05   -1.8470328E+00
   1.4793981E-04   5.8134188E+05   -1.8465432E+00
   1.4862301E-04   5.7641752E+05   -1.8460527E+00
   1.4930936E-04   5.7153615E+05   -1.8455613E+00
   1.4999889E-04   5.6669741E+05   -1.8450691E+00
   1.5069160E-04   5.6190092E+05   -1.8445760E+00
   1.5138751E-04   5.5714628E+05   -1.8440820E+00
   1.5208663E-04   5.5243314E+05   -1.8435872E+00
   1.5278899E-04   5.4776111E+05   -1.8430915E+00
   1.5349458E-04   5.4312985E+05   -1.8425950E+00
   1.5420343E-04   5.3853897E+05   -1.8420976E+00
   1.5491556E-04   5.3398812E+05   -1.8415994E+00
   1.5563098E-04   5.2947694E+05   -1.8411003E+00
