#        a       HoverH0(a)       dlogHdloga_of_a(a)
   1.0000000E-04   1.0679674E+06   -1.8492314E+00
   1.0046181E-04   1.0589079E+06   -1.8487458E+00
   1.0092575E-04   1.0499276E+06   -1.8482593E+00
   1.0139184E-04   1.0410257E+06   -1.8477718E+00
   1.0186008E-04   1.0322017E+06   -1.8472835E+00
   1.0233048E-04   1.0234547E+06   -1.8467944E+00
   1.0280305E-04   1.0147842E+06   -1.8463043E+00
   1.0327781E-04   1.0061893E+06   -1.8458134E+00
   1.0375475E-04   9.9766958E+05   -1.8453216E+00
   1.0423390E-04   9.8922421E+05   -1.8448290E+00
   1.0471527E-04   9.8085255E+05   -1.8443354E+00
   1.0519885E-04   9.7255395E+05   -1.8438411E+00
   1.0568467E-04   9.6432776E+05   -1.8433458E+00
   1.0617274E-04   9.5617334E+05   -1.8428498E+00
   1.0666305E-04   9.4809004E+05   -1.8423528E+00
   1.0715563E-04   9.4007723E+05   -1.8418551E+00
   1.0765049E-04   9.3213428E+05   -1.8413564E+00
   1.0814763E-04   9.2426057E+05   -1.8408570E+00
   1.0864707E-04   9.1645548E+05   -1.8403567E+00
   1.0914881E-04   9.0871839E+05   -1.8398556E+00
   1.0965287E-04   9.0104871E+05   -1.8393536E+00
   1.1015926E-04   8.9344582E+05   -1.8388508E+00
   1.1066799E-04   8.8590915E+05   -1.8383472E+00
   1.1117906E-04   8.7843808E+05   -1.8378428E+00
   1.1169250E-04   8.7103205E+05   -1.8373375E+00
   1.1220831E-04   8.6369047E+05   -1.8368314E+00
   1.1272650E-04   8.5641277E+05   -1.8363246E+00
   1.1324708E-04   8.4919838E+05   -1.8358169E+00
   1.1377007E-04   8.4204673E+05   -1.8353084E+00
   1.1429547E-04   8.3495727E+05   -1.8347991E+00
   1.1482330E-04   8.2792945E+05   -1.8342890E+00
   1.1535356E-04   8.2096270E+05   -1.8337781E+00
   1.1588628E-04   8.1405650E+05   -1.8332665E+00
   1.1642145E-04   8.0721030E+05   -1.8327540E+00
   1.1695910E-04   8.0042356E+05   -1.8322408E+00
   1.1749923E-04   7.9369577E+05   -1.8317268E+00
   1.1804185E-04   7.8702639E+05   -1.8312120E+00
   1.1858698E-04   7.8041490E+05   -1.8306964E+00
   1.1913463E-04   7.7386079E+05   -1.8301801E+00
   1.1968481E-04   7.6736356E+05   -1.8296630E+00
   1.2023752E-04   7.6092268E+05   -1.8291452E+00
   1.2079279E-04   7.5453767E+05   -1.8286266E+00
   1.2135063E-04   7.4820803E+05   -1.8281072E+00
   1.2191104E-04   7.4193327E+05   -1.8275871E+00
   1.2247403E-04   7.3571289E+05   -1.8270662E+00
   1.2303963E-04   7.2954641E+05   -1.8265446E+00
   1.2360784E-04   7.2343336E+05   -1.8260223E+00
   1.2417868E-04   7.1737326E+05   -1.8254993E+00
   1.2475215E-04   7.1136564E+05   -1.8249755E+00
   1.2532826E-04   7.0541003E+05   -1.8244509E+00
   1.2590704E-04   6.9950597E+05   -1.8239257E+00
   1.2648850E-04   6.9365301E+05   -1.8233998E+00
   1.2707263E-04   6.8785069E+05   -1.8228731E+00
   1.2765947E-04   6.8209856E+05   -1.8223457E+00
   1.2824901E-04   6.7639619E+05   -1.8218177E+00
   1.2884128E-04   6.7074311E+05   -1.8212889E+00
   1.2943628E-04   6.6513891E+05   -1.8207594E+00
   1.3003403E-04   6.5958313E+05   -1.8202293E+00
   1.3063454E-04   6.5407537E+05   -1.8196984E+00
   1.3123783E-04   6.4861518E+05   -1.8191669E+00
   1.3184390E-04   6.4320215E+05   -1.8186347E+00
   1.3245277E-04   6.3783586E+05   -1.8181018E+00
   1.3306445E-04   6.3251589E+05   -1.8175682E+00
   1.3367895E-04   6.2724184E+05   -1.8170340E+00
   1.3429630E-04   6.2201330E+05   -1.8164991E+00
   1.3491649E-04   6.1682986E+05   -1.8159636E+00
   1.3553955E-04   6.1169113E+05   -1.8154274E+00
   1.3616548E-04   6.0659670E+05   -1.8148906E+00
   1.3679431E-04   6.0154620E+05   -1.8143531E+00
   1.3742604E-04   5.9653922E+05   -1.8138150E+00
   1.3806069E-04   5.9157539E+05   -1.8132763E+00
   1.3869827E-04   5.8665432E+05   -1.8127369E+00
   1.3933879E-04   5.8177563E+05   -1.8121969E+00
   1.3998227E-04   5.7693895E+05   -1.8116563E+00
   1.4062872E-04   5.7214391E+05   -1.8111150E+00
   1.4127816E-04   5.6739013E+05   -1.8105732E+00
   1.4193060E-04   5.6267726E+05   -1.8100308E+00
   1.4258605E-04   5.5800492E+05   -1.8094877E+00
   1.4324453E-04   5.5337277E+05   -1.8089441E+00
   1.4390605E-04   5.4878045E+05   -1.8083998E+00
   1.4457062E-04   5.4422761E+05   -1.8078550E+00
   1.4523826E-04   5.3971389E+05   -1.8073096E+00
   1.4590899E-04   5.3523896E+05   -1.8067636E+00
   1.4658281E-04   5.3080246E+05   -1.8062171E+00
   1.4725974E-04   5.2640407E+05   -1.8056700E+00
   1.4793981E-04   5.2204343E+05   -1.8051223E+00
   1.4862301E-04   5.1772023E+05   -1.8045740E+00
   1.4930936E-04   5.1343413E+05   -1.8040252E+00
   1.4999889E-04   5.0918479E+05   -1.8034759E+00
   1.5069160E-04   5.0497191E+05   -1.8029260E+00
   1.5138751E-04   5.0079515E+05   -1.8023756E+00
   1.5208663E-04   4.9665420E+05   -1.8018247E+00
   1.5278899E-04   4.9254873E+05   -1.8012732E+00
   1.5349458E-04   4.8847845E+05   -1.8007212E+00
   1.5420343E-04   4.8444304E+05   -1.8001687E+00
   1.5491556E-04   4.8044219E+05   -1.7996157E+00
   1.5563098E-04   4.7647559E+05   -1.7990622E+00
   1.5634970E-04   4.7254295E+05   -1.7985081E+00
   1.5707174E-04   4.6864397E+05   -1.7979536E+00
   1.5779711E-04   4.6477834E+05   -1.7973986E+00
   1.5852584E-04   4.6094577E+05   -1.7968431E+00
   1.5925792E-04   4.5714599E+05   -1.7962871E+00
   1.5999339E-04   4.5337868E+05   -1.7957306E+00
   1.6073226E-04   4.4964358E+05   -1.7951737E+00
   1.6147454E-04   4.4594039E+05   -1.7946163E+00
   1.6222024E-04   4.4226883E+05   -1.7940585E+00
   1.6296939E-04   4.3862864E+05   -1.7935002E+00
   1.6372200E-04   4.3501952E+05   -1.7929414E+00
   1.6447809E-04   4.3144122E+05   -1.7923822E+00
   1.6523767E-04   4.2789345E+05   -1.7918226E+00
   1.6600075E-04   4.2437594E+05   -1.7912626E+00
   1.6676736E-04   4.2088844E+05   -1.7907021E+00
   1.6753751E-04   4.1743068E+05   -1.7901412E+00
   1.6831122E-04   4.1400240E+05   -1.7895798E+00
   1.6908849E-04   4.1060333E+05   -1.7890181E+00
   1.6986936E-04   4.0723322E+05   -1.7884560E+00
   1.7065384E-04   4.0389183E+05   -1.7878934E+00
   1.7144193E-04   4.0057888E+05   -1.7873305E+00
   1.7223367E-04   3.9729414E+05   -1.7867672E+00
   1.7302906E-04   3.9403736E+05   -1.7862035E+00
   1.7382813E-04   3.9080830E+05   -1.7856394E+00
   1.7463089E-04   3.8760670E+05   -1.7850750E+00
   1.7543735E-04   3.8443233E+05   -1.7845102E+00
   1.7624754E-04   3.8128495E+05   -1.7839450E+00
   1.7706147E-04   3.7816433E+05   -1.7833795E+00
   1.7787916E-04   3.7507022E+05   -1.7828136E+00
   1.7870062E-04   3.7200240E+05   -1.7822474E+00
   1.7952588E-04   3.6896063E+05   -1.7816808E+00
   1.8035495E-04   3.6594469E+05   -1.7811140E+00
   1.8118785E-04   3.6295435E+05   -1.7805467E+00
   1.8202459E-04   3.5998939E+05   -1.7799792E+00
   1.8286520E-04   3.5704958E+05   -1.7794114E+00
   1.8370969E-04   3.5413471E+05   -1.7788432E+00
   1.8455808E-04   3.5124455E+05   -1.7782748E+00
   1.8541039E-04   3.4837889E+05   -1.7777060E+00
   1.8626663E-04   3.4553752E+05   -1.7771370E+00
   1.8712683E-04   3.4272022E+05   -1.7765677E+00
   1.8799100E-04   3.3992679E+05   -1.7759981E+00
   1.8885917E-04   3.3715700E+05   -1.7754282E+00
   1.8973134E-04   3.3441067E+05   -1.7748580E+00
   1.9060754E-04   3.3168757E+05   -1.7742876E+00
   1.9148778E-04   3.2898752E+05   -1.7737170E+00
   1.9237209E-04   3.2631030E+05   -1.7731461E+00
   1.9326049E-04   3.2365572E+05   -1.7725749E+00
   1.9415299E-04   3.2102358E+05   -1.7720035E+00
   1.9504960E-04   3.1841369E+05   -1.7714319E+00
   1.9595036E-04   3.1582584E+05   -1.7708600E+00
   1.9685528E-04   3.1325986E+05   -1.7702880E+00
   1.9776438E-04   3.1071554E+05   -1.7697157E+00
   1.9867768E-04   3.0819270E+05   -1.7691432E+00
   1.9959519E-04   3.0569115E+05   -1.7685705E+00
   2.0051694E-04   3.0321070E+05   -1.7679976E+00
   2.0144295E-04   3.0075118E+05   -1.7674245E+00
   2.0237324E-04   2.9831239E+05   -1.7668513E+00
   2.0330782E-04   2.9589416E+05   -1.7662778E+00
   2.0424671E-04   2.9349631E+05   -1.7657042E+00
   2.0518995E-04   2.9111866E+05   -1.7651304E+00
   2.0613754E-04   2.8876103E+05   -1.7645565E+00
   2.0708950E-04   2.8642326E+05   -1.7639824E+00
   2.0804586E-04   2.8410517E+05   -1.7634081E+00
   2.0900664E-04   2.8180658E+05   -1.7628337E+00
   2.0997185E-04   2.7952733E+05   -1.7622592E+00
   2.1094152E-04   2.7726724E+05   -1.7616846E+00
   2.1191567E-04   2.7502616E+05   -1.7611098E+00
   2.1289432E-04   2.7280392E+05   -1.7605349E+00
   2.1387749E-04   2.7060034E+05   -1.7599599E+00
   2.1486520E-04   2.6841528E+05   -1.7593848E+00
   2.1585747E-04   2.6624857E+05   -1.7588095E+00
   2.1685432E-04   2.6410005E+05   -1.7582342E+00
   2.1785578E-04   2.6196956E+05   -1.7576588E+00
   2.1886186E-04   2.5985694E+05   -1.7570834E+00
   2.1987259E-04   2.5776205E+05   -1.7565078E+00
   2.2088798E-04   2.5568472E+05   -1.7559322E+00
   2.2190807E-04   2.5362481E+05   -1.7553565E+00
   2.2293286E-04   2.5158216E+05   -1.7547808E+00
   2.2396239E-04   2.4955663E+05   -1.7542050E+00
   2.2499667E-04   2.4754805E+05   -1.7536291E+00
   2.2603573E-04   2.4555630E+05   -1.7530532E+00
   2.2707958E-04   2.4358122E+05   -1.7524773E+00
   2.2812826E-04   2.4162266E+05   -1.7519014E+00
   2.2918178E-04   2.3968049E+05   -1.7513254E+00
   2.3024017E-04   2.3775456E+05   -1.7507495E+00
   2.3130344E-04   2.3584473E+05   -1.7501735E+00
   2.3237162E-04   2.3395087E+05   -1.7495975E+00
   2.3344474E-04   2.3207283E+05   -1.7490215E+00
