#           k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   1.0537964E-05   1.2536162E+06   1.2536162E+06   1.6714421E+06   1.3249053E+04   1.8103665E+03   1.2541545E+06   1.2536162E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.1324178E-05   1.2536161E+06   1.2536161E+06   1.6714348E+06   1.3249015E+04   1.8103463E+03   1.2541544E+06   1.2536161E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.2169051E-05   1.2536159E+06   1.2536159E+06   1.6714263E+06   1.3248971E+04   1.8103231E+03   1.2541542E+06   1.2536159E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.3076957E-05   1.2536158E+06   1.2536158E+06   1.6714165E+06   1.3248921E+04   1.8102963E+03   1.2541540E+06   1.2536158E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.4052601E-05   1.2536155E+06   1.2536155E+06   1.6714052E+06   1.3248862E+04   1.8102653E+03   1.2541537E+06   1.2536155E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.5101035E-05   1.2536153E+06   1.2536153E+06   1.6713922E+06   1.3248795E+04   1.8102295E+03   1.2541534E+06   1.2536153E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.6227690E-05   1.2536150E+06   1.2536150E+06   1.6713771E+06   1.3248717E+04   1.8101881E+03   1.2541531E+06   1.2536150E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.7438403E-05   1.2536146E+06   1.2536146E+06   1.6713597E+06   1.3248627E+04   1.8101404E+03   1.2541527E+06   1.2536146E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.8739444E-05   1.2536143E+06   1.2536143E+06   1.6713396E+06   1.3248523E+04   1.8100853E+03   1.2541523E+06   1.2536143E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.0137553E-05   1.2536138E+06   1.2536138E+06   1.6713164E+06   1.3248403E+04   1.8100216E+03   1.2541518E+06   1.2536138E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.1639973E-05   1.2536133E+06   1.2536133E+06   1.6712896E+06   1.3248264E+04   1.8099482E+03   1.2541512E+06   1.2536133E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.3254484E-05   1.2536127E+06   1.2536127E+06   1.6712586E+06   1.3248104E+04   1.8098633E+03   1.2541505E+06   1.2536127E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.4989450E-05   1.2536120E+06   1.2536120E+06   1.6712229E+06   1.3247919E+04   1.8097653E+03   1.2541497E+06   1.2536120E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.6853859E-05   1.2536112E+06   1.2536112E+06   1.6711816E+06   1.3247705E+04   1.8096521E+03   1.2541488E+06   1.2536112E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.8857367E-05   1.2536103E+06   1.2536103E+06   1.6711340E+06   1.3247459E+04   1.8095215E+03   1.2541478E+06   1.2536103E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.1010353E-05   1.2536092E+06   1.2536092E+06   1.6710789E+06   1.3247174E+04   1.8093706E+03   1.2541466E+06   1.2536092E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.3323968E-05   1.2536080E+06   1.2536080E+06   1.6710154E+06   1.3246845E+04   1.8091963E+03   1.2541452E+06   1.2536080E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.5810197E-05   1.2536065E+06   1.2536065E+06   1.6709420E+06   1.3246466E+04   1.8089952E+03   1.2541435E+06   1.2536065E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.8481918E-05   1.2536049E+06   1.2536049E+06   1.6708573E+06   1.3246027E+04   1.8087628E+03   1.2541417E+06   1.2536049E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.1352970E-05   1.2536030E+06   1.2536030E+06   1.6707594E+06   1.3245521E+04   1.8084946E+03   1.2541395E+06   1.2536030E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.4438225E-05   1.2536008E+06   1.2536008E+06   1.6706464E+06   1.3244937E+04   1.8081849E+03   1.2541370E+06   1.2536008E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.7753665E-05   1.2535983E+06   1.2535983E+06   1.6705160E+06   1.3244262E+04   1.8078273E+03   1.2541342E+06   1.2535983E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   5.1316462E-05   1.2535953E+06   1.2535953E+06   1.6703653E+06   1.3243482E+04   1.8074144E+03   1.2541309E+06   1.2535953E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   5.5145072E-05   1.2535919E+06   1.2535919E+06   1.6701914E+06   1.3242582E+04   1.8069377E+03   1.2541270E+06   1.2535919E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   5.9259326E-05   1.2535880E+06   1.2535880E+06   1.6699905E+06   1.3241543E+04   1.8063873E+03   1.2541226E+06   1.2535880E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   6.3680535E-05   1.2535835E+06   1.2535835E+06   1.6697586E+06   1.3240343E+04   1.8057519E+03   1.2541175E+06   1.2535835E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   6.8431602E-05   1.2535783E+06   1.2535783E+06   1.6694909E+06   1.3238957E+04   1.8050183E+03   1.2541116E+06   1.2535783E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   7.3537135E-05   1.2535723E+06   1.2535723E+06   1.6691817E+06   1.3237358E+04   1.8041715E+03   1.2541048E+06   1.2535723E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   7.9023581E-05   1.2535654E+06   1.2535654E+06   1.6688247E+06   1.3235510E+04   1.8031939E+03   1.2540970E+06   1.2535654E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   8.4919359E-05   1.2535574E+06   1.2535574E+06   1.6684126E+06   1.3233378E+04   1.8020655E+03   1.2540879E+06   1.2535574E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   9.1255008E-05   1.2535481E+06   1.2535481E+06   1.6679368E+06   1.3230915E+04   1.8007631E+03   1.2540774E+06   1.2535481E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   9.8063346E-05   1.2535374E+06   1.2535374E+06   1.6673875E+06   1.3228072E+04   1.7992600E+03   1.2540654E+06   1.2535374E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
