#           k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   1.0537964E-05   5.8276563E+06   5.8276563E+06   7.7691412E+06   1.1271549E+04   8.8509864E+05   5.8277981E+06   5.8276563E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.1324179E-05   5.8276553E+06   5.8276553E+06   7.7689747E+06   1.1271400E+04   8.8509518E+05   5.8277971E+06   5.8276553E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.2169052E-05   5.8276542E+06   5.8276542E+06   7.7687825E+06   1.1271227E+04   8.8509119E+05   5.8277959E+06   5.8276542E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.3076958E-05   5.8276529E+06   5.8276529E+06   7.7685605E+06   1.1271028E+04   8.8508658E+05   5.8277945E+06   5.8276529E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.4052601E-05   5.8276514E+06   5.8276514E+06   7.7683042E+06   1.1270797E+04   8.8508125E+05   5.8277928E+06   5.8276514E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.5101036E-05   5.8276497E+06   5.8276497E+06   7.7680082E+06   1.1270532E+04   8.8507510E+05   5.8277910E+06   5.8276497E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.6227691E-05   5.8276477E+06   5.8276477E+06   7.7676665E+06   1.1270225E+04   8.8506799E+05   5.8277888E+06   5.8276477E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.7438404E-05   5.8276454E+06   5.8276454E+06   7.7672718E+06   1.1269870E+04   8.8505979E+05   5.8277864E+06   5.8276454E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.8739445E-05   5.8276428E+06   5.8276428E+06   7.7668161E+06   1.1269461E+04   8.8505032E+05   5.8277835E+06   5.8276428E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.0137555E-05   5.8276397E+06   5.8276397E+06   7.7662899E+06   1.1268988E+04   8.8503938E+05   5.8277802E+06   5.8276397E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.1639974E-05   5.8276362E+06   5.8276362E+06   7.7656822E+06   1.1268442E+04   8.8502676E+05   5.8277764E+06   5.8276362E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.3254485E-05   5.8276321E+06   5.8276321E+06   7.7649806E+06   1.1267812E+04   8.8501218E+05   5.8277720E+06   5.8276321E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.4989452E-05   5.8276274E+06   5.8276274E+06   7.7641704E+06   1.1267084E+04   8.8499534E+05   5.8277669E+06   5.8276274E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.6853861E-05   5.8276220E+06   5.8276220E+06   7.7632350E+06   1.1266244E+04   8.8497591E+05   5.8277610E+06   5.8276220E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.8857369E-05   5.8276157E+06   5.8276157E+06   7.7621549E+06   1.1265274E+04   8.8495347E+05   5.8277542E+06   5.8276157E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.1010354E-05   5.8276084E+06   5.8276084E+06   7.7609078E+06   1.1264153E+04   8.8492756E+05   5.8277463E+06   5.8276084E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
