#           k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   1.0537964E-05   1.9192299E+07   1.9192299E+07   2.5576950E+07   1.2714844E+04   2.8101880E+07   1.9192307E+07   1.9192299E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.1324178E-05   1.9192295E+07   1.9192295E+07   2.5574966E+07   1.2714209E+04   2.8101204E+07   1.9192302E+07   1.9192295E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.2169051E-05   1.9192290E+07   1.9192290E+07   2.5572676E+07   1.2713477E+04   2.8100423E+07   1.9192298E+07   1.9192290E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.3076957E-05   1.9192285E+07   1.9192285E+07   2.5570032E+07   1.2712631E+04   2.8099522E+07   1.9192292E+07   1.9192285E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.4052601E-05   1.9192279E+07   1.9192279E+07   2.5566978E+07   1.2711654E+04   2.8098481E+07   1.9192285E+07   1.9192279E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.5101035E-05   1.9192271E+07   1.9192271E+07   2.5563452E+07   1.2710525E+04   2.8097280E+07   1.9192278E+07   1.9192271E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.6227690E-05   1.9192263E+07   1.9192263E+07   2.5559382E+07   1.2709223E+04   2.8095893E+07   1.9192269E+07   1.9192263E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.7438403E-05   1.9192253E+07   1.9192253E+07   2.5554682E+07   1.2707719E+04   2.8094291E+07   1.9192259E+07   1.9192253E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.8739444E-05   1.9192242E+07   1.9192242E+07   2.5549255E+07   1.2705982E+04   2.8092443E+07   1.9192248E+07   1.9192242E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.0137553E-05   1.9192229E+07   1.9192229E+07   2.5542990E+07   1.2703977E+04   2.8090308E+07   1.9192234E+07   1.9192229E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.1639973E-05   1.9192215E+07   1.9192215E+07   2.5535757E+07   1.2701662E+04   2.8087844E+07   1.9192219E+07   1.9192215E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
