#        a       HoverH0(a)       dlogHdloga_of_a(a)
   1.0000000E-04   1.1807120E+06   -1.8917202E+00
   1.0046181E-04   1.1704666E+06   -1.8913288E+00
   1.0092575E-04   1.1603122E+06   -1.8909364E+00
   1.0139184E-04   1.1502480E+06   -1.8905430E+00
   1.0186008E-04   1.1402732E+06   -1.8901485E+00
   1.0233048E-04   1.1303869E+06   -1.8897531E+00
   1.0280305E-04   1.1205884E+06   -1.8893566E+00
   1.0327781E-04   1.1108768E+06   -1.8889591E+00
   1.0375475E-04   1.1012515E+06   -1.8885606E+00
   1.0423390E-04   1.0917115E+06   -1.8881610E+00
   1.0471527E-04   1.0822562E+06   -1.8877605E+00
   1.0519885E-04   1.0728848E+06   -1.8873589E+00
   1.0568467E-04   1.0635964E+06   -1.8869563E+00
   1.0617274E-04   1.0543905E+06   -1.8865527E+00
   1.0666305E-04   1.0452661E+06   -1.8861480E+00
   1.0715563E-04   1.0362227E+06   -1.8857424E+00
   1.0765049E-04   1.0272594E+06   -1.8853357E+00
   1.0814763E-04   1.0183756E+06   -1.8849280E+00
   1.0864707E-04   1.0095705E+06   -1.8845194E+00
   1.0914881E-04   1.0008434E+06   -1.8841096E+00
   1.0965287E-04   9.9219367E+05   -1.8836989E+00
   1.1015926E-04   9.8362053E+05   -1.8832872E+00
   1.1066799E-04   9.7512331E+05   -1.8828744E+00
   1.1117906E-04   9.6670133E+05   -1.8824607E+00
   1.1169250E-04   9.5835393E+05   -1.8820459E+00
   1.1220831E-04   9.5008042E+05   -1.8816301E+00
   1.1272650E-04   9.4188014E+05   -1.8812133E+00
   1.1324708E-04   9.3375244E+05   -1.8807955E+00
   1.1377007E-04   9.2569666E+05   -1.8803767E+00
   1.1429547E-04   9.1771215E+05   -1.8799569E+00
   1.1482330E-04   9.0979828E+05   -1.8795361E+00
   1.1535356E-04   9.0195440E+05   -1.8791142E+00
   1.1588628E-04   8.9417988E+05   -1.8786914E+00
   1.1642145E-04   8.8647411E+05   -1.8782675E+00
   1.1695910E-04   8.7883646E+05   -1.8778427E+00
   1.1749923E-04   8.7126632E+05   -1.8774169E+00
   1.1804185E-04   8.6376309E+05   -1.8769900E+00
   1.1858698E-04   8.5632616E+05   -1.8765622E+00
   1.1913463E-04   8.4895494E+05   -1.8761333E+00
   1.1968481E-04   8.4164883E+05   -1.8757035E+00
   1.2023752E-04   8.3440726E+05   -1.8752726E+00
   1.2079279E-04   8.2722963E+05   -1.8748408E+00
   1.2135063E-04   8.2011539E+05   -1.8744079E+00
   1.2191104E-04   8.1306394E+05   -1.8739741E+00
   1.2247403E-04   8.0607475E+05   -1.8735393E+00
   1.2303963E-04   7.9914723E+05   -1.8731035E+00
   1.2360784E-04   7.9228084E+05   -1.8726667E+00
   1.2417868E-04   7.8547503E+05   -1.8722289E+00
   1.2475215E-04   7.7872926E+05   -1.8717901E+00
   1.2532826E-04   7.7204298E+05   -1.8713504E+00
   1.2590704E-04   7.6541567E+05   -1.8709096E+00
   1.2648850E-04   7.5884678E+05   -1.8704679E+00
   1.2707263E-04   7.5233581E+05   -1.8700252E+00
   1.2765947E-04   7.4588222E+05   -1.8695815E+00
   1.2824901E-04   7.3948551E+05   -1.8691368E+00
   1.2884128E-04   7.3314516E+05   -1.8686911E+00
   1.2943628E-04   7.2686066E+05   -1.8682445E+00
   1.3003403E-04   7.2063152E+05   -1.8677969E+00
   1.3063454E-04   7.1445724E+05   -1.8673483E+00
   1.3123783E-04   7.0833732E+05   -1.8668988E+00
   1.3184390E-04   7.0227128E+05   -1.8664483E+00
   1.3245277E-04   6.9625864E+05   -1.8659968E+00
   1.3306445E-04   6.9029891E+05   -1.8655443E+00
   1.3367895E-04   6.8439163E+05   -1.8650909E+00
   1.3429630E-04   6.7853631E+05   -1.8646365E+00
   1.3491649E-04   6.7273250E+05   -1.8641812E+00
   1.3553955E-04   6.6697973E+05   -1.8637249E+00
   1.3616548E-04   6.6127756E+05   -1.8632676E+00
   1.3679431E-04   6.5562551E+05   -1.8628094E+00
   1.3742604E-04   6.5002314E+05   -1.8623503E+00
   1.3806069E-04   6.4447002E+05   -1.8618901E+00
   1.3869827E-04   6.3896568E+05   -1.8614291E+00
   1.3933879E-04   6.3350971E+05   -1.8609671E+00
   1.3998227E-04   6.2810166E+05   -1.8605041E+00
   1.4062872E-04   6.2274111E+05   -1.8600402E+00
   1.4127816E-04   6.1742763E+05   -1.8595753E+00
   1.4193060E-04   6.1216080E+05   -1.8591096E+00
   1.4258605E-04   6.0694020E+05   -1.8586428E+00
   1.4324453E-04   6.0176541E+05   -1.8581752E+00
   1.4390605E-04   5.9663604E+05   -1.8577066E+00
   1.4457062E-04   5.9155167E+05   -1.8572370E+00
   1.4523826E-04   5.8651189E+05   -1.8567666E+00
   1.4590899E-04   5.8151631E+05   -1.8562952E+00
   1.4658281E-04   5.7656454E+05   -1.8558229E+00
   1.4725974E-04   5.7165617E+05   -1.8553497E+00
   1.4793981E-04   5.6679083E+05   -1.8548755E+00
