#        a       HoverH0(a)       dlogHdloga_of_a(a)
   1.0000000E-04   1.1578154E+06   -1.9063941E+00
   1.0046181E-04   1.1476910E+06   -1.9060430E+00
   1.0092575E-04   1.1376570E+06   -1.9056909E+00
   1.0139184E-04   1.1277125E+06   -1.9053378E+00
   1.0186008E-04   1.1178568E+06   -1.9049837E+00
   1.0233048E-04   1.1080890E+06   -1.9046286E+00
   1.0280305E-04   1.0984084E+06   -1.9042725E+00
   1.0327781E-04   1.0888141E+06   -1.9039153E+00
   1.0375475E-04   1.0793054E+06   -1.9035572E+00
   1.0423390E-04   1.0698816E+06   -1.9031980E+00
   1.0471527E-04   1.0605417E+06   -1.9028378E+00
   1.0519885E-04   1.0512852E+06   -1.9024766E+00
   1.0568467E-04   1.0421112E+06   -1.9021144E+00
   1.0617274E-04   1.0330189E+06   -1.9017512E+00
   1.0666305E-04   1.0240078E+06   -1.9013869E+00
   1.0715563E-04   1.0150769E+06   -1.9010216E+00
   1.0765049E-04   1.0062256E+06   -1.9006554E+00
   1.0814763E-04   9.9745316E+05   -1.9002880E+00
   1.0864707E-04   9.8875889E+05   -1.8999197E+00
   1.0914881E-04   9.8014207E+05   -1.8995504E+00
   1.0965287E-04   9.7160200E+05   -1.8991800E+00
   1.1015926E-04   9.6313799E+05   -1.8988086E+00
   1.1066799E-04   9.5474934E+05   -1.8984362E+00
   1.1117906E-04   9.4643539E+05   -1.8980628E+00
   1.1169250E-04   9.3819544E+05   -1.8976883E+00
   1.1220831E-04   9.3002885E+05   -1.8973129E+00
   1.1272650E-04   9.2193493E+05   -1.8969364E+00
   1.1324708E-04   9.1391305E+05   -1.8965589E+00
   1.1377007E-04   9.0596254E+05   -1.8961803E+00
   1.1429547E-04   8.9808277E+05   -1.8958008E+00
   1.1482330E-04   8.9027309E+05   -1.8954202E+00
   1.1535356E-04   8.8253287E+05   -1.8950386E+00
   1.1588628E-04   8.7486149E+05   -1.8946560E+00
   1.1642145E-04   8.6725833E+05   -1.8942724E+00
   1.1695910E-04   8.5972276E+05   -1.8938877E+00
   1.1749923E-04   8.5225418E+05   -1.8935020E+00
   1.1804185E-04   8.4485198E+05   -1.8931153E+00
   1.1858698E-04   8.3751557E+05   -1.8927276E+00
   1.1913463E-04   8.3024435E+05   -1.8923389E+00
   1.1968481E-04   8.2303773E+05   -1.8919491E+00
   1.2023752E-04   8.1589514E+05   -1.8915583E+00
   1.2079279E-04   8.0881599E+05   -1.8911665E+00
   1.2135063E-04   8.0179972E+05   -1.8907737E+00
   1.2191104E-04   7.9484574E+05   -1.8903798E+00
   1.2247403E-04   7.8795352E+05   -1.8899849E+00
   1.2303963E-04   7.8112247E+05   -1.8895891E+00
   1.2360784E-04   7.7435207E+05   -1.8891921E+00
   1.2417868E-04   7.6764175E+05   -1.8887942E+00
   1.2475215E-04   7.6099097E+05   -1.8883953E+00
   1.2532826E-04   7.5439921E+05   -1.8879953E+00
   1.2590704E-04   7.4786593E+05   -1.8875943E+00
   1.2648850E-04   7.4139059E+05   -1.8871923E+00
   1.2707263E-04   7.3497269E+05   -1.8867893E+00
   1.2765947E-04   7.2861170E+05   -1.8863852E+00
   1.2824901E-04   7.2230710E+05   -1.8859802E+00
   1.2884128E-04   7.1605840E+05   -1.8855741E+00
   1.2943628E-04   7.0986509E+05   -1.8851670E+00
   1.3003403E-04   7.0372667E+05   -1.8847589E+00
   1.3063454E-04   6.9764263E+05   -1.8843498E+00
   1.3123783E-04   6.9161251E+05   -1.8839396E+00
   1.3184390E-04   6.8563580E+05   -1.8835285E+00
   1.3245277E-04   6.7971203E+05   -1.8831163E+00
   1.3306445E-04   6.7384072E+05   -1.8827031E+00
   1.3367895E-04   6.6802140E+05   -1.8822890E+00
   1.3429630E-04   6.6225360E+05   -1.8818738E+00
   1.3491649E-04   6.5653686E+05   -1.8814575E+00
   1.3553955E-04   6.5087072E+05   -1.8810403E+00
   1.3616548E-04   6.4525472E+05   -1.8806221E+00
   1.3679431E-04   6.3968842E+05   -1.8802029E+00
   1.3742604E-04   6.3417135E+05   -1.8797826E+00
   1.3806069E-04   6.2870309E+05   -1.8793614E+00
   1.3869827E-04   6.2328319E+05   -1.8789391E+00
   1.3933879E-04   6.1791122E+05   -1.8785158E+00
   1.3998227E-04   6.1258674E+05   -1.8780916E+00
   1.4062872E-04   6.0730933E+05   -1.8776663E+00
   1.4127816E-04   6.0207857E+05   -1.8772400E+00
   1.4193060E-04   5.9689404E+05   -1.8768128E+00
   1.4258605E-04   5.9175531E+05   -1.8763845E+00
   1.4324453E-04   5.8666198E+05   -1.8759552E+00
   1.4390605E-04   5.8161365E+05   -1.8755250E+00
   1.4457062E-04   5.7660990E+05   -1.8750937E+00
   1.4523826E-04   5.7165034E+05   -1.8746614E+00
   1.4590899E-04   5.6673456E+05   -1.8742282E+00
   1.4658281E-04   5.6186219E+05   -1.8737939E+00
   1.4725974E-04   5.5703281E+05   -1.8733587E+00
   1.4793981E-04   5.5224605E+05   -1.8729225E+00
   1.4862301E-04   5.4750153E+05   -1.8724852E+00
   1.4930936E-04   5.4279887E+05   -1.8720470E+00
   1.4999889E-04   5.3813769E+05   -1.8716078E+00
   1.5069160E-04   5.3351761E+05   -1.8711677E+00
   1.5138751E-04   5.2893827E+05   -1.8707265E+00
   1.5208663E-04   5.2439931E+05   -1.8702843E+00
   1.5278899E-04   5.1990035E+05   -1.8698412E+00
   1.5349458E-04   5.1544105E+05   -1.8693971E+00
   1.5420343E-04   5.1102104E+05   -1.8689520E+00
   1.5491556E-04   5.0663998E+05   -1.8685059E+00
   1.5563098E-04   5.0229751E+05   -1.8680589E+00
   1.5634970E-04   4.9799328E+05   -1.8676109E+00
   1.5707174E-04   4.9372696E+05   -1.8671619E+00
