#        a       HoverH0(a)       dlogHdloga_of_a(a)
   1.0000000E-04   1.0971829E+06   -1.8624737E+00
   1.0046181E-04   1.0878090E+06   -1.8620138E+00
   1.0092575E-04   1.0785176E+06   -1.8615530E+00
   1.0139184E-04   1.0693078E+06   -1.8610913E+00
   1.0186008E-04   1.0601789E+06   -1.8606286E+00
   1.0233048E-04   1.0511302E+06   -1.8601650E+00
   1.0280305E-04   1.0421609E+06   -1.8597004E+00
   1.0327781E-04   1.0332704E+06   -1.8592348E+00
   1.0375475E-04   1.0244579E+06   -1.8587684E+00
   1.0423390E-04   1.0157228E+06   -1.8583010E+00
   1.0471527E-04   1.0070643E+06   -1.8578327E+00
   1.0519885E-04   9.9848175E+05   -1.8573634E+00
   1.0568467E-04   9.8997452E+05   -1.8568932E+00
   1.0617274E-04   9.8154190E+05   -1.8564221E+00
   1.0666305E-04   9.7318322E+05   -1.8559500E+00
   1.0715563E-04   9.6489783E+05   -1.8554771E+00
   1.0765049E-04   9.5668507E+05   -1.8550032E+00
   1.0814763E-04   9.4854428E+05   -1.8545284E+00
   1.0864707E-04   9.4047482E+05   -1.8540526E+00
   1.0914881E-04   9.3247606E+05   -1.8535760E+00
   1.0965287E-04   9.2454735E+05   -1.8530985E+00
   1.1015926E-04   9.1668809E+05   -1.8526200E+00
   1.1066799E-04   9.0889764E+05   -1.8521406E+00
   1.1117906E-04   9.0117538E+05   -1.8516604E+00
   1.1169250E-04   8.9352072E+05   -1.8511792E+00
   1.1220831E-04   8.8593304E+05   -1.8506972E+00
   1.1272650E-04   8.7841175E+05   -1.8502142E+00
   1.1324708E-04   8.7095625E+05   -1.8497303E+00
   1.1377007E-04   8.6356596E+05   -1.8492456E+00
   1.1429547E-04   8.5624029E+05   -1.8487600E+00
   1.1482330E-04   8.4897866E+05   -1.8482735E+00
   1.1535356E-04   8.4178051E+05   -1.8477861E+00
   1.1588628E-04   8.3464527E+05   -1.8472978E+00
   1.1642145E-04   8.2757237E+05   -1.8468086E+00
   1.1695910E-04   8.2056125E+05   -1.8463186E+00
   1.1749923E-04   8.1361138E+05   -1.8458277E+00
   1.1804185E-04   8.0672219E+05   -1.8453359E+00
   1.1858698E-04   7.9989315E+05   -1.8448433E+00
   1.1913463E-04   7.9312372E+05   -1.8443498E+00
   1.1968481E-04   7.8641337E+05   -1.8438555E+00
   1.2023752E-04   7.7976157E+05   -1.8433603E+00
   1.2079279E-04   7.7316780E+05   -1.8428642E+00
   1.2135063E-04   7.6663154E+05   -1.8423673E+00
   1.2191104E-04   7.6015228E+05   -1.8418695E+00
   1.2247403E-04   7.5372951E+05   -1.8413709E+00
   1.2303963E-04   7.4736273E+05   -1.8408715E+00
   1.2360784E-04   7.4105143E+05   -1.8403712E+00
   1.2417868E-04   7.3479513E+05   -1.8398701E+00
   1.2475215E-04   7.2859333E+05   -1.8393682E+00
   1.2532826E-04   7.2244554E+05   -1.8388654E+00
   1.2590704E-04   7.1635129E+05   -1.8383618E+00
   1.2648850E-04   7.1031010E+05   -1.8378574E+00
   1.2707263E-04   7.0432149E+05   -1.8373522E+00
   1.2765947E-04   6.9838500E+05   -1.8368461E+00
   1.2824901E-04   6.9250017E+05   -1.8363393E+00
   1.2884128E-04   6.8666652E+05   -1.8358316E+00
   1.2943628E-04   6.8088362E+05   -1.8353231E+00
   1.3003403E-04   6.7515099E+05   -1.8348139E+00
   1.3063454E-04   6.6946821E+05   -1.8343038E+00
   1.3123783E-04   6.6383482E+05   -1.8337929E+00
   1.3184390E-04   6.5825038E+05   -1.8332813E+00
   1.3245277E-04   6.5271446E+05   -1.8327688E+00
   1.3306445E-04   6.4722663E+05   -1.8322556E+00
   1.3367895E-04   6.4178645E+05   -1.8317416E+00
   1.3429630E-04   6.3639351E+05   -1.8312269E+00
   1.3491649E-04   6.3104739E+05   -1.8307113E+00
   1.3553955E-04   6.2574766E+05   -1.8301950E+00
   1.3616548E-04   6.2049392E+05   -1.8296779E+00
   1.3679431E-04   6.1528576E+05   -1.8291601E+00
   1.3742604E-04   6.1012277E+05   -1.8286415E+00
   1.3806069E-04   6.0500455E+05   -1.8281222E+00
   1.3869827E-04   5.9993070E+05   -1.8276021E+00
   1.3933879E-04   5.9490083E+05   -1.8270812E+00
   1.3998227E-04   5.8991455E+05   -1.8265597E+00
   1.4062872E-04   5.8497147E+05   -1.8260374E+00
   1.4127816E-04   5.8007120E+05   -1.8255143E+00
