#        a       HoverH0(a)       dlogHdloga_of_a(a)
   1.0000000E-04   1.1931131E+06   -1.8608079E+00
   1.0046181E-04   1.1829288E+06   -1.8603446E+00
   1.0092575E-04   1.1728339E+06   -1.8598804E+00
   1.0139184E-04   1.1628277E+06   -1.8594152E+00
   1.0186008E-04   1.1529093E+06   -1.8589491E+00
   1.0233048E-04   1.1430779E+06   -1.8584821E+00
   1.0280305E-04   1.1333329E+06   -1.8580141E+00
   1.0327781E-04   1.1236733E+06   -1.8575452E+00
   1.0375475E-04   1.1140985E+06   -1.8570754E+00
   1.0423390E-04   1.1046077E+06   -1.8566046E+00
   1.0471527E-04   1.0952000E+06   -1.8561329E+00
   1.0519885E-04   1.0858749E+06   -1.8556603E+00
   1.0568467E-04   1.0766315E+06   -1.8551868E+00
   1.0617274E-04   1.0674692E+06   -1.8547124E+00
   1.0666305E-04   1.0583871E+06   -1.8542370E+00
   1.0715563E-04   1.0493846E+06   -1.8537607E+00
   1.0765049E-04   1.0404610E+06   -1.8532835E+00
   1.0814763E-04   1.0316155E+06   -1.8528054E+00
   1.0864707E-04   1.0228474E+06   -1.8523264E+00
   1.0914881E-04   1.0141562E+06   -1.8518465E+00
   1.0965287E-04   1.0055410E+06   -1.8513657E+00
   1.1015926E-04   9.9700117E+05   -1.8508840E+00
   1.1066799E-04   9.8853610E+05   -1.8504013E+00
   1.1117906E-04   9.8014507E+05   -1.8499178E+00
   1.1169250E-04   9.7182744E+05   -1.8494334E+00
   1.1220831E-04   9.6358255E+05   -1.8489482E+00
   1.1272650E-04   9.5540974E+05   -1.8484620E+00
   1.1324708E-04   9.4730838E+05   -1.8479749E+00
   1.1377007E-04   9.3927783E+05   -1.8474870E+00
   1.1429547E-04   9.3131744E+05   -1.8469982E+00
   1.1482330E-04   9.2342660E+05   -1.8465085E+00
   1.1535356E-04   9.1560469E+05   -1.8460179E+00
   1.1588628E-04   9.0785109E+05   -1.8455265E+00
   1.1642145E-04   9.0016518E+05   -1.8450342E+00
   1.1695910E-04   8.9254638E+05   -1.8445411E+00
   1.1749923E-04   8.8499406E+05   -1.8440470E+00
   1.1804185E-04   8.7750765E+05   -1.8435522E+00
   1.1858698E-04   8.7008656E+05   -1.8430564E+00
   1.1913463E-04   8.6273020E+05   -1.8425599E+00
   1.1968481E-04   8.5543799E+05   -1.8420624E+00
   1.2023752E-04   8.4820936E+05   -1.8415642E+00
   1.2079279E-04   8.4104376E+05   -1.8410650E+00
   1.2135063E-04   8.3394061E+05   -1.8405651E+00
   1.2191104E-04   8.2689935E+05   -1.8400643E+00
   1.2247403E-04   8.1991944E+05   -1.8395627E+00
   1.2303963E-04   8.1300033E+05   -1.8390602E+00
   1.2360784E-04   8.0614147E+05   -1.8385570E+00
   1.2417868E-04   7.9934233E+05   -1.8380529E+00
   1.2475215E-04   7.9260238E+05   -1.8375479E+00
   1.2532826E-04   7.8592109E+05   -1.8370422E+00
   1.2590704E-04   7.7929794E+05   -1.8365357E+00
   1.2648850E-04   7.7273241E+05   -1.8360283E+00
   1.2707263E-04   7.6622398E+05   -1.8355202E+00
   1.2765947E-04   7.5977216E+05   -1.8350112E+00
   1.2824901E-04   7.5337643E+05   -1.8345014E+00
   1.2884128E-04   7.4703629E+05   -1.8339909E+00
   1.2943628E-04   7.4075125E+05   -1.8334795E+00
   1.3003403E-04   7.3452083E+05   -1.8329674E+00
   1.3063454E-04   7.2834452E+05   -1.8324545E+00
   1.3123783E-04   7.2222186E+05   -1.8319408E+00
   1.3184390E-04   7.1615236E+05   -1.8314263E+00
   1.3245277E-04   7.1013556E+05   -1.8309111E+00
   1.3306445E-04   7.0417098E+05   -1.8303951E+00
   1.3367895E-04   6.9825816E+05   -1.8298783E+00
   1.3429630E-04   6.9239663E+05   -1.8293608E+00
   1.3491649E-04   6.8658595E+05   -1.8288425E+00
   1.3553955E-04   6.8082566E+05   -1.8283234E+00
   1.3616548E-04   6.7511532E+05   -1.8278036E+00
   1.3679431E-04   6.6945447E+05   -1.8272831E+00
   1.3742604E-04   6.6384269E+05   -1.8267618E+00
   1.3806069E-04   6.5827952E+05   -1.8262398E+00
   1.3869827E-04   6.5276455E+05   -1.8257170E+00
   1.3933879E-04   6.4729735E+05   -1.8251935E+00
   1.3998227E-04   6.4187748E+05   -1.8246693E+00
   1.4062872E-04   6.3650453E+05   -1.8241443E+00
   1.4127816E-04   6.3117808E+05   -1.8236187E+00
   1.4193060E-04   6.2589773E+05   -1.8230923E+00
   1.4258605E-04   6.2066305E+05   -1.8225652E+00
   1.4324453E-04   6.1547365E+05   -1.8220374E+00
   1.4390605E-04   6.1032913E+05   -1.8215090E+00
   1.4457062E-04   6.0522908E+05   -1.8209798E+00
   1.4523826E-04   6.0017311E+05   -1.8204499E+00
   1.4590899E-04   5.9516084E+05   -1.8199193E+00
   1.4658281E-04   5.9019186E+05   -1.8193881E+00
   1.4725974E-04   5.8526581E+05   -1.8188561E+00
   1.4793981E-04   5.8038229E+05   -1.8183235E+00
   1.4862301E-04   5.7554094E+05   -1.8177903E+00
   1.4930936E-04   5.7074137E+05   -1.8172563E+00
   1.4999889E-04   5.6598323E+05   -1.8167217E+00
   1.5069160E-04   5.6126613E+05   -1.8161864E+00
   1.5138751E-04   5.5658972E+05   -1.8156505E+00
   1.5208663E-04   5.5195364E+05   -1.8151140E+00
   1.5278899E-04   5.4735752E+05   -1.8145767E+00
   1.5349458E-04   5.4280103E+05   -1.8140389E+00
   1.5420343E-04   5.3828380E+05   -1.8135004E+00
   1.5491556E-04   5.3380549E+05   -1.8129613E+00
   1.5563098E-04   5.2936575E+05   -1.8124215E+00
   1.5634970E-04   5.2496424E+05   -1.8118812E+00
   1.5707174E-04   5.2060063E+05   -1.8113402E+00
   1.5779711E-04   5.1627457E+05   -1.8107986E+00
   1.5852584E-04   5.1198575E+05   -1.8102564E+00
   1.5925792E-04   5.0773382E+05   -1.8097136E+00
   1.5999339E-04   5.0351846E+05   -1.8091702E+00
   1.6073226E-04   4.9933935E+05   -1.8086262E+00
   1.6147454E-04   4.9519616E+05   -1.8080816E+00
   1.6222024E-04   4.9108859E+05   -1.8075364E+00
   1.6296939E-04   4.8701631E+05   -1.8069907E+00
   1.6372200E-04   4.8297902E+05   -1.8064444E+00
   1.6447809E-04   4.7897640E+05   -1.8058975E+00
   1.6523767E-04   4.7500815E+05   -1.8053500E+00
   1.6600075E-04   4.7107397E+05   -1.8048020E+00
   1.6676736E-04   4.6717355E+05   -1.8042535E+00
   1.6753751E-04   4.6330659E+05   -1.8037043E+00
   1.6831122E-04   4.5947281E+05   -1.8031547E+00
   1.6908849E-04   4.5567191E+05   -1.8026045E+00
   1.6986936E-04   4.5190359E+05   -1.8020538E+00
   1.7065384E-04   4.4816758E+05   -1.8015025E+00
   1.7144193E-04   4.4446358E+05   -1.8009507E+00
   1.7223367E-04   4.4079131E+05   -1.8003984E+00
   1.7302906E-04   4.3715050E+05   -1.7998456E+00
   1.7382813E-04   4.3354087E+05   -1.7992923E+00
   1.7463089E-04   4.2996214E+05   -1.7987384E+00
   1.7543735E-04   4.2641404E+05   -1.7981841E+00
   1.7624754E-04   4.2289630E+05   -1.7976293E+00
   1.7706147E-04   4.1940865E+05   -1.7970740E+00
   1.7787916E-04   4.1595082E+05   -1.7965182E+00
   1.7870062E-04   4.1252257E+05   -1.7959619E+00
