#        a       HoverH0(a)       dlogHdloga_of_a(a)
   1.0000000E-04   1.0192257E+06   -1.8717029E+00
   1.0046181E-04   1.0104749E+06   -1.8712629E+00
   1.0092575E-04   1.0018012E+06   -1.8708220E+00
   1.0139184E-04   9.9320408E+05   -1.8703800E+00
   1.0186008E-04   9.8468269E+05   -1.8699371E+00
   1.0233048E-04   9.7623642E+05   -1.8694933E+00
   1.0280305E-04   9.6786457E+05   -1.8690484E+00
   1.0327781E-04   9.5956649E+05   -1.8686026E+00
   1.0375475E-04   9.5134150E+05   -1.8681558E+00
   1.0423390E-04   9.4318897E+05   -1.8677080E+00
   1.0471527E-04   9.3510822E+05   -1.8672592E+00
   1.0519885E-04   9.2709863E+05   -1.8668095E+00
   1.0568467E-04   9.1915955E+05   -1.8663588E+00
   1.0617274E-04   9.1129034E+05   -1.8659071E+00
   1.0666305E-04   9.0349039E+05   -1.8654545E+00
   1.0715563E-04   8.9575908E+05   -1.8650009E+00
   1.0765049E-04   8.8809578E+05   -1.8645463E+00
   1.0814763E-04   8.8049989E+05   -1.8640908E+00
   1.0864707E-04   8.7297079E+05   -1.8636343E+00
   1.0914881E-04   8.6550791E+05   -1.8631769E+00
   1.0965287E-04   8.5811063E+05   -1.8627185E+00
   1.1015926E-04   8.5077837E+05   -1.8622591E+00
   1.1066799E-04   8.4351055E+05   -1.8617988E+00
   1.1117906E-04   8.3630659E+05   -1.8613376E+00
   1.1169250E-04   8.2916592E+05   -1.8608754E+00
   1.1220831E-04   8.2208797E+05   -1.8604123E+00
   1.1272650E-04   8.1507218E+05   -1.8599482E+00
   1.1324708E-04   8.0811800E+05   -1.8594831E+00
   1.1377007E-04   8.0122486E+05   -1.8590172E+00
   1.1429547E-04   7.9439224E+05   -1.8585503E+00
   1.1482330E-04   7.8761957E+05   -1.8580824E+00
   1.1535356E-04   7.8090633E+05   -1.8576137E+00
   1.1588628E-04   7.7425199E+05   -1.8571440E+00
   1.1642145E-04   7.6765601E+05   -1.8566733E+00
   1.1695910E-04   7.6111788E+05   -1.8562018E+00
   1.1749923E-04   7.5463707E+05   -1.8557293E+00
   1.1804185E-04   7.4821307E+05   -1.8552559E+00
   1.1858698E-04   7.4184538E+05   -1.8547816E+00
   1.1913463E-04   7.3553349E+05   -1.8543063E+00
   1.1968481E-04   7.2927691E+05   -1.8538302E+00
   1.2023752E-04   7.2307513E+05   -1.8533531E+00
   1.2079279E-04   7.1692767E+05   -1.8528752E+00
   1.2135063E-04   7.1083404E+05   -1.8523963E+00
   1.2191104E-04   7.0479376E+05   -1.8519165E+00
   1.2247403E-04   6.9880636E+05   -1.8514358E+00
   1.2303963E-04   6.9287135E+05   -1.8509542E+00
   1.2360784E-04   6.8698828E+05   -1.8504717E+00
   1.2417868E-04   6.8115667E+05   -1.8499883E+00
   1.2475215E-04   6.7537608E+05   -1.8495041E+00
   1.2532826E-04   6.6964603E+05   -1.8490189E+00
   1.2590704E-04   6.6396609E+05   -1.8485329E+00
   1.2648850E-04   6.5833579E+05   -1.8480459E+00
   1.2707263E-04   6.5275471E+05   -1.8475581E+00
   1.2765947E-04   6.4722240E+05   -1.8470694E+00
   1.2824901E-04   6.4173842E+05   -1.8465799E+00
   1.2884128E-04   6.3630235E+05   -1.8460894E+00
   1.2943628E-04   6.3091375E+05   -1.8455981E+00
   1.3003403E-04   6.2557220E+05   -1.8451060E+00
   1.3063454E-04   6.2027729E+05   -1.8446129E+00
   1.3123783E-04   6.1502858E+05   -1.8441190E+00
   1.3184390E-04   6.0982569E+05   -1.8436243E+00
   1.3245277E-04   6.0466818E+05   -1.8431287E+00
   1.3306445E-04   5.9955566E+05   -1.8426322E+00
   1.3367895E-04   5.9448774E+05   -1.8421349E+00
   1.3429630E-04   5.8946400E+05   -1.8416367E+00
   1.3491649E-04   5.8448405E+05   -1.8411377E+00
   1.3553955E-04   5.7954752E+05   -1.8406379E+00
   1.3616548E-04   5.7465400E+05   -1.8401372E+00
   1.3679431E-04   5.6980312E+05   -1.8396357E+00
   1.3742604E-04   5.6499449E+05   -1.8391334E+00
   1.3806069E-04   5.6022774E+05   -1.8386302E+00
   1.3869827E-04   5.5550249E+05   -1.8381263E+00
   1.3933879E-04   5.5081838E+05   -1.8376215E+00
   1.3998227E-04   5.4617504E+05   -1.8371158E+00
   1.4062872E-04   5.4157210E+05   -1.8366094E+00
   1.4127816E-04   5.3700921E+05   -1.8361022E+00
   1.4193060E-04   5.3248601E+05   -1.8355941E+00
   1.4258605E-04   5.2800215E+05   -1.8350853E+00
   1.4324453E-04   5.2355726E+05   -1.8345756E+00
   1.4390605E-04   5.1915102E+05   -1.8340652E+00
   1.4457062E-04   5.1478308E+05   -1.8335540E+00
   1.4523826E-04   5.1045308E+05   -1.8330419E+00
   1.4590899E-04   5.0616071E+05   -1.8325291E+00
   1.4658281E-04   5.0190561E+05   -1.8320155E+00
   1.4725974E-04   4.9768746E+05   -1.8315012E+00
   1.4793981E-04   4.9350594E+05   -1.8309860E+00
   1.4862301E-04   4.8936070E+05   -1.8304701E+00
   1.4930936E-04   4.8525145E+05   -1.8299535E+00
   1.4999889E-04   4.8117784E+05   -1.8294360E+00
   1.5069160E-04   4.7713957E+05   -1.8289178E+00
   1.5138751E-04   4.7313632E+05   -1.8283989E+00
   1.5208663E-04   4.6916778E+05   -1.8278792E+00
   1.5278899E-04   4.6523364E+05   -1.8273588E+00
   1.5349458E-04   4.6133360E+05   -1.8268376E+00
   1.5420343E-04   4.5746735E+05   -1.8263156E+00
   1.5491556E-04   4.5363460E+05   -1.8257930E+00
   1.5563098E-04   4.4983504E+05   -1.8252696E+00
   1.5634970E-04   4.4606838E+05   -1.8247455E+00
   1.5707174E-04   4.4233433E+05   -1.8242206E+00
   1.5779711E-04   4.3863260E+05   -1.8236951E+00
   1.5852584E-04   4.3496291E+05   -1.8231688E+00
