#        a       HoverH0(a)       dlogHdloga_of_a(a)
   1.0000000E-04   1.0144845E+06   -1.8834715E+00
   1.0046181E-04   1.0057198E+06   -1.8830592E+00
   1.0092575E-04   9.9703271E+05   -1.8826459E+00
   1.0139184E-04   9.8842256E+05   -1.8822315E+00
   1.0186008E-04   9.7988863E+05   -1.8818162E+00
   1.0233048E-04   9.7143024E+05   -1.8813999E+00
   1.0280305E-04   9.6304672E+05   -1.8809825E+00
   1.0327781E-04   9.5473738E+05   -1.8805642E+00
   1.0375475E-04   9.4650156E+05   -1.8801448E+00
   1.0423390E-04   9.3833861E+05   -1.8797244E+00
   1.0471527E-04   9.3024786E+05   -1.8793030E+00
   1.0519885E-04   9.2222866E+05   -1.8788807E+00
   1.0568467E-04   9.1428037E+05   -1.8784573E+00
   1.0617274E-04   9.0640235E+05   -1.8780329E+00
   1.0666305E-04   8.9859398E+05   -1.8776075E+00
   1.0715563E-04   8.9085463E+05   -1.8771811E+00
   1.0765049E-04   8.8318366E+05   -1.8767537E+00
   1.0814763E-04   8.7558048E+05   -1.8763253E+00
   1.0864707E-04   8.6804447E+05   -1.8758959E+00
   1.0914881E-04   8.6057502E+05   -1.8754655E+00
   1.0965287E-04   8.5317154E+05   -1.8750341E+00
   1.1015926E-04   8.4583343E+05   -1.8746017E+00
   1.1066799E-04   8.3856012E+05   -1.8741683E+00
   1.1117906E-04   8.3135100E+05   -1.8737340E+00
   1.1169250E-04   8.2420552E+05   -1.8732986E+00
   1.1220831E-04   8.1712309E+05   -1.8728622E+00
   1.1272650E-04   8.1010315E+05   -1.8724249E+00
   1.1324708E-04   8.0314514E+05   -1.8719866E+00
   1.1377007E-04   7.9624850E+05   -1.8715473E+00
   1.1429547E-04   7.8941269E+05   -1.8711069E+00
   1.1482330E-04   7.8263715E+05   -1.8706657E+00
   1.1535356E-04   7.7592134E+05   -1.8702234E+00
   1.1588628E-04   7.6926474E+05   -1.8697801E+00
   1.1642145E-04   7.6266679E+05   -1.8693359E+00
   1.1695910E-04   7.5612699E+05   -1.8688907E+00
   1.1749923E-04   7.4964481E+05   -1.8684445E+00
   1.1804185E-04   7.4321972E+05   -1.8679973E+00
   1.1858698E-04   7.3685122E+05   -1.8675492E+00
   1.1913463E-04   7.3053881E+05   -1.8671001E+00
   1.1968481E-04   7.2428197E+05   -1.8666500E+00
   1.2023752E-04   7.1808021E+05   -1.8661990E+00
   1.2079279E-04   7.1193303E+05   -1.8657470E+00
   1.2135063E-04   7.0583995E+05   -1.8652940E+00
   1.2191104E-04   6.9980048E+05   -1.8648400E+00
   1.2247403E-04   6.9381414E+05   -1.8643851E+00
   1.2303963E-04   6.8788045E+05   -1.8639293E+00
