#        a       HoverH0(a)       dlogHdloga_of_a(a)
   1.0000000E-04   1.0649021E+06   -1.8744576E+00
   1.0046181E-04   1.0557457E+06   -1.8740239E+00
   1.0092575E-04   1.0466702E+06   -1.8735892E+00
   1.0139184E-04   1.0376747E+06   -1.8731535E+00
   1.0186008E-04   1.0287586E+06   -1.8727169E+00
   1.0233048E-04   1.0199212E+06   -1.8722792E+00
   1.0280305E-04   1.0111617E+06   -1.8718405E+00
   1.0327781E-04   1.0024795E+06   -1.8714009E+00
   1.0375475E-04   9.9387387E+05   -1.8709603E+00
   1.0423390E-04   9.8534410E+05   -1.8705186E+00
   1.0471527E-04   9.7688953E+05   -1.8700760E+00
   1.0519885E-04   9.6850947E+05   -1.8696325E+00
   1.0568467E-04   9.6020327E+05   -1.8691879E+00
   1.0617274E-04   9.5197026E+05   -1.8687424E+00
   1.0666305E-04   9.4380978E+05   -1.8682959E+00
   1.0715563E-04   9.3572118E+05   -1.8678484E+00
   1.0765049E-04   9.2770382E+05   -1.8673999E+00
   1.0814763E-04   9.1975705E+05   -1.8669505E+00
   1.0864707E-04   9.1188025E+05   -1.8665001E+00
   1.0914881E-04   9.0407278E+05   -1.8660487E+00
   1.0965287E-04   8.9633402E+05   -1.8655964E+00
   1.1015926E-04   8.8866336E+05   -1.8651431E+00
   1.1066799E-04   8.8106019E+05   -1.8646888E+00
   1.1117906E-04   8.7352389E+05   -1.8642336E+00
   1.1169250E-04   8.6605388E+05   -1.8637774E+00
   1.1220831E-04   8.5864955E+05   -1.8633203E+00
   1.1272650E-04   8.5131033E+05   -1.8628622E+00
   1.1324708E-04   8.4403561E+05   -1.8624032E+00
   1.1377007E-04   8.3682484E+05   -1.8619432E+00
   1.1429547E-04   8.2967743E+05   -1.8614822E+00
   1.1482330E-04   8.2259281E+05   -1.8610203E+00
   1.1535356E-04   8.1557043E+05   -1.8605575E+00
   1.1588628E-04   8.0860972E+05   -1.8600937E+00
   1.1642145E-04   8.0171014E+05   -1.8596289E+00
   1.1695910E-04   7.9487113E+05   -1.8591633E+00
   1.1749923E-04   7.8809215E+05   -1.8586967E+00
   1.1804185E-04   7.8137267E+05   -1.8582291E+00
   1.1858698E-04   7.7471215E+05   -1.8577606E+00
   1.1913463E-04   7.6811007E+05   -1.8572912E+00
   1.1968481E-04   7.6156589E+05   -1.8568209E+00
   1.2023752E-04   7.5507912E+05   -1.8563496E+00
   1.2079279E-04   7.4864922E+05   -1.8558774E+00
   1.2135063E-04   7.4227569E+05   -1.8554043E+00
   1.2191104E-04   7.3595803E+05   -1.8549303E+00
   1.2247403E-04   7.2969573E+05   -1.8544553E+00
   1.2303963E-04   7.2348831E+05   -1.8539795E+00
   1.2360784E-04   7.1733526E+05   -1.8535027E+00
   1.2417868E-04   7.1123611E+05   -1.8530250E+00
