#        a       HoverH0(a)       dlogHdloga_of_a(a)
   1.0000000E-04   1.1838051E+06   -1.8876662E+00
   1.0046181E-04   1.1735548E+06   -1.8872643E+00
   1.0092575E-04   1.1633955E+06   -1.8868615E+00
   1.0139184E-04   1.1533262E+06   -1.8864577E+00
   1.0186008E-04   1.1433462E+06   -1.8860528E+00
   1.0233048E-04   1.1334547E+06   -1.8856469E+00
   1.0280305E-04   1.1236509E+06   -1.8852400E+00
   1.0327781E-04   1.1139340E+06   -1.8848321E+00
   1.0375475E-04   1.1043031E+06   -1.8844232E+00
   1.0423390E-04   1.0947576E+06   -1.8840132E+00
   1.0471527E-04   1.0852967E+06   -1.8836022E+00
   1.0519885E-04   1.0759196E+06   -1.8831903E+00
   1.0568467E-04   1.0666255E+06   -1.8827773E+00
   1.0617274E-04   1.0574137E+06   -1.8823633E+00
   1.0666305E-04   1.0482834E+06   -1.8819483E+00
   1.0715563E-04   1.0392340E+06   -1.8815323E+00
   1.0765049E-04   1.0302647E+06   -1.8811152E+00
   1.0814763E-04   1.0213748E+06   -1.8806972E+00
   1.0864707E-04   1.0125635E+06   -1.8802781E+00
   1.0914881E-04   1.0038302E+06   -1.8798581E+00
   1.0965287E-04   9.9517417E+05   -1.8794370E+00
   1.1015926E-04   9.8659466E+05   -1.8790150E+00
   1.1066799E-04   9.7809103E+05   -1.8785919E+00
   1.1117906E-04   9.6966258E+05   -1.8781678E+00
   1.1169250E-04   9.6130864E+05   -1.8777427E+00
   1.1220831E-04   9.5302854E+05   -1.8773167E+00
   1.1272650E-04   9.4482162E+05   -1.8768896E+00
   1.1324708E-04   9.3668721E+05   -1.8764615E+00
   1.1377007E-04   9.2862468E+05   -1.8760324E+00
   1.1429547E-04   9.2063337E+05   -1.8756023E+00
   1.1482330E-04   9.1271263E+05   -1.8751713E+00
   1.1535356E-04   9.0486184E+05   -1.8747392E+00
   1.1588628E-04   8.9708037E+05   -1.8743061E+00
   1.1642145E-04   8.8936760E+05   -1.8738721E+00
   1.1695910E-04   8.8172289E+05   -1.8734370E+00
   1.1749923E-04   8.7414566E+05   -1.8730010E+00
   1.1804185E-04   8.6663528E+05   -1.8725639E+00
   1.1858698E-04   8.5919116E+05   -1.8721259E+00
   1.1913463E-04   8.5181271E+05   -1.8716869E+00
   1.1968481E-04   8.4449933E+05   -1.8712469E+00
   1.2023752E-04   8.3725044E+05   -1.8708059E+00
   1.2079279E-04   8.3006546E+05   -1.8703640E+00
   1.2135063E-04   8.2294382E+05   -1.8699210E+00
   1.2191104E-04   8.1588494E+05   -1.8694771E+00
   1.2247403E-04   8.0888827E+05   -1.8690322E+00
   1.2303963E-04   8.0195325E+05   -1.8685863E+00
   1.2360784E-04   7.9507932E+05   -1.8681395E+00
   1.2417868E-04   7.8826593E+05   -1.8676916E+00
   1.2475215E-04   7.8151254E+05   -1.8672428E+00
   1.2532826E-04   7.7481862E+05   -1.8667931E+00
   1.2590704E-04   7.6818363E+05   -1.8663423E+00
   1.2648850E-04   7.6160703E+05   -1.8658906E+00
   1.2707263E-04   7.5508831E+05   -1.8654379E+00
   1.2765947E-04   7.4862696E+05   -1.8649843E+00
   1.2824901E-04   7.4222244E+05   -1.8645297E+00
   1.2884128E-04   7.3587426E+05   -1.8640741E+00
   1.2943628E-04   7.2958191E+05   -1.8636176E+00
   1.3003403E-04   7.2334489E+05   -1.8631601E+00
   1.3063454E-04   7.1716269E+05   -1.8627017E+00
   1.3123783E-04   7.1103484E+05   -1.8622423E+00
   1.3184390E-04   7.0496084E+05   -1.8617820E+00
   1.3245277E-04   6.9894022E+05   -1.8613207E+00
   1.3306445E-04   6.9297248E+05   -1.8608585E+00
   1.3367895E-04   6.8705716E+05   -1.8603953E+00
   1.3429630E-04   6.8119380E+05   -1.8599311E+00
   1.3491649E-04   6.7538191E+05   -1.8594661E+00
   1.3553955E-04   6.6962105E+05   -1.8590001E+00
   1.3616548E-04   6.6391076E+05   -1.8585331E+00
   1.3679431E-04   6.5825058E+05   -1.8580652E+00
   1.3742604E-04   6.5264006E+05   -1.8575964E+00
   1.3806069E-04   6.4707876E+05   -1.8571267E+00
   1.3869827E-04   6.4156625E+05   -1.8566560E+00
   1.3933879E-04   6.3610207E+05   -1.8561844E+00
   1.3998227E-04   6.3068581E+05   -1.8557119E+00
   1.4062872E-04   6.2531702E+05   -1.8552385E+00
   1.4127816E-04   6.1999529E+05   -1.8547641E+00
   1.4193060E-04   6.1472020E+05   -1.8542888E+00
