#           k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   1.0171961E-05   1.7742988E+07   1.7742988E+07   2.3647835E+07   1.5028139E+04   1.3672003E+07   1.7743021E+07   1.7742988E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.0930869E-05   1.7742984E+07   1.7742984E+07   2.3646362E+07   1.5027538E+04   1.3671771E+07   1.7743017E+07   1.7742984E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.1746398E-05   1.7742980E+07   1.7742980E+07   2.3644661E+07   1.5026843E+04   1.3671504E+07   1.7743012E+07   1.7742980E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.2622771E-05   1.7742974E+07   1.7742974E+07   2.3642697E+07   1.5026041E+04   1.3671195E+07   1.7743006E+07   1.7742974E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.3564529E-05   1.7742968E+07   1.7742968E+07   2.3640429E+07   1.5025115E+04   1.3670838E+07   1.7743000E+07   1.7742968E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.4576549E-05   1.7742961E+07   1.7742961E+07   2.3637811E+07   1.5024046E+04   1.3670426E+07   1.7742992E+07   1.7742961E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.5664073E-05   1.7742952E+07   1.7742952E+07   2.3634788E+07   1.5022811E+04   1.3669950E+07   1.7742984E+07   1.7742952E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.6832736E-05   1.7742943E+07   1.7742943E+07   2.3631297E+07   1.5021385E+04   1.3669401E+07   1.7742974E+07   1.7742943E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.8088590E-05   1.7742932E+07   1.7742932E+07   2.3627266E+07   1.5019739E+04   1.3668767E+07   1.7742962E+07   1.7742932E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.9438140E-05   1.7742919E+07   1.7742919E+07   2.3622613E+07   1.5017838E+04   1.3668035E+07   1.7742949E+07   1.7742919E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.0888377E-05   1.7742904E+07   1.7742904E+07   2.3617240E+07   1.5015643E+04   1.3667189E+07   1.7742933E+07   1.7742904E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.2446814E-05   1.7742887E+07   1.7742887E+07   2.3611037E+07   1.5013109E+04   1.3666214E+07   1.7742915E+07   1.7742887E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.4121522E-05   1.7742867E+07   1.7742867E+07   2.3603876E+07   1.5010184E+04   1.3665088E+07   1.7742895E+07   1.7742867E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.5921176E-05   1.7742845E+07   1.7742845E+07   2.3595609E+07   1.5006806E+04   1.3663788E+07   1.7742871E+07   1.7742845E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.7855099E-05   1.7742818E+07   1.7742818E+07   2.3586065E+07   1.5002907E+04   1.3662288E+07   1.7742843E+07   1.7742818E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.9933308E-05   1.7742788E+07   1.7742788E+07   2.3575049E+07   1.4998405E+04   1.3660556E+07   1.7742812E+07   1.7742788E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
