#           k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   1.0460340E-05   9.0454466E+06   9.0454466E+06   1.2057932E+07   1.0496098E+04   1.7338779E+06   9.0455247E+06   9.0454466E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.1240763E-05   9.0454450E+06   9.0454450E+06   1.2057518E+07   1.0495871E+04   1.7338617E+06   9.0455230E+06   9.0454450E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.2079412E-05   9.0454431E+06   9.0454431E+06   1.2057039E+07   1.0495608E+04   1.7338430E+06   9.0455210E+06   9.0454431E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.2980631E-05   9.0454410E+06   9.0454410E+06   1.2056487E+07   1.0495305E+04   1.7338214E+06   9.0455187E+06   9.0454410E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.3949087E-05   9.0454385E+06   9.0454385E+06   1.2055848E+07   1.0494954E+04   1.7337964E+06   9.0455160E+06   9.0454385E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.4989798E-05   9.0454356E+06   9.0454356E+06   1.2055112E+07   1.0494550E+04   1.7337676E+06   9.0455130E+06   9.0454356E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.6108155E-05   9.0454323E+06   9.0454323E+06   1.2054261E+07   1.0494083E+04   1.7337343E+06   9.0455094E+06   9.0454323E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.7309949E-05   9.0454284E+06   9.0454284E+06   1.2053279E+07   1.0493544E+04   1.7336959E+06   9.0455053E+06   9.0454284E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.8601407E-05   9.0454240E+06   9.0454240E+06   1.2052144E+07   1.0492921E+04   1.7336515E+06   9.0455006E+06   9.0454240E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.9989217E-05   9.0454188E+06   9.0454188E+06   1.2050835E+07   1.0492202E+04   1.7336003E+06   9.0454951E+06   9.0454188E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.1480569E-05   9.0454129E+06   9.0454129E+06   1.2049322E+07   1.0491372E+04   1.7335412E+06   9.0454888E+06   9.0454129E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.3083188E-05   9.0454060E+06   9.0454060E+06   1.2047576E+07   1.0490413E+04   1.7334729E+06   9.0454815E+06   9.0454060E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.4805375E-05   9.0453981E+06   9.0453981E+06   1.2045560E+07   1.0489306E+04   1.7333941E+06   9.0454731E+06   9.0453981E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.6656050E-05   9.0453890E+06   9.0453890E+06   1.2043232E+07   1.0488028E+04   1.7333031E+06   9.0454634E+06   9.0453890E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.8644800E-05   9.0453785E+06   9.0453785E+06   1.2040545E+07   1.0486553E+04   1.7331980E+06   9.0454522E+06   9.0453785E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.0781926E-05   9.0453663E+06   9.0453663E+06   1.2037442E+07   1.0484849E+04   1.7330768E+06   9.0454392E+06   9.0453663E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.3078499E-05   9.0453522E+06   9.0453522E+06   1.2033860E+07   1.0482882E+04   1.7329368E+06   9.0454242E+06   9.0453522E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.5546414E-05   9.0453360E+06   9.0453360E+06   1.2029724E+07   1.0480611E+04   1.7327752E+06   9.0454070E+06   9.0453360E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.8198454E-05   9.0453172E+06   9.0453172E+06   1.2024951E+07   1.0477989E+04   1.7325888E+06   9.0453870E+06   9.0453172E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.1048358E-05   9.0452956E+06   9.0452956E+06   1.2019440E+07   1.0474962E+04   1.7323736E+06   9.0453640E+06   9.0452956E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.4110887E-05   9.0452706E+06   9.0452706E+06   1.2013080E+07   1.0471469E+04   1.7321253E+06   9.0453374E+06   9.0452706E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.7401904E-05   9.0452417E+06   9.0452417E+06   1.2005739E+07   1.0467436E+04   1.7318389E+06   9.0453067E+06   9.0452417E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   5.0938457E-05   9.0452084E+06   9.0452084E+06   1.1997268E+07   1.0462781E+04   1.7315084E+06   9.0452712E+06   9.0452084E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   5.4738865E-05   9.0451699E+06   9.0451699E+06   1.1987492E+07   1.0457408E+04   1.7311273E+06   9.0452303E+06   9.0451699E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   5.8822813E-05   9.0451255E+06   9.0451255E+06   1.1976213E+07   1.0451208E+04   1.7306878E+06   9.0451830E+06   9.0451255E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   6.3211455E-05   9.0450742E+06   9.0450742E+06   1.1963200E+07   1.0444053E+04   1.7301810E+06   9.0451284E+06   9.0450742E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   6.7927525E-05   9.0450150E+06   9.0450150E+06   1.1948190E+07   1.0435798E+04   1.7295969E+06   9.0450654E+06   9.0450150E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   7.2995450E-05   9.0449466E+06   9.0449466E+06   1.1930879E+07   1.0426275E+04   1.7289239E+06   9.0449927E+06   9.0449466E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   7.8441482E-05   9.0448677E+06   9.0448677E+06   1.1910919E+07   1.0415290E+04   1.7281485E+06   9.0449087E+06   9.0448677E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   8.4293830E-05   9.0447766E+06   9.0447766E+06   1.1887909E+07   1.0402621E+04   1.7272557E+06   9.0448117E+06   9.0447766E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   9.0582810E-05   9.0446714E+06   9.0446714E+06   1.1861390E+07   1.0388013E+04   1.7262281E+06   9.0446998E+06   9.0446714E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   9.7340997E-05   9.0445500E+06   9.0445500E+06   1.1830837E+07   1.0371174E+04   1.7250460E+06   9.0445706E+06   9.0445500E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.0460340E-04   9.0444099E+06   9.0444099E+06   1.1795649E+07   1.0351767E+04   1.7236869E+06   9.0444216E+06   9.0444099E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.1240763E-04   9.0442482E+06   9.0442482E+06   1.1755139E+07   1.0329409E+04   1.7221253E+06   9.0442495E+06   9.0442482E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.2079412E-04   9.0440616E+06   9.0440616E+06   1.1708524E+07   1.0303659E+04   1.7203326E+06   9.0440509E+06   9.0440616E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.2980631E-04   9.0438462E+06   9.0438462E+06   1.1654914E+07   1.0274016E+04   1.7182764E+06   9.0438218E+06   9.0438462E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.3949087E-04   9.0435978E+06   9.0435978E+06   1.1593299E+07   1.0239907E+04   1.7159205E+06   9.0435575E+06   9.0435978E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.4989798E-04   9.0433112E+06   9.0433112E+06   1.1522535E+07   1.0200682E+04   1.7132245E+06   9.0432526E+06   9.0433112E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.6108155E-04   9.0429806E+06   9.0429806E+06   1.1441334E+07   1.0155600E+04   1.7101437E+06   9.0429009E+06   9.0429806E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.7309949E-04   9.0425995E+06   9.0425995E+06   1.1348247E+07   1.0103828E+04   1.7066290E+06   9.0424953E+06   9.0425995E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.8601407E-04   9.0421600E+06   9.0421600E+06   1.1241656E+07   1.0044423E+04   1.7026269E+06   9.0420278E+06   9.0421600E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.9989217E-04   9.0416534E+06   9.0416534E+06   1.1119763E+07   9.9763259E+03   1.6980799E+06   9.0414888E+06   9.0416534E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.1480569E-04   9.0410697E+06   9.0410697E+06   1.0980584E+07   9.8983557E+03   1.6929271E+06   9.0408678E+06   9.0410697E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.3083188E-04   9.0403972E+06   9.0403972E+06   1.0821949E+07   9.8091986E+03   1.6871052E+06   9.0401525E+06   9.0403972E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.4805375E-04   9.0396229E+06   9.0396229E+06   1.0641507E+07   9.7074052E+03   1.6805503E+06   9.0393288E+06   9.0396229E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.6656050E-04   9.0387316E+06   9.0387316E+06   1.0436748E+07   9.5913903E+03   1.6731998E+06   9.0383807E+06   9.0387316E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.8644800E-04   9.0377061E+06   9.0377061E+06   1.0205035E+07   9.4594371E+03   1.6649961E+06   9.0372899E+06   9.0377061E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.0781926E-04   9.0365269E+06   9.0365269E+06   9.9436540E+06   9.3097111E+03   1.6558905E+06   9.0360358E+06   9.0365269E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.3078499E-04   9.0351719E+06   9.0351719E+06   9.6499017E+06   9.1402832E+03   1.6458490E+06   9.0345947E+06   9.0351719E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.5546414E-04   9.0336159E+06   9.0336159E+06   9.3211913E+06   8.9491679E+03   1.6348589E+06   9.0329400E+06   9.0336159E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.8198454E-04   9.0318304E+06   9.0318304E+06   8.9552074E+06   8.7343794E+03   1.6229370E+06   9.0310416E+06   9.0318304E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.1048358E-04   9.0297837E+06   9.0297837E+06   8.5501046E+06   8.4940097E+03   1.6101392E+06   9.0288656E+06   9.0297837E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.4110887E-04   9.0274397E+06   9.0274397E+06   8.1047596E+06   8.2263349E+03   1.5965699E+06   9.0263740E+06   9.0274397E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.7401904E-04   9.0247584E+06   9.0247584E+06   7.6190776E+06   7.9299512E+03   1.5823915E+06   9.0235244E+06   9.0247584E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   5.0938457E-04   9.0216953E+06   9.0216953E+06   7.0943508E+06   7.6039469E+03   1.5678315E+06   9.0202698E+06   9.0216953E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   5.4738865E-04   9.0182009E+06   9.0182009E+06   6.5336560E+06   7.2481077E+03   1.5531845E+06   9.0165579E+06   9.0182009E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   5.8822813E-04   9.0142208E+06   9.0142208E+06   5.9422624E+06   6.8631533E+03   1.5388049E+06   9.0123314E+06   9.0142208E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   6.3211455E-04   9.0096952E+06   9.0096952E+06   5.3280031E+06   6.4509931E+03   1.5250864E+06   9.0075276E+06   9.0096952E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   6.7927525E-04   9.0045589E+06   9.0045589E+06   4.7015365E+06   6.0149795E+03   1.5124217E+06   9.0020782E+06   9.0045589E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   7.2995450E-04   8.9987411E+06   8.9987411E+06   4.0763932E+06   5.5601249E+03   1.5011367E+06   8.9959094E+06   8.9987411E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   7.8441482E-04   8.9921653E+06   8.9921653E+06   3.4686806E+06   5.0932310E+03   1.4913973E+06   8.9889419E+06   8.9921653E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   8.4293830E-04   8.9847489E+06   8.9847489E+06   2.8963000E+06   4.6228654E+03   1.4830901E+06   8.9810905E+06   8.9847489E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
