#        a       HoverH0(a)       dlogHdloga_of_a(a)
   1.0000000E-04   1.0832354E+06   -1.8456232E+00
   1.0046181E-04   1.0740642E+06   -1.8451311E+00
   1.0092575E-04   1.0649730E+06   -1.8446381E+00
   1.0139184E-04   1.0559613E+06   -1.8441442E+00
   1.0186008E-04   1.0470281E+06   -1.8436495E+00
   1.0233048E-04   1.0381729E+06   -1.8431540E+00
   1.0280305E-04   1.0293950E+06   -1.8426576E+00
   1.0327781E-04   1.0206936E+06   -1.8421603E+00
   1.0375475E-04   1.0120681E+06   -1.8416622E+00
   1.0423390E-04   1.0035177E+06   -1.8411633E+00
   1.0471527E-04   9.9504192E+05   -1.8406635E+00
   1.0519885E-04   9.8663998E+05   -1.8401629E+00
   1.0568467E-04   9.7831124E+05   -1.8396614E+00
   1.0617274E-04   9.7005506E+05   -1.8391591E+00
   1.0666305E-04   9.6187077E+05   -1.8386560E+00
   1.0715563E-04   9.5375775E+05   -1.8381521E+00
   1.0765049E-04   9.4571536E+05   -1.8376473E+00
   1.0814763E-04   9.3774297E+05   -1.8371418E+00
   1.0864707E-04   9.2983995E+05   -1.8366354E+00
   1.0914881E-04   9.2200569E+05   -1.8361282E+00
   1.0965287E-04   9.1423957E+05   -1.8356202E+00
   1.1015926E-04   9.0654099E+05   -1.8351114E+00
   1.1066799E-04   8.9890935E+05   -1.8346018E+00
   1.1117906E-04   8.9134405E+05   -1.8340914E+00
   1.1169250E-04   8.8384450E+05   -1.8335802E+00
   1.1220831E-04   8.7641011E+05   -1.8330683E+00
   1.1272650E-04   8.6904031E+05   -1.8325555E+00
   1.1324708E-04   8.6173452E+05   -1.8320420E+00
   1.1377007E-04   8.5449217E+05   -1.8315277E+00
   1.1429547E-04   8.4731270E+05   -1.8310126E+00
   1.1482330E-04   8.4019555E+05   -1.8304967E+00
   1.1535356E-04   8.3314016E+05   -1.8299801E+00
   1.1588628E-04   8.2614598E+05   -1.8294627E+00
   1.1642145E-04   8.1921248E+05   -1.8289446E+00
   1.1695910E-04   8.1233910E+05   -1.8284257E+00
   1.1749923E-04   8.0552532E+05   -1.8279060E+00
   1.1804185E-04   7.9877061E+05   -1.8273856E+00
   1.1858698E-04   7.9207444E+05   -1.8268645E+00
   1.1913463E-04   7.8543629E+05   -1.8263426E+00
   1.1968481E-04   7.7885565E+05   -1.8258200E+00
   1.2023752E-04   7.7233200E+05   -1.8252967E+00
   1.2079279E-04   7.6586484E+05   -1.8247726E+00
   1.2135063E-04   7.5945368E+05   -1.8242478E+00
   1.2191104E-04   7.5309800E+05   -1.8237223E+00
   1.2247403E-04   7.4679732E+05   -1.8231961E+00
   1.2303963E-04   7.4055115E+05   -1.8226691E+00
   1.2360784E-04   7.3435901E+05   -1.8221415E+00
   1.2417868E-04   7.2822042E+05   -1.8216132E+00
   1.2475215E-04   7.2213489E+05   -1.8210841E+00
   1.2532826E-04   7.1610197E+05   -1.8205544E+00
   1.2590704E-04   7.1012119E+05   -1.8200239E+00
   1.2648850E-04   7.0419207E+05   -1.8194928E+00
   1.2707263E-04   6.9831418E+05   -1.8189610E+00
   1.2765947E-04   6.9248704E+05   -1.8184286E+00
   1.2824901E-04   6.8671021E+05   -1.8178954E+00
   1.2884128E-04   6.8098325E+05   -1.8173616E+00
   1.2943628E-04   6.7530571E+05   -1.8168272E+00
   1.3003403E-04   6.6967716E+05   -1.8162920E+00
   1.3063454E-04   6.6409716E+05   -1.8157563E+00
   1.3123783E-04   6.5856528E+05   -1.8152198E+00
   1.3184390E-04   6.5308110E+05   -1.8146827E+00
   1.3245277E-04   6.4764418E+05   -1.8141450E+00
   1.3306445E-04   6.4225413E+05   -1.8136067E+00
   1.3367895E-04   6.3691051E+05   -1.8130677E+00
   1.3429630E-04   6.3161292E+05   -1.8125281E+00
   1.3491649E-04   6.2636095E+05   -1.8119878E+00
   1.3553955E-04   6.2115420E+05   -1.8114470E+00
   1.3616548E-04   6.1599227E+05   -1.8109055E+00
   1.3679431E-04   6.1087476E+05   -1.8103634E+00
   1.3742604E-04   6.0580128E+05   -1.8098207E+00
   1.3806069E-04   6.0077144E+05   -1.8092775E+00
   1.3869827E-04   5.9578485E+05   -1.8087336E+00
   1.3933879E-04   5.9084114E+05   -1.8081891E+00
   1.3998227E-04   5.8593992E+05   -1.8076441E+00
   1.4062872E-04   5.8108081E+05   -1.8070985E+00
   1.4127816E-04   5.7626345E+05   -1.8065523E+00
   1.4193060E-04   5.7148746E+05   -1.8060055E+00
   1.4258605E-04   5.6675249E+05   -1.8054582E+00
   1.4324453E-04   5.6205817E+05   -1.8049103E+00
   1.4390605E-04   5.5740413E+05   -1.8043618E+00
   1.4457062E-04   5.5279003E+05   -1.8038128E+00
   1.4523826E-04   5.4821552E+05   -1.8032633E+00
   1.4590899E-04   5.4368024E+05   -1.8027132E+00
   1.4658281E-04   5.3918384E+05   -1.8021626E+00
   1.4725974E-04   5.3472599E+05   -1.8016114E+00
   1.4793981E-04   5.3030634E+05   -1.8010598E+00
   1.4862301E-04   5.2592455E+05   -1.8005076E+00
   1.4930936E-04   5.2158031E+05   -1.7999549E+00
   1.4999889E-04   5.1727326E+05   -1.7994016E+00
   1.5069160E-04   5.1300309E+05   -1.7988479E+00
   1.5138751E-04   5.0876946E+05   -1.7982937E+00
   1.5208663E-04   5.0457207E+05   -1.7977390E+00
   1.5278899E-04   5.0041058E+05   -1.7971838E+00
   1.5349458E-04   4.9628468E+05   -1.7966281E+00
   1.5420343E-04   4.9219407E+05   -1.7960719E+00
   1.5491556E-04   4.8813842E+05   -1.7955153E+00
   1.5563098E-04   4.8411743E+05   -1.7949582E+00
   1.5634970E-04   4.8013080E+05   -1.7944006E+00
   1.5707174E-04   4.7617822E+05   -1.7938426E+00
   1.5779711E-04   4.7225940E+05   -1.7932841E+00
   1.5852584E-04   4.6837403E+05   -1.7927252E+00
   1.5925792E-04   4.6452182E+05   -1.7921659E+00
   1.5999339E-04   4.6070249E+05   -1.7916061E+00
   1.6073226E-04   4.5691573E+05   -1.7910458E+00
   1.6147454E-04   4.5316127E+05   -1.7904852E+00
   1.6222024E-04   4.4943883E+05   -1.7899241E+00
   1.6296939E-04   4.4574811E+05   -1.7893627E+00
   1.6372200E-04   4.4208885E+05   -1.7888008E+00
   1.6447809E-04   4.3846076E+05   -1.7882385E+00
   1.6523767E-04   4.3486357E+05   -1.7876758E+00
   1.6600075E-04   4.3129701E+05   -1.7871127E+00
   1.6676736E-04   4.2776082E+05   -1.7865493E+00
   1.6753751E-04   4.2425472E+05   -1.7859854E+00
   1.6831122E-04   4.2077845E+05   -1.7854212E+00
   1.6908849E-04   4.1733175E+05   -1.7848566E+00
   1.6986936E-04   4.1391435E+05   -1.7842917E+00
   1.7065384E-04   4.1052602E+05   -1.7837264E+00
   1.7144193E-04   4.0716648E+05   -1.7831607E+00
   1.7223367E-04   4.0383548E+05   -1.7825947E+00
   1.7302906E-04   4.0053278E+05   -1.7820283E+00
   1.7382813E-04   3.9725813E+05   -1.7814617E+00
   1.7463089E-04   3.9401128E+05   -1.7808947E+00
   1.7543735E-04   3.9079199E+05   -1.7803273E+00
   1.7624754E-04   3.8760002E+05   -1.7797597E+00
   1.7706147E-04   3.8443512E+05   -1.7791917E+00
   1.7787916E-04   3.8129706E+05   -1.7786235E+00
   1.7870062E-04   3.7818561E+05   -1.7780549E+00
   1.7952588E-04   3.7510053E+05   -1.7774860E+00
   1.8035495E-04   3.7204160E+05   -1.7769169E+00
   1.8118785E-04   3.6900857E+05   -1.7763475E+00
   1.8202459E-04   3.6600124E+05   -1.7757778E+00
   1.8286520E-04   3.6301937E+05   -1.7752078E+00
   1.8370969E-04   3.6006273E+05   -1.7746375E+00
   1.8455808E-04   3.5713112E+05   -1.7740670E+00
   1.8541039E-04   3.5422430E+05   -1.7734963E+00
   1.8626663E-04   3.5134207E+05   -1.7729253E+00
   1.8712683E-04   3.4848421E+05   -1.7723540E+00
   1.8799100E-04   3.4565051E+05   -1.7717825E+00
   1.8885917E-04   3.4284075E+05   -1.7712108E+00
   1.8973134E-04   3.4005472E+05   -1.7706389E+00
   1.9060754E-04   3.3729223E+05   -1.7700667E+00
   1.9148778E-04   3.3455306E+05   -1.7694944E+00
   1.9237209E-04   3.3183701E+05   -1.7689218E+00
   1.9326049E-04   3.2914387E+05   -1.7683490E+00
   1.9415299E-04   3.2647346E+05   -1.7677761E+00
   1.9504960E-04   3.2382557E+05   -1.7672029E+00
   1.9595036E-04   3.2120000E+05   -1.7666296E+00
   1.9685528E-04   3.1859656E+05   -1.7660561E+00
   1.9776438E-04   3.1601506E+05   -1.7654824E+00
   1.9867768E-04   3.1345530E+05   -1.7649086E+00
   1.9959519E-04   3.1091710E+05   -1.7643346E+00
   2.0051694E-04   3.0840027E+05   -1.7637604E+00
   2.0144295E-04   3.0590462E+05   -1.7631861E+00
   2.0237324E-04   3.0342997E+05   -1.7626117E+00
   2.0330782E-04   3.0097614E+05   -1.7620371E+00
   2.0424671E-04   2.9854294E+05   -1.7614624E+00
   2.0518995E-04   2.9613019E+05   -1.7608876E+00
   2.0613754E-04   2.9373773E+05   -1.7603126E+00
   2.0708950E-04   2.9136536E+05   -1.7597376E+00
   2.0804586E-04   2.8901292E+05   -1.7591624E+00
   2.0900664E-04   2.8668023E+05   -1.7585872E+00
   2.0997185E-04   2.8436713E+05   -1.7580118E+00
   2.1094152E-04   2.8207343E+05   -1.7574364E+00
