#        a       HoverH0(a)       dlogHdloga_of_a(a)
   1.0000000E-04   1.1193425E+06   -1.8708991E+00
   1.0046181E-04   1.1097362E+06   -1.8704573E+00
   1.0092575E-04   1.1002146E+06   -1.8700146E+00
   1.0139184E-04   1.0907769E+06   -1.8695709E+00
   1.0186008E-04   1.0814224E+06   -1.8691262E+00
   1.0233048E-04   1.0721504E+06   -1.8686805E+00
   1.0280305E-04   1.0629600E+06   -1.8682339E+00
   1.0327781E-04   1.0538506E+06   -1.8677863E+00
   1.0375475E-04   1.0448214E+06   -1.8673377E+00
   1.0423390E-04   1.0358716E+06   -1.8668881E+00
   1.0471527E-04   1.0270007E+06   -1.8664376E+00
   1.0519885E-04   1.0182079E+06   -1.8659861E+00
   1.0568467E-04   1.0094924E+06   -1.8655336E+00
   1.0617274E-04   1.0008537E+06   -1.8650802E+00
   1.0666305E-04   9.9229093E+05   -1.8646258E+00
   1.0715563E-04   9.8380349E+05   -1.8641705E+00
   1.0765049E-04   9.7539070E+05   -1.8637141E+00
   1.0814763E-04   9.6705188E+05   -1.8632569E+00
   1.0864707E-04   9.5878638E+05   -1.8627987E+00
   1.0914881E-04   9.5059353E+05   -1.8623395E+00
   1.0965287E-04   9.4247269E+05   -1.8618793E+00
   1.1015926E-04   9.3442320E+05   -1.8614183E+00
   1.1066799E-04   9.2644443E+05   -1.8609562E+00
   1.1117906E-04   9.1853575E+05   -1.8604933E+00
   1.1169250E-04   9.1069653E+05   -1.8600293E+00
   1.1220831E-04   9.0292614E+05   -1.8595645E+00
   1.1272650E-04   8.9522397E+05   -1.8590987E+00
   1.1324708E-04   8.8758940E+05   -1.8586319E+00
   1.1377007E-04   8.8002185E+05   -1.8581643E+00
   1.1429547E-04   8.7252069E+05   -1.8576957E+00
   1.1482330E-04   8.6508535E+05   -1.8572261E+00
   1.1535356E-04   8.5771522E+05   -1.8567557E+00
   1.1588628E-04   8.5040973E+05   -1.8562843E+00
   1.1642145E-04   8.4316829E+05   -1.8558119E+00
   1.1695910E-04   8.3599034E+05   -1.8553387E+00
   1.1749923E-04   8.2887530E+05   -1.8548645E+00
   1.1804185E-04   8.2182262E+05   -1.8543895E+00
   1.1858698E-04   8.1483173E+05   -1.8539135E+00
   1.1913463E-04   8.0790208E+05   -1.8534366E+00
   1.1968481E-04   8.0103313E+05   -1.8529587E+00
   1.2023752E-04   7.9422432E+05   -1.8524800E+00
   1.2079279E-04   7.8747514E+05   -1.8520004E+00
   1.2135063E-04   7.8078503E+05   -1.8515199E+00
   1.2191104E-04   7.7415348E+05   -1.8510384E+00
   1.2247403E-04   7.6757995E+05   -1.8505561E+00
   1.2303963E-04   7.6106393E+05   -1.8500729E+00
   1.2360784E-04   7.5460491E+05   -1.8495888E+00
   1.2417868E-04   7.4820238E+05   -1.8491038E+00
   1.2475215E-04   7.4185583E+05   -1.8486179E+00
   1.2532826E-04   7.3556476E+05   -1.8481311E+00
   1.2590704E-04   7.2932868E+05   -1.8476434E+00
   1.2648850E-04   7.2314709E+05   -1.8471549E+00
   1.2707263E-04   7.1701951E+05   -1.8466655E+00
   1.2765947E-04   7.1094546E+05   -1.8461752E+00
   1.2824901E-04   7.0492446E+05   -1.8456841E+00
   1.2884128E-04   6.9895604E+05   -1.8451920E+00
   1.2943628E-04   6.9303972E+05   -1.8446992E+00
   1.3003403E-04   6.8717504E+05   -1.8442054E+00
   1.3063454E-04   6.8136154E+05   -1.8437108E+00
   1.3123783E-04   6.7559876E+05   -1.8432153E+00
   1.3184390E-04   6.6988625E+05   -1.8427190E+00
   1.3245277E-04   6.6422357E+05   -1.8422219E+00
   1.3306445E-04   6.5861026E+05   -1.8417239E+00
   1.3367895E-04   6.5304589E+05   -1.8412250E+00
   1.3429630E-04   6.4753002E+05   -1.8407253E+00
   1.3491649E-04   6.4206222E+05   -1.8402248E+00
   1.3553955E-04   6.3664205E+05   -1.8397234E+00
   1.3616548E-04   6.3126911E+05   -1.8392213E+00
   1.3679431E-04   6.2594296E+05   -1.8387182E+00
   1.3742604E-04   6.2066319E+05   -1.8382144E+00
   1.3806069E-04   6.1542938E+05   -1.8377097E+00
   1.3869827E-04   6.1024113E+05   -1.8372043E+00
   1.3933879E-04   6.0509802E+05   -1.8366980E+00
   1.3998227E-04   5.9999966E+05   -1.8361909E+00
   1.4062872E-04   5.9494565E+05   -1.8356830E+00
   1.4127816E-04   5.8993560E+05   -1.8351743E+00
   1.4193060E-04   5.8496910E+05   -1.8346648E+00
   1.4258605E-04   5.8004578E+05   -1.8341545E+00
   1.4324453E-04   5.7516525E+05   -1.8336434E+00
   1.4390605E-04   5.7032713E+05   -1.8331315E+00
   1.4457062E-04   5.6553104E+05   -1.8326188E+00
   1.4523826E-04   5.6077661E+05   -1.8321054E+00
   1.4590899E-04   5.5606346E+05   -1.8315911E+00
   1.4658281E-04   5.5139124E+05   -1.8310761E+00
   1.4725974E-04   5.4675957E+05   -1.8305604E+00
