#        a       HoverH0(a)       dlogHdloga_of_a(a)
   1.0000000E-04   1.0807916E+06   -1.8919263E+00
   1.0046181E-04   1.0714122E+06   -1.8915355E+00
   1.0092575E-04   1.0621162E+06   -1.8911436E+00
   1.0139184E-04   1.0529027E+06   -1.8907507E+00
   1.0186008E-04   1.0437710E+06   -1.8903568E+00
   1.0233048E-04   1.0347204E+06   -1.8899619E+00
   1.0280305E-04   1.0257502E+06   -1.8895660E+00
   1.0327781E-04   1.0168596E+06   -1.8891690E+00
   1.0375475E-04   1.0080479E+06   -1.8887710E+00
   1.0423390E-04   9.9931433E+05   -1.8883720E+00
   1.0471527E-04   9.9065830E+05   -1.8879720E+00
   1.0519885E-04   9.8207906E+05   -1.8875710E+00
   1.0568467E-04   9.7357591E+05   -1.8871689E+00
   1.0617274E-04   9.6514818E+05   -1.8867658E+00
   1.0666305E-04   9.5679519E+05   -1.8863617E+00
   1.0715563E-04   9.4851625E+05   -1.8859566E+00
   1.0765049E-04   9.4031071E+05   -1.8855505E+00
   1.0814763E-04   9.3217790E+05   -1.8851433E+00
   1.0864707E-04   9.2411717E+05   -1.8847352E+00
   1.0914881E-04   9.1612787E+05   -1.8843260E+00
   1.0965287E-04   9.0820935E+05   -1.8839158E+00
   1.1015926E-04   9.0036097E+05   -1.8835046E+00
   1.1066799E-04   8.9258211E+05   -1.8830924E+00
   1.1117906E-04   8.8487215E+05   -1.8826792E+00
   1.1169250E-04   8.7723045E+05   -1.8822649E+00
   1.1220831E-04   8.6965640E+05   -1.8818497E+00
   1.1272650E-04   8.6214940E+05   -1.8814334E+00
   1.1324708E-04   8.5470885E+05   -1.8810162E+00
   1.1377007E-04   8.4733414E+05   -1.8805979E+00
   1.1429547E-04   8.4002468E+05   -1.8801786E+00
   1.1482330E-04   8.3277989E+05   -1.8797583E+00
   1.1535356E-04   8.2559918E+05   -1.8793370E+00
   1.1588628E-04   8.1848198E+05   -1.8789147E+00
   1.1642145E-04   8.1142771E+05   -1.8784914E+00
   1.1695910E-04   8.0443582E+05   -1.8780671E+00
   1.1749923E-04   7.9750573E+05   -1.8776417E+00
   1.1804185E-04   7.9063689E+05   -1.8772154E+00
   1.1858698E-04   7.8382876E+05   -1.8767881E+00
   1.1913463E-04   7.7708078E+05   -1.8763598E+00
   1.1968481E-04   7.7039242E+05   -1.8759305E+00
   1.2023752E-04   7.6376313E+05   -1.8755001E+00
   1.2079279E-04   7.5719240E+05   -1.8750688E+00
   1.2135063E-04   7.5067969E+05   -1.8746365E+00
   1.2191104E-04   7.4422448E+05   -1.8742032E+00
