#           k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   1.0537964E-05   4.1754359E+06   4.1754359E+06   5.5667020E+06   1.1727128E+04   1.2834685E+05   4.1756362E+06   4.1754359E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.1324178E-05   4.1754352E+06   4.1754352E+06   5.5666167E+06   1.1727018E+04   1.2834573E+05   4.1756355E+06   4.1754352E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.2169051E-05   4.1754345E+06   4.1754345E+06   5.5665181E+06   1.1726890E+04   1.2834444E+05   4.1756347E+06   4.1754345E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.3076957E-05   4.1754336E+06   4.1754336E+06   5.5664044E+06   1.1726743E+04   1.2834294E+05   4.1756337E+06   4.1754336E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.4052601E-05   4.1754326E+06   4.1754326E+06   5.5662729E+06   1.1726572E+04   1.2834122E+05   4.1756326E+06   4.1754326E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.5101035E-05   4.1754315E+06   4.1754315E+06   5.5661212E+06   1.1726376E+04   1.2833922E+05   4.1756314E+06   4.1754315E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.6227690E-05   4.1754302E+06   4.1754302E+06   5.5659460E+06   1.1726149E+04   1.2833692E+05   4.1756299E+06   4.1754302E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.7438403E-05   4.1754286E+06   4.1754286E+06   5.5657436E+06   1.1725887E+04   1.2833427E+05   4.1756282E+06   4.1754286E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.8739444E-05   4.1754269E+06   4.1754269E+06   5.5655100E+06   1.1725584E+04   1.2833120E+05   4.1756263E+06   4.1754269E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.0137553E-05   4.1754248E+06   4.1754248E+06   5.5652402E+06   1.1725235E+04   1.2832765E+05   4.1756241E+06   4.1754248E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.1639973E-05   4.1754225E+06   4.1754225E+06   5.5649287E+06   1.1724831E+04   1.2832356E+05   4.1756215E+06   4.1754225E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.3254484E-05   4.1754197E+06   4.1754197E+06   5.5645689E+06   1.1724365E+04   1.2831884E+05   4.1756185E+06   4.1754197E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.4989450E-05   4.1754166E+06   4.1754166E+06   5.5641535E+06   1.1723827E+04   1.2831339E+05   4.1756151E+06   4.1754166E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.6853859E-05   4.1754130E+06   4.1754130E+06   5.5636739E+06   1.1723206E+04   1.2830709E+05   4.1756111E+06   4.1754130E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.8857367E-05   4.1754088E+06   4.1754088E+06   5.5631200E+06   1.1722488E+04   1.2829982E+05   4.1756065E+06   4.1754088E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.1010353E-05   4.1754039E+06   4.1754039E+06   5.5624805E+06   1.1721660E+04   1.2829142E+05   4.1756012E+06   4.1754039E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.3323968E-05   4.1753983E+06   4.1753983E+06   5.5617421E+06   1.1720703E+04   1.2828173E+05   4.1755951E+06   4.1753983E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.5810197E-05   4.1753919E+06   4.1753919E+06   5.5608895E+06   1.1719599E+04   1.2827054E+05   4.1755881E+06   4.1753919E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.8481918E-05   4.1753844E+06   4.1753844E+06   5.5599051E+06   1.1718323E+04   1.2825762E+05   4.1755799E+06   4.1753844E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.1352970E-05   4.1753758E+06   4.1753758E+06   5.5587685E+06   1.1716851E+04   1.2824271E+05   4.1755705E+06   4.1753758E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.4438225E-05   4.1753659E+06   4.1753659E+06   5.5574563E+06   1.1715151E+04   1.2822549E+05   4.1755596E+06   4.1753659E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.7753665E-05   4.1753544E+06   4.1753544E+06   5.5559413E+06   1.1713188E+04   1.2820562E+05   4.1755471E+06   4.1753544E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   5.1316462E-05   4.1753412E+06   4.1753412E+06   5.5541924E+06   1.1710921E+04   1.2818268E+05   4.1755326E+06   4.1753412E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   5.5145072E-05   4.1753259E+06   4.1753259E+06   5.5521733E+06   1.1708305E+04   1.2815621E+05   4.1755158E+06   4.1753259E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   5.9259326E-05   4.1753082E+06   4.1753082E+06   5.5498427E+06   1.1705284E+04   1.2812566E+05   4.1754965E+06   4.1753082E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   6.3680535E-05   4.1752878E+06   4.1752878E+06   5.5471524E+06   1.1701796E+04   1.2809041E+05   4.1754742E+06   4.1752878E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   6.8431602E-05   4.1752643E+06   4.1752643E+06   5.5440473E+06   1.1697771E+04   1.2804974E+05   4.1754484E+06   4.1752643E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   7.3537135E-05   4.1752371E+06   4.1752371E+06   5.5404636E+06   1.1693124E+04   1.2800282E+05   4.1754187E+06   4.1752371E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   7.9023581E-05   4.1752057E+06   4.1752057E+06   5.5363279E+06   1.1687761E+04   1.2794870E+05   4.1753843E+06   4.1752057E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   8.4919359E-05   4.1751694E+06   4.1751694E+06   5.5315557E+06   1.1681571E+04   1.2788628E+05   4.1753446E+06   4.1751694E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   9.1255008E-05   4.1751276E+06   4.1751276E+06   5.5260497E+06   1.1674427E+04   1.2781431E+05   4.1752988E+06   4.1751276E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
